'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'5:22:35.064',0.064,-,-0.152,-,51.200,-
'5:22:35.072',0.072,-,-0.152,-,51.200,-
'5:22:35.080',0.104,-,-0.152,-,51.200,-
'5:22:35.088',0.112,-,-0.168,-,51.200,-
'5:22:35.096',0.064,-,-0.168,-,50.400,-
'5:22:35.104',-0.048,-,-0.168,-,50.400,-
'5:22:35.112',-0.192,-,-0.168,-,50.400,-
'5:22:35.120',-0.288,-,-0.168,-,50.400,-
'5:22:35.128',-0.312,-,-0.168,-,49.600,-
'5:22:35.136',-0.272,-,-0.168,-,49.600,-
'5:22:35.144',-0.208,-,-0.152,-,49.600,-
'5:22:35.152',-0.104,-,-0.152,-,49.600,-
'5:22:35.160',-0.032,-,-0.152,-,48.800,-
'5:22:35.168',0.008,-,-0.152,-,48.800,-
'5:22:35.176',0.024,-,-0.128,-,48.800,-
'5:22:35.184',0.048,-,-0.128,-,48.000,-
'5:22:35.192',0.064,-,-0.128,-,48.000,-
'5:22:35.200',0.064,-,-0.128,-,48.000,-
'5:22:35.208',0.064,-,-0.128,-,47.200,-
'5:22:35.216',0.072,-,-0.128,-,47.200,-
'5:22:35.224',0.072,-,-0.128,-,47.200,-
'5:22:35.232',0.088,-,-0.128,-,47.200,-
'5:22:35.240',0.088,-,-0.152,-,47.200,-
'5:22:35.248',0.088,-,-0.152,-,47.200,-
'5:22:35.256',0.088,-,-0.168,-,48.000,-
'5:22:35.264',0.104,-,-0.168,-,49.600,-
'5:22:35.272',0.104,-,-0.192,-,52.000,-
'5:22:35.280',0.088,-,-0.192,-,55.200,-
'5:22:35.288',0.104,-,-0.192,-,58.400,-
'5:22:35.296',0.104,-,-0.192,-,61.600,-
'5:22:35.304',0.104,-,-0.192,-,64.000,-
'5:22:35.312',0.104,-,-0.192,-,65.600,-
'5:22:35.320',0.112,-,-0.192,-,67.200,-
'5:22:35.328',0.112,-,-0.168,-,68.800,-
'5:22:35.336',0.104,-,-0.168,-,70.400,-
'5:22:35.344',0.072,-,-0.168,-,71.200,-
'5:22:35.352',0.064,-,-0.168,-,72.000,-
'5:22:35.360',0.048,-,-0.152,-,72.000,-
'5:22:35.368',0.032,-,-0.152,-,72.000,-
'5:22:35.376',0.008,-,-0.152,-,71.200,-
'5:22:35.384',0.000,-,-0.152,-,70.400,-
'5:22:35.392',0.000,-,-0.152,-,68.800,-
'5:22:35.400',0.008,-,-0.152,-,67.200,-
'5:22:35.408',0.000,-,-0.152,-,65.600,-
'5:22:35.416',0.000,-,-0.168,-,64.000,-
'5:22:35.424',0.000,-,-0.168,-,61.600,-
'5:22:35.432',0.000,-,-0.168,-,60.000,-
'5:22:35.440',0.008,-,-0.192,-,58.400,-
'5:22:35.448',0.000,-,-0.192,-,56.800,-
'5:22:35.456',0.000,-,-0.192,-,55.200,-
'5:22:35.464',0.008,-,-0.192,-,54.400,-
'5:22:35.472',0.024,-,-0.216,-,53.600,-
'5:22:35.480',0.048,-,-0.216,-,52.800,-
'5:22:35.488',0.048,-,-0.232,-,52.800,-
'5:22:35.496',-0.048,-,-0.232,-,52.000,-
'5:22:35.504',-0.232,-,-0.256,-,51.200,-
'5:22:35.512',-0.400,-,-0.280,-,51.200,-
'5:22:35.520',-0.536,-,-0.304,-,51.200,-
'5:22:35.528',-0.616,-,-0.320,-,50.400,-
'5:22:35.536',-0.656,-,-0.344,-,50.400,-
'5:22:35.544',-0.656,-,-0.344,-,50.400,-
'5:22:35.552',-0.592,-,-0.368,-,50.400,-
'5:22:35.560',-0.536,-,-0.384,-,49.600,-
'5:22:35.568',-0.480,-,-0.408,-,49.600,-
'5:22:35.576',-0.400,-,-0.432,-,49.600,-
'5:22:35.584',-0.248,-,-0.456,-,49.600,-
'5:22:35.592',-0.072,-,-0.472,-,49.600,-
'5:22:35.600',0.072,-,-0.496,-,49.600,-
'5:22:35.608',0.168,-,-0.496,-,49.600,-
'5:22:35.616',0.216,-,-0.520,-,49.600,-
'5:22:35.624',0.232,-,-0.536,-,49.600,-
'5:22:35.632',0.232,-,-0.560,-,49.600,-
'5:22:35.640',0.232,-,-0.560,-,49.600,-
'5:22:35.648',0.232,-,-0.584,-,49.600,-
'5:22:35.656',0.256,-,-0.584,-,49.600,-
'5:22:35.664',0.272,-,-0.608,-,50.400,-
'5:22:35.672',0.288,-,-0.608,-,52.800,-
'5:22:35.680',0.296,-,-0.624,-,55.200,-
'5:22:35.688',0.312,-,-0.648,-,58.400,-
'5:22:35.696',0.312,-,-0.672,-,60.800,-
'5:22:35.704',0.312,-,-0.672,-,63.200,-
'5:22:35.712',0.328,-,-0.688,-,65.600,-
'5:22:35.720',0.328,-,-0.688,-,67.200,-
'5:22:35.728',0.312,-,-0.688,-,68.000,-
'5:22:35.736',0.296,-,-0.688,-,69.600,-
'5:22:35.744',0.288,-,-0.712,-,70.400,-
'5:22:35.752',0.272,-,-0.712,-,71.200,-
'5:22:35.760',0.248,-,-0.712,-,71.200,-
'5:22:35.768',0.216,-,-0.712,-,71.200,-
'5:22:35.776',0.192,-,-0.712,-,70.400,-
'5:22:35.784',0.168,-,-0.712,-,69.600,-
'5:22:35.792',0.128,-,-0.712,-,68.000,-
'5:22:35.800',0.104,-,-0.712,-,67.200,-
'5:22:35.808',0.072,-,-0.712,-,65.600,-
'5:22:35.816',0.048,-,-0.712,-,64.000,-
'5:22:35.824',0.032,-,-0.712,-,62.400,-
'5:22:35.832',0.032,-,-0.712,-,60.000,-
'5:22:35.840',0.024,-,-0.712,-,58.400,-
'5:22:35.848',0.008,-,-0.736,-,56.800,-
'5:22:35.856',0.000,-,-0.736,-,56.000,-
'5:22:35.864',0.000,-,-0.760,-,54.400,-
'5:22:35.872',-0.008,-,-0.760,-,54.400,-
