'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:36:01.200',0.406,-,-,0.434,-,-,-
'44:36:01.208',0.189,-,-,0.179,-,-,-
'44:36:01.216',0.047,-,-,0.057,-,-,-
'44:36:01.224',-0.075,-,-,-0.094,-,-,-
'44:36:01.232',-0.142,-,-,-0.151,-,-,-
'44:36:01.240',-0.160,-,-,-0.179,-,-,-
'44:36:01.248',-0.179,-,-,-0.189,-,-,-
'44:36:01.256',-0.160,-,-,-0.170,-,-,-
'44:36:01.264',-0.142,-,-,-0.132,-,-,-
'44:36:01.272',-0.123,-,-,-0.123,-,-,-
'44:36:01.280',-0.123,-,-,-0.113,-,-,-
'44:36:01.288',-0.123,-,-,-0.123,-,-,-
'44:36:01.296',-0.123,-,-,-0.113,-,-,-
'44:36:01.304',-0.123,-,-,-0.123,-,-,-
'44:36:01.312',-0.142,-,-,-0.113,-,-,-
'44:36:01.320',-0.142,-,-,-0.132,-,-,-
'44:36:01.328',-0.142,-,-,-0.123,-,-,-
'44:36:01.336',-0.142,-,-,-0.113,-,-,-
'44:36:01.344',-0.142,-,-,-0.132,-,-,-
'44:36:01.352',-0.142,-,-,-0.132,-,-,-
'44:36:01.360',-0.142,-,-,-0.132,-,-,-
'44:36:01.368',-0.160,-,-,-0.132,-,-,-
'44:36:01.376',-0.179,-,-,-0.151,-,-,-
'44:36:01.384',-0.179,-,-,-0.170,-,-,-
'44:36:01.392',-0.189,-,-,-0.179,-,-,-
'44:36:01.400',-0.189,-,-,-0.170,-,-,-
'44:36:01.408',-0.189,-,-,-0.189,-,-,-
'44:36:01.416',-0.208,-,-,-0.189,-,-,-
'44:36:01.424',-0.189,-,-,-0.208,-,-,-
'44:36:01.432',-0.179,-,-,-0.189,-,-,-
'44:36:01.440',-0.142,-,-,-0.170,-,-,-
'44:36:01.448',-0.094,-,-,-0.132,-,-,-
'44:36:01.456',-0.047,-,-,-0.094,-,-,-
'44:36:01.464',0.000,-,-,-0.038,-,-,-
'44:36:01.472',0.009,-,-,-0.019,-,-,-
'44:36:01.480',0.028,-,-,0.000,-,-,-
'44:36:01.488',0.047,-,-,0.028,-,-,-
'44:36:01.496',0.047,-,-,0.019,-,-,-
'44:36:01.504',0.047,-,-,0.019,-,-,-
'44:36:01.512',0.047,-,-,0.038,-,-,-
'44:36:01.520',0.057,-,-,0.019,-,-,-
'44:36:01.528',0.075,-,-,0.057,-,-,-
'44:36:01.536',0.094,-,-,0.085,-,-,-
'44:36:01.544',0.075,-,-,0.057,-,-,-
'44:36:01.552',0.075,-,-,0.057,-,-,-
'44:36:01.560',0.094,-,-,0.057,-,-,-
'44:36:01.568',0.094,-,-,0.085,-,-,-
'44:36:01.576',0.075,-,-,0.057,-,-,-
'44:36:01.584',0.075,-,-,0.047,-,-,-
'44:36:01.592',0.075,-,-,0.057,-,-,-
'44:36:01.600',0.075,-,-,0.038,-,-,-
'44:36:01.608',0.047,-,-,0.057,-,-,-
'44:36:01.616',0.028,-,-,0.000,-,-,-
'44:36:01.624',0.028,-,-,0.000,-,-,-
'44:36:01.632',0.009,-,-,0.019,-,-,-
'44:36:01.640',0.028,-,-,0.000,-,-,-
'44:36:01.648',0.028,-,-,0.019,-,-,-
'44:36:01.656',0.028,-,-,0.009,-,-,-
'44:36:01.664',0.009,-,-,0.019,-,-,-
'44:36:01.672',0.009,-,-,0.000,-,-,-
'44:36:01.680',0.009,-,-,0.009,-,-,-
'44:36:01.688',0.009,-,-,-0.009,-,-,-
'44:36:01.696',0.009,-,-,0.000,-,-,-
'44:36:01.704',0.047,-,-,-0.019,-,-,-
