'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'1:09:49.256',0.000,-0.667,-,58.240
'1:09:49.264',0.000,-0.667,-,57.200
'1:09:49.272',0.000,-0.667,-,57.200
'1:09:49.280',0.000,-0.678,-,57.200
'1:09:49.288',0.000,-0.678,-,57.200
'1:09:49.296',0.171,-0.678,-,57.200
'1:09:49.304',0.371,-0.678,-,56.680
'1:09:49.312',0.371,-0.690,-,56.680
'1:09:49.320',0.457,-0.690,-,56.680
'1:09:49.328',-0.143,-0.690,-,56.680
'1:09:49.336',-0.629,-0.690,-,56.680
'1:09:49.344',-0.771,-0.701,-,55.640
'1:09:49.352',-0.286,-0.701,-,55.640
'1:09:49.360',-0.114,-0.713,-,55.640
'1:09:49.368',-0.029,-0.713,-,55.640
'1:09:49.376',-0.029,-0.713,-,55.640
'1:09:49.384',-0.029,-0.724,-,55.640
'1:09:49.392',-0.029,-0.724,-,55.120
'1:09:49.400',0.000,-0.724,-,55.120
'1:09:49.408',0.000,-0.736,-,55.120
'1:09:49.416',0.000,-0.736,-,55.120
'1:09:49.424',0.000,-0.747,-,55.120
'1:09:49.432',0.000,-0.747,-,55.120
'1:09:49.440',0.000,-0.759,-,55.120
'1:09:49.448',0.000,-0.770,-,55.640
'1:09:49.456',0.000,-0.782,-,58.760
'1:09:49.464',0.000,-0.793,-,62.920
'1:09:49.472',0.000,-0.805,-,70.200
'1:09:49.480',0.000,-0.805,-,79.040
'1:09:49.488',0.000,-0.816,-,88.400
'1:09:49.496',0.000,-0.816,-,98.800
'1:09:49.504',0.000,-0.828,-,109.200
'1:09:49.512',0.000,-0.828,-,119.600
'1:09:49.520',0.000,-0.839,-,129.480
'1:09:49.528',0.000,-0.839,-,137.280
'1:09:49.536',0.000,-0.839,-,143.520
'1:09:49.544',0.000,-0.851,-,148.720
'1:09:49.552',0.000,-0.851,-,151.840
'1:09:49.560',0.000,-0.851,-,153.920
'1:09:49.568',0.000,-0.851,-,156.000
'1:09:49.576',0.000,-0.851,-,156.000
'1:09:49.584',0.000,-0.851,-,156.000
'1:09:49.592',0.000,-0.851,-,154.960
'1:09:49.600',0.000,-0.851,-,153.400
'1:09:49.608',0.000,-0.851,-,151.840
'1:09:49.616',0.000,-0.839,-,149.240
'1:09:49.624',0.000,-0.839,-,147.160
'1:09:49.632',0.000,-0.839,-,143.520
'1:09:49.640',0.000,-0.839,-,140.400
'1:09:49.648',0.000,-0.839,-,136.760
'1:09:49.656',0.000,-0.839,-,132.600
'1:09:49.664',0.000,-0.839,-,128.440
'1:09:49.672',0.000,-0.839,-,123.760
'1:09:49.680',0.000,-0.839,-,119.080
'1:09:49.688',0.000,-0.839,-,114.920
'1:09:49.696',0.000,-0.828,-,110.760
'1:09:49.704',0.000,-0.828,-,108.680
'1:09:49.712',0.000,-0.828,-,106.080
'1:09:49.720',0.000,-0.828,-,104.520
'1:09:49.728',0.000,-0.828,-,102.960
'1:09:49.736',0.029,-0.828,-,101.920
'1:09:49.744',0.057,-0.816,-,101.920
'1:09:49.752',0.057,-0.816,-,101.400
'1:09:49.760',0.057,-0.816,-,100.360
'1:09:49.768',0.057,-0.816,-,100.360
'1:09:49.776',0.086,-0.816,-,99.840
'1:09:49.784',0.114,-0.816,-,98.800
'1:09:49.792',0.171,-0.816,-,98.280
'1:09:49.800',0.314,-0.816,-,97.240
'1:09:49.808',0.429,-0.828,-,96.720
'1:09:49.816',0.571,-0.828,-,95.680
'1:09:49.824',0.743,-0.828,-,95.160
'1:09:49.832',0.886,-0.828,-,94.120
'1:09:49.840',1.114,-0.828,-,93.600
'1:09:49.848',1.343,-0.828,-,92.560
'1:09:49.856',1.543,-0.828,-,91.520
'1:09:49.864',1.800,-0.828,-,91.000
'1:09:49.872',2.000,-0.828,-,89.960
'1:09:49.880',2.143,-0.828,-,89.440
'1:09:49.888',2.200,-0.828,-,88.400
'1:09:49.896',2.257,-0.828,-,87.880
'1:09:49.904',1.743,-0.828,-,86.840
'1:09:49.912',0.857,-0.828,-,86.320
'1:09:49.920',0.343,-0.828,-,85.280
'1:09:49.928',-0.200,-0.828,-,84.760
'1:09:49.936',-0.657,-0.839,-,83.720
'1:09:49.944',-0.714,-0.839,-,83.720
'1:09:49.952',-0.686,-0.839,-,83.200
'1:09:49.960',-0.686,-0.828,-,82.160
'1:09:49.968',-0.714,-0.828,-,82.160
'1:09:49.976',-0.714,-0.828,-,81.120
'1:09:49.984',-0.714,-0.828,-,80.600
'1:09:49.992',-0.714,-0.828,-,80.600
'1:09:50.000',-0.714,-0.816,-,79.560
'1:09:50.008',-0.743,-0.816,-,79.560
'1:09:50.016',-0.743,-0.816,-,79.040
'1:09:50.024',-0.743,-0.816,-,79.040
'1:09:50.032',-0.743,-0.805,-,78.000
'1:09:50.040',-0.771,-0.805,-,78.000
'1:09:50.048',-0.800,-0.805,-,77.480
'1:09:50.056',-0.829,-0.805,-,77.480
'1:09:50.064',-0.829,-0.805,-,76.440
'1:09:50.072',-0.857,-0.805,-,76.440
'1:09:50.080',-0.886,-0.805,-,75.920
'1:09:50.088',-0.914,-0.805,-,75.920
'1:09:50.096',-0.943,-0.805,-,74.880
'1:09:50.104',-0.943,-0.805,-,74.880
'1:09:50.112',-0.971,-0.805,-,74.880
'1:09:50.120',-0.971,-0.816,-,74.360
'1:09:50.128',-0.971,-0.816,-,74.360
'1:09:50.136',-0.943,-0.816,-,74.880
'1:09:50.144',-0.914,-0.828,-,74.880
'1:09:50.152',-0.857,-0.828,-,75.920
'1:09:50.160',-0.771,-0.828,-,76.440
'1:09:50.168',-0.686,-0.839,-,76.440
'1:09:50.176',-0.600,-0.839,-,77.480
'1:09:50.184',-0.514,-0.839,-,77.480
'1:09:50.192',-0.429,-0.851,-,77.480
'1:09:50.200',-0.314,-0.851,-,77.480
'1:09:50.208',-0.229,-0.851,-,76.440
'1:09:50.216',-0.143,-0.851,-,75.920
'1:09:50.224',-0.086,-0.851,-,74.360
'1:09:50.232',-0.057,-0.851,-,73.320
'1:09:50.240',0.000,-0.851,-,71.760
'1:09:50.248',0.000,-0.851,-,70.720
'1:09:50.256',0.029,-0.851,-,70.200
'1:09:50.264',0.057,-0.851,-,69.160
'1:09:50.272',0.057,-0.851,-,69.160
'1:09:50.280',0.057,-0.839,-,68.640
'1:09:50.288',0.057,-0.839,-,67.600
'1:09:50.296',0.057,-0.839,-,67.600
'1:09:50.304',0.057,-0.839,-,67.600
'1:09:50.312',0.057,-0.839,-,67.080
'1:09:50.320',0.057,-0.839,-,67.080
'1:09:50.328',0.057,-0.839,-,67.080
'1:09:50.336',0.057,-0.839,-,66.040
'1:09:50.344',0.057,-0.839,-,66.040
'1:09:50.352',0.057,-0.839,-,66.040
'1:09:50.360',0.057,-0.828,-,65.520
'1:09:50.368',0.057,-0.828,-,65.520
'1:09:50.376',0.057,-0.828,-,65.520
'1:09:50.384',0.057,-0.828,-,65.520
'1:09:50.392',0.057,-0.828,-,64.480
'1:09:50.400',0.057,-0.828,-,64.480
'1:09:50.408',0.057,-0.828,-,64.480
'1:09:50.416',0.057,-0.828,-,64.480
'1:09:50.424',0.057,-0.828,-,63.960
'1:09:50.432',0.057,-0.828,-,63.960
'1:09:50.440',0.057,-0.816,-,63.960
'1:09:50.448',0.057,-0.816,-,62.920
'1:09:50.456',0.057,-0.816,-,62.920
'1:09:50.464',0.057,-0.816,-,62.920
'1:09:50.472',0.057,-0.816,-,62.920
'1:09:50.480',0.057,-0.816,-,62.400
'1:09:50.488',0.057,-0.816,-,62.400
'1:09:50.496',0.057,-0.816,-,62.400
'1:09:50.504',0.057,-0.816,-,61.360
'1:09:50.512',0.057,-0.816,-,61.360
'1:09:50.520',0.057,-0.805,-,61.360
'1:09:50.528',0.057,-0.805,-,60.320
'1:09:50.536',0.057,-0.805,-,60.320
'1:09:50.544',0.029,-0.805,-,60.320
'1:09:50.552',0.057,-0.805,-,60.320
'1:09:50.560',0.029,-0.805,-,59.800
'1:09:50.568',0.057,-0.793,-,59.800
'1:09:50.576',0.057,-0.793,-,59.800
'1:09:50.584',0.057,-0.793,-,59.800
'1:09:50.592',0.057,-0.782,-,58.760
'1:09:50.600',0.086,-0.782,-,58.760
'1:09:50.608',0.114,-0.782,-,58.760
'1:09:50.616',0.114,-0.770,-,58.760
'1:09:50.624',0.114,-0.770,-,58.240
'1:09:50.632',0.114,-0.770,-,58.240
'1:09:50.640',0.086,-0.770,-,58.240
'1:09:50.648',0.057,-0.759,-,58.240
'1:09:50.656',0.086,-0.759,-,58.240
'1:09:50.664',0.114,-0.759,-,57.200
'1:09:50.672',0.114,-0.747,-,57.200
'1:09:50.680',0.057,-0.747,-,57.200
'1:09:50.688',0.029,-0.747,-,57.200
'1:09:50.696',0.000,-0.747,-,57.200
'1:09:50.704',0.000,-0.747,-,56.680
'1:09:50.712',0.000,-0.736,-,56.680
'1:09:50.720',0.000,-0.736,-,56.680
'1:09:50.728',0.000,-0.736,-,56.680
'1:09:50.736',0.000,-0.736,-,56.680
'1:09:50.744',0.000,-0.736,-,55.640
'1:09:50.752',0.000,-0.724,-,55.640
'1:09:50.760',0.000,-0.724,-,55.640
'1:09:50.768',0.000,-0.724,-,55.640
'1:09:50.776',0.000,-0.713,-,55.640
'1:09:50.784',0.143,-0.713,-,55.640
'1:09:50.792',0.371,-0.713,-,55.120
'1:09:50.800',0.429,-0.713,-,55.120
'1:09:50.808',0.486,-0.713,-,55.120
'1:09:50.816',0.000,-0.713,-,55.120
'1:09:50.824',-0.543,-0.713,-,55.120
'1:09:50.832',-0.800,-0.713,-,55.120
'1:09:50.840',-0.343,-0.713,-,54.080
'1:09:50.848',-0.114,-0.713,-,54.080
'1:09:50.856',-0.029,-0.713,-,54.080
'1:09:50.864',-0.029,-0.713,-,54.080
'1:09:50.872',0.000,-0.713,-,54.080
'1:09:50.880',0.000,-0.713,-,53.560
'1:09:50.888',0.000,-0.713,-,53.560
'1:09:50.896',0.000,-0.713,-,53.560
'1:09:50.904',0.000,-0.713,-,53.560
'1:09:50.912',0.000,-0.724,-,53.560
'1:09:50.920',0.000,-0.724,-,53.560
'1:09:50.928',0.000,-0.724,-,53.560
'1:09:50.936',0.000,-0.736,-,53.560
'1:09:50.944',0.000,-0.736,-,54.080
'1:09:50.952',0.000,-0.747,-,56.680
'1:09:50.960',0.000,-0.747,-,59.800
'1:09:50.968',0.000,-0.759,-,65.520
'1:09:50.976',0.000,-0.759,-,72.800
'1:09:50.984',0.000,-0.759,-,80.600
'1:09:50.992',0.000,-0.759,-,89.440
'1:09:51.000',0.029,-0.759,-,98.280
'1:09:51.008',0.000,-0.759,-,107.120
'1:09:51.016',0.029,-0.770,-,115.960
'1:09:51.024',0.029,-0.770,-,123.760
'1:09:51.032',0.029,-0.770,-,130.000
'1:09:51.040',0.029,-0.770,-,135.720
'1:09:51.048',0.029,-0.759,-,139.880
'1:09:51.056',0.029,-0.759,-,143.000
'1:09:51.064',0.029,-0.759,-,145.600
'1:09:51.072',0.029,-0.759,-,146.120
'1:09:51.080',0.029,-0.747,-,146.120
'1:09:51.088',0.029,-0.747,-,146.120
'1:09:51.096',0.029,-0.736,-,145.600
'1:09:51.104',0.029,-0.736,-,143.520
'1:09:51.112',0.029,-0.736,-,141.960
'1:09:51.120',0.057,-0.724,-,139.880
'1:09:51.128',0.029,-0.713,-,136.760
'1:09:51.136',0.029,-0.713,-,133.120
'1:09:51.144',0.029,-0.701,-,130.000
'1:09:51.152',0.000,-0.690,-,126.360
'1:09:51.160',0.000,-0.678,-,121.160
'1:09:51.168',0.000,-0.678,-,116.480
'1:09:51.176',0.000,-0.667,-,112.320
'1:09:51.184',0.000,-0.655,-,108.680
'1:09:51.192',0.000,-0.655,-,104.520
'1:09:51.200',0.000,-0.644,-,101.920
'1:09:51.208',0.000,-0.632,-,100.360
'1:09:51.216',0.000,-0.621,-,98.800
'1:09:51.224',0.000,-0.621,-,97.240
'1:09:51.232',0.029,-0.609,-,97.240
'1:09:51.240',0.057,-0.598,-,96.720
'1:09:51.248',0.086,-0.598,-,95.680
'1:09:51.256',0.171,-0.586,-,95.680
'1:09:51.264',0.286,-0.575,-,95.680
'1:09:51.272',0.371,-0.575,-,95.160
'1:09:51.280',0.486,-0.563,-,95.160
'1:09:51.288',0.600,-0.563,-,94.120
'1:09:51.296',0.771,-0.552,-,93.600
'1:09:51.304',1.000,-0.540,-,93.600
'1:09:51.312',1.257,-0.540,-,92.560
'1:09:51.320',1.571,-0.529,-,91.520
'1:09:51.328',1.857,-0.517,-,91.000
'1:09:51.336',2.114,-0.506,-,91.000
'1:09:51.344',2.343,-0.506,-,89.960
'1:09:51.352',2.400,-0.494,-,89.440
'1:09:51.360',1.886,-0.483,-,88.400
'1:09:51.368',1.171,-0.483,-,87.880
'1:09:51.376',0.686,-0.471,-,86.840
'1:09:51.384',0.286,-0.460,-,86.320
'1:09:51.392',-0.200,-0.460,-,85.280
'1:09:51.400',-0.600,-0.448,-,85.280
'1:09:51.408',-0.629,-0.437,-,84.760
'1:09:51.416',-0.629,-0.437,-,83.720
'1:09:51.424',-0.657,-0.425,-,83.200
'1:09:51.432',-0.686,-0.425,-,82.160
'1:09:51.440',-0.686,-0.414,-,81.120
'1:09:51.448',-0.686,-0.402,-,80.600
'1:09:51.456',-0.686,-0.391,-,80.600
'1:09:51.464',-0.714,-0.379,-,79.560
'1:09:51.472',-0.686,-0.379,-,79.560
'1:09:51.480',-0.714,-0.368,-,79.040
'1:09:51.488',-0.743,-0.356,-,79.040
'1:09:51.496',-0.743,-0.345,-,78.000
'1:09:51.504',-0.771,-0.345,-,77.480
'1:09:51.512',-0.771,-0.333,-,77.480
'1:09:51.520',-0.829,-0.333,-,76.440
'1:09:51.528',-0.829,-0.322,-,76.440
'1:09:51.536',-0.857,-0.322,-,76.440
'1:09:51.544',-0.886,-0.322,-,75.920
'1:09:51.552',-0.914,-0.310,-,75.920
'1:09:51.560',-0.943,-0.310,-,75.920
'1:09:51.568',-0.943,-0.322,-,74.880
'1:09:51.576',-0.943,-0.322,-,75.920
'1:09:51.584',-0.943,-0.322,-,75.920
'1:09:51.592',-0.943,-0.322,-,76.440
'1:09:51.600',-0.886,-0.333,-,77.480
'1:09:51.608',-0.857,-0.333,-,78.000
'1:09:51.616',-0.771,-0.333,-,79.040
'1:09:51.624',-0.686,-0.345,-,79.560
'1:09:51.632',-0.543,-0.345,-,80.600
'1:09:51.640',-0.371,-0.345,-,81.120
'1:09:51.648',-0.200,-0.345,-,81.120
'1:09:51.656',0.000,-0.345,-,81.120
'1:09:51.664',0.229,-0.345,-,80.600
'1:09:51.672',0.486,-0.345,-,79.560
'1:09:51.680',0.743,-0.345,-,79.040
'1:09:51.688',0.943,-0.345,-,77.480
'1:09:51.696',1.171,-0.345,-,75.920
'1:09:51.704',1.486,-0.345,-,74.360
'1:09:51.712',1.743,-0.345,-,73.320
'1:09:51.720',1.886,-0.345,-,72.800
'1:09:51.728',1.943,-0.333,-,71.760
'1:09:51.736',1.743,-0.333,-,70.720
'1:09:51.744',0.943,-0.333,-,70.200
'1:09:51.752',0.229,-0.333,-,70.200
'1:09:51.760',0.000,-0.333,-,69.160
'1:09:51.768',-0.286,-0.333,-,69.160
'1:09:51.776',-0.486,-0.333,-,69.160
'1:09:51.784',-0.457,-0.322,-,68.640
'1:09:51.792',-0.457,-0.322,-,68.640
'1:09:51.800',-0.457,-0.322,-,68.640
'1:09:51.808',-0.457,-0.322,-,68.640
'1:09:51.816',-0.457,-0.322,-,68.640
'1:09:51.824',-0.457,-0.322,-,68.640
'1:09:51.832',-0.457,-0.322,-,68.640
'1:09:51.840',-0.457,-0.322,-,67.600
'1:09:51.848',-0.486,-0.322,-,67.600
'1:09:51.856',-0.486,-0.322,-,67.600
'1:09:51.864',-0.514,-0.333,-,67.600
'1:09:51.872',-0.514,-0.333,-,67.080
'1:09:51.880',-0.543,-0.333,-,67.080
'1:09:51.888',-0.571,-0.345,-,67.080
'1:09:51.896',-0.600,-0.345,-,66.040
'1:09:51.904',-0.629,-0.345,-,66.040
'1:09:51.912',-0.629,-0.356,-,67.080
'1:09:51.920',-0.657,-0.356,-,67.080
'1:09:51.928',-0.686,-0.368,-,67.600
'1:09:51.936',-0.686,-0.368,-,69.160
'1:09:51.944',-0.657,-0.379,-,71.760
'1:09:51.952',-0.629,-0.379,-,74.360
'1:09:51.960',-0.571,-0.391,-,76.440
'1:09:51.968',-0.514,-0.402,-,79.560
'1:09:51.976',-0.457,-0.402,-,82.160
'1:09:51.984',-0.371,-0.414,-,84.760
'1:09:51.992',-0.257,-0.414,-,86.320
'1:09:52.000',-0.200,-0.425,-,87.880
'1:09:52.008',-0.114,-0.425,-,87.880
'1:09:52.016',-0.057,-0.437,-,87.880
'1:09:52.024',0.000,-0.437,-,87.880
'1:09:52.032',0.000,-0.437,-,86.320
'1:09:52.040',0.057,-0.448,-,84.760
'1:09:52.048',0.057,-0.448,-,82.160
'1:09:52.056',0.057,-0.460,-,79.560
'1:09:52.064',0.114,-0.460,-,77.480
'1:09:52.072',0.114,-0.460,-,74.880
'1:09:52.080',0.143,-0.471,-,73.320
'1:09:52.088',0.171,-0.471,-,71.760
'1:09:52.096',0.171,-0.471,-,70.720
'1:09:52.104',0.171,-0.483,-,70.200
'1:09:52.112',0.114,-0.483,-,69.160
'1:09:52.120',0.114,-0.494,-,68.640
'1:09:52.128',0.143,-0.494,-,67.600
'1:09:52.136',0.143,-0.506,-,67.600
'1:09:52.144',0.114,-0.506,-,67.080
'1:09:52.152',0.114,-0.517,-,67.080
'1:09:52.160',0.057,-0.517,-,67.080
'1:09:52.168',0.057,-0.529,-,67.080
'1:09:52.176',0.029,-0.529,-,67.080
'1:09:52.184',0.000,-0.529,-,67.080
'1:09:52.192',0.000,-0.540,-,67.080
'1:09:52.200',0.000,-0.540,-,67.080
'1:09:52.208',0.000,-0.552,-,67.080
'1:09:52.216',0.000,-0.552,-,67.080
'1:09:52.224',0.000,-0.552,-,67.080
'1:09:52.232',0.000,-0.563,-,66.040
'1:09:52.240',0.000,-0.575,-,66.040
'1:09:52.248',0.000,-0.575,-,66.040
'1:09:52.256',0.000,-0.586,-,66.040
'1:09:52.264',0.000,-0.586,-,66.040
'1:09:52.272',0.000,-0.598,-,65.520
'1:09:52.280',0.143,-0.598,-,65.520
'1:09:52.288',0.371,-0.609,-,65.520
'1:09:52.296',0.429,-0.621,-,64.480
'1:09:52.304',0.486,-0.621,-,64.480
'1:09:52.312',0.029,-0.632,-,63.960
'1:09:52.320',-0.514,-0.632,-,63.960
'1:09:52.328',-0.800,-0.644,-,62.920
'1:09:52.336',-0.343,-0.644,-,62.920
'1:09:52.344',-0.086,-0.655,-,62.920
'1:09:52.352',0.000,-0.655,-,62.400
'1:09:52.360',0.000,-0.667,-,62.400
'1:09:52.368',0.000,-0.667,-,61.360
'1:09:52.376',0.000,-0.678,-,61.360
'1:09:52.384',0.000,-0.678,-,61.360
'1:09:52.392',0.000,-0.690,-,61.360
'1:09:52.400',0.000,-0.690,-,60.320
'1:09:52.408',0.029,-0.701,-,60.320
'1:09:52.416',0.000,-0.701,-,60.320
'1:09:52.424',0.029,-0.713,-,60.320
'1:09:52.432',0.029,-0.713,-,61.360
'1:09:52.440',0.029,-0.724,-,62.400
'1:09:52.448',0.029,-0.736,-,64.480
'1:09:52.456',0.057,-0.736,-,68.640
'1:09:52.464',0.029,-0.747,-,74.360
'1:09:52.472',0.057,-0.747,-,81.120
'1:09:52.480',0.057,-0.759,-,89.440
'1:09:52.488',0.057,-0.759,-,97.240
'1:09:52.496',0.057,-0.770,-,106.080
'1:09:52.504',0.057,-0.770,-,114.920
'1:09:52.512',0.057,-0.770,-,122.200
'1:09:52.520',0.057,-0.782,-,129.480
