'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:12:39.304',0.200,-,-,-,56.000
'122:12:39.312',0.175,-,-,-,56.000
'122:12:39.320',0.175,-,-,-,54.400
'122:12:39.328',0.175,-,-,-,54.400
'122:12:39.336',0.125,-,-,-,53.600
'122:12:39.344',0.075,-,-,-,53.600
'122:12:39.352',0.025,-,-,-,52.000
'122:12:39.360',0.025,-,-,-,52.000
'122:12:39.368',0.000,-,-,-,52.000
'122:12:39.376',0.000,-,-,-,51.200
'122:12:39.384',0.000,-,-,-,51.200
'122:12:39.392',0.000,-,-,-,49.600
'122:12:39.400',0.000,-,-,-,48.800
'122:12:39.408',0.000,-,-,-,48.800
'122:12:39.416',0.000,-,-,-,48.800
'122:12:39.424',0.000,-,-,-,47.200
'122:12:39.432',0.025,-,-,-,47.200
'122:12:39.440',0.025,-,-,-,46.400
'122:12:39.448',0.050,-,-,-,46.400
'122:12:39.456',0.075,-,-,-,46.400
'122:12:39.464',0.100,-,-,-,46.400
'122:12:39.472',0.100,-,-,-,46.400
'122:12:39.480',0.100,-,-,-,46.400
'122:12:39.488',0.075,-,-,-,44.800
'122:12:39.496',0.075,-,-,-,44.800
'122:12:39.504',0.075,-,-,-,46.400
'122:12:39.512',0.050,-,-,-,46.400
'122:12:39.520',0.025,-,-,-,46.400
'122:12:39.528',0.000,-,-,-,46.400
'122:12:39.536',-0.025,-,-,-,46.400
'122:12:39.544',-0.025,-,-,-,46.400
'122:12:39.552',-0.025,-,-,-,46.400
'122:12:39.560',-0.050,-,-,-,46.400
'122:12:39.568',-0.050,-,-,-,46.400
'122:12:39.576',-0.050,-,-,-,46.400
'122:12:39.584',-0.025,-,-,-,46.400
'122:12:39.592',0.000,-,-,-,46.400
'122:12:39.600',0.000,-,-,-,46.400
'122:12:39.608',0.025,-,-,-,46.400
'122:12:39.616',0.050,-,-,-,44.800
'122:12:39.624',0.075,-,-,-,44.800
'122:12:39.632',0.100,-,-,-,44.800
'122:12:39.640',0.100,-,-,-,44.800
'122:12:39.648',0.125,-,-,-,44.800
'122:12:39.656',0.400,-,-,-,44.000
'122:12:39.664',0.925,-,-,-,44.000
'122:12:39.672',1.375,-,-,-,44.000
'122:12:39.680',1.400,-,-,-,44.000
'122:12:39.688',0.425,-,-,-,42.400
'122:12:39.696',-0.625,-,-,-,42.400
'122:12:39.704',-1.125,-,-,-,42.400
'122:12:39.712',-0.875,-,-,-,41.600
'122:12:39.720',-0.450,-,-,-,41.600
'122:12:39.728',-0.275,-,-,-,41.600
'122:12:39.736',-0.225,-,-,-,40.000
'122:12:39.744',-0.200,-,-,-,40.000
'122:12:39.752',-0.200,-,-,-,40.000
'122:12:39.760',-0.125,-,-,-,39.200
'122:12:39.768',-0.100,-,-,-,39.200
'122:12:39.776',-0.050,-,-,-,39.200
'122:12:39.784',-0.050,-,-,-,39.200
'122:12:39.792',-0.025,-,-,-,39.200
'122:12:39.800',-0.025,-,-,-,39.200
'122:12:39.808',-0.025,-,-,-,40.000
'122:12:39.816',-0.025,-,-,-,40.000
'122:12:39.824',-0.025,-,-,-,41.600
'122:12:39.832',-0.025,-,-,-,44.000
'122:12:39.840',-0.075,-,-,-,47.200
'122:12:39.848',-0.125,-,-,-,52.000
'122:12:39.856',-0.175,-,-,-,59.200
'122:12:39.864',-0.200,-,-,-,66.400
'122:12:39.872',-0.225,-,-,-,73.600
'122:12:39.880',-0.225,-,-,-,80.000
'122:12:39.888',-0.250,-,-,-,86.400
'122:12:39.896',-0.225,-,-,-,93.600
'122:12:39.904',-0.175,-,-,-,99.200
'122:12:39.912',-0.100,-,-,-,105.600
'122:12:39.920',-0.050,-,-,-,111.200
'122:12:39.928',0.000,-,-,-,115.200
'122:12:39.936',0.050,-,-,-,117.600
'122:12:39.944',0.075,-,-,-,118.400
'122:12:39.952',0.100,-,-,-,118.400
'122:12:39.960',0.125,-,-,-,117.600
'122:12:39.968',0.125,-,-,-,116.000
'122:12:39.976',0.125,-,-,-,115.200
'122:12:39.984',0.175,-,-,-,113.600
'122:12:39.992',0.300,-,-,-,112.800
'122:12:40.000',0.725,-,-,-,110.400
'122:12:40.008',1.175,-,-,-,108.800
'122:12:40.016',1.250,-,-,-,106.400
'122:12:40.024',0.450,-,-,-,105.600
'122:12:40.032',-0.550,-,-,-,103.200
'122:12:40.040',-1.275,-,-,-,100.800
'122:12:40.048',-1.375,-,-,-,98.400
'122:12:40.056',-0.950,-,-,-,96.000
'122:12:40.064',-0.700,-,-,-,92.000
'122:12:40.072',-0.600,-,-,-,88.800
'122:12:40.080',-0.600,-,-,-,84.800
'122:12:40.088',-0.525,-,-,-,81.600
'122:12:40.096',-0.275,-,-,-,78.400
'122:12:40.104',-0.050,-,-,-,75.200
'122:12:40.112',0.050,-,-,-,72.800
'122:12:40.120',0.075,-,-,-,70.400
'122:12:40.128',0.075,-,-,-,68.800
'122:12:40.136',0.100,-,-,-,68.000
'122:12:40.144',0.075,-,-,-,68.000
'122:12:40.152',0.075,-,-,-,66.400
'122:12:40.160',0.075,-,-,-,66.400
'122:12:40.168',0.075,-,-,-,66.400
'122:12:40.176',0.050,-,-,-,66.400
'122:12:40.184',0.025,-,-,-,66.400
'122:12:40.192',0.000,-,-,-,66.400
'122:12:40.200',0.025,-,-,-,66.400
'122:12:40.208',0.025,-,-,-,65.600
'122:12:40.216',0.075,-,-,-,65.600
'122:12:40.224',0.100,-,-,-,65.600
'122:12:40.232',0.200,-,-,-,64.000
'122:12:40.240',0.250,-,-,-,64.000
'122:12:40.248',0.350,-,-,-,63.200
'122:12:40.256',0.375,-,-,-,63.200
'122:12:40.264',0.425,-,-,-,63.200
'122:12:40.272',0.425,-,-,-,63.200
