'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:05:43.352',0.000,-,-,68.800,28.000
'13:05:43.360',-0.016,-,-,69.600,26.400
'13:05:43.368',0.000,-,-,70.400,24.800
'13:05:43.376',-0.016,-,-,71.200,23.600
'13:05:43.384',0.000,-,-,72.800,22.400
'13:05:43.392',-0.016,-,-,73.600,21.600
'13:05:43.400',0.000,-,-,74.400,20.800
'13:05:43.408',0.000,-,-,76.000,20.400
'13:05:43.416',0.032,-,-,76.800,20.000
'13:05:43.424',0.048,-,-,78.400,19.600
'13:05:43.432',0.032,-,-,80.000,19.600
'13:05:43.440',0.080,-,-,80.800,19.600
'13:05:43.448',0.064,-,-,82.400,19.600
'13:05:43.456',0.096,-,-,84.000,19.600
'13:05:43.464',0.064,-,-,84.800,19.600
'13:05:43.472',0.080,-,-,86.400,19.200
'13:05:43.480',0.048,-,-,88.000,19.200
'13:05:43.488',0.064,-,-,88.800,18.800
'13:05:43.496',0.032,-,-,89.600,18.400
'13:05:43.504',0.032,-,-,90.400,18.000
'13:05:43.512',0.000,-,-,91.200,17.600
'13:05:43.520',0.000,-,-,91.200,17.600
'13:05:43.528',-0.016,-,-,92.000,17.600
'13:05:43.536',0.000,-,-,92.000,17.600
'13:05:43.544',-0.032,-,-,92.000,18.000
'13:05:43.552',0.000,-,-,92.000,18.000
'13:05:43.560',-0.016,-,-,91.200,18.400
'13:05:43.568',0.016,-,-,91.200,18.000
'13:05:43.576',0.144,-,-,90.400,17.600
'13:05:43.584',0.432,-,-,90.400,17.200
'13:05:43.592',0.656,-,-,89.600,16.800
'13:05:43.600',0.688,-,-,88.800,16.800
'13:05:43.608',0.464,-,-,88.000,16.800
'13:05:43.616',0.304,-,-,87.200,16.800
'13:05:43.624',0.224,-,-,86.400,16.800
'13:05:43.632',0.176,-,-,85.600,16.800
'13:05:43.640',0.096,-,-,84.800,16.400
'13:05:43.648',0.016,-,-,83.200,16.000
'13:05:43.656',-0.128,-,-,82.400,16.000
'13:05:43.664',-0.160,-,-,80.800,17.200
'13:05:43.672',-0.112,-,-,79.200,18.800
'13:05:43.680',-0.144,-,-,77.600,20.800
'13:05:43.688',-0.128,-,-,76.000,21.200
'13:05:43.696',-0.112,-,-,74.400,20.800
'13:05:43.704',-0.080,-,-,72.000,20.800
'13:05:43.712',-0.096,-,-,70.400,21.200
'13:05:43.720',-0.080,-,-,68.000,22.400
'13:05:43.728',-0.096,-,-,66.400,25.200
'13:05:43.736',-0.080,-,-,65.600,28.000
'13:05:43.744',-0.096,-,-,64.800,31.200
'13:05:43.752',-0.080,-,-,64.000,34.000
'13:05:43.760',-0.096,-,-,64.000,36.800
'13:05:43.768',-0.080,-,-,64.800,39.200
'13:05:43.776',-0.096,-,-,65.600,41.200
'13:05:43.784',-0.080,-,-,66.400,42.800
'13:05:43.792',-0.112,-,-,67.200,44.000
'13:05:43.800',-0.080,-,-,68.000,44.400
'13:05:43.808',-0.112,-,-,69.600,44.000
'13:05:43.816',-0.096,-,-,71.200,43.600
'13:05:43.824',-0.112,-,-,72.800,42.800
'13:05:43.832',-0.112,-,-,74.400,41.600
'13:05:43.840',-0.112,-,-,75.200,40.400
'13:05:43.848',-0.112,-,-,76.800,38.800
'13:05:43.856',-0.096,-,-,79.200,37.600
'13:05:43.864',-0.112,-,-,80.800,36.400
'13:05:43.872',-0.080,-,-,83.200,35.200
'13:05:43.880',-0.112,-,-,84.800,33.600
'13:05:43.888',-0.080,-,-,87.200,32.000
'13:05:43.896',-0.080,-,-,88.000,30.000
'13:05:43.904',-0.032,-,-,88.000,27.600
'13:05:43.912',-0.064,-,-,87.200,24.400
'13:05:43.920',-0.016,-,-,85.600,21.600
'13:05:43.928',-0.032,-,-,84.000,19.200
'13:05:43.936',-0.016,-,-,83.200,18.000
'13:05:43.944',-0.032,-,-,82.400,19.200
'13:05:43.952',0.000,-,-,80.800,21.200
'13:05:43.960',-0.016,-,-,79.200,23.200
'13:05:43.968',0.000,-,-,76.800,24.800
'13:05:43.976',-0.032,-,-,74.400,26.000
'13:05:43.984',0.000,-,-,72.800,27.200
'13:05:43.992',-0.032,-,-,72.000,28.000
'13:05:44.000',0.000,-,-,71.200,28.400
'13:05:44.008',-0.032,-,-,70.400,28.400
'13:05:44.016',0.000,-,-,68.800,28.000
'13:05:44.024',-0.016,-,-,68.000,26.800
'13:05:44.032',0.000,-,-,67.200,25.600
'13:05:44.040',-0.016,-,-,66.400,24.400
'13:05:44.048',0.000,-,-,66.400,23.200
'13:05:44.056',0.000,-,-,66.400,22.000
'13:05:44.064',0.000,-,-,66.400,20.800
'13:05:44.072',0.000,-,-,66.400,20.000
'13:05:44.080',0.000,-,-,67.200,19.600
'13:05:44.088',0.000,-,-,68.000,19.600
'13:05:44.096',0.000,-,-,69.600,20.000
'13:05:44.104',0.032,-,-,70.400,19.600
'13:05:44.112',0.000,-,-,71.200,19.600
'13:05:44.120',0.048,-,-,72.800,19.200
'13:05:44.128',0.048,-,-,73.600,18.800
'13:05:44.136',0.080,-,-,75.200,18.000
'13:05:44.144',0.064,-,-,76.800,17.600
'13:05:44.152',0.096,-,-,77.600,17.600
'13:05:44.160',0.048,-,-,79.200,16.800
'13:05:44.168',0.064,-,-,80.800,16.400
'13:05:44.176',0.032,-,-,81.600,16.000
'13:05:44.184',0.048,-,-,83.200,15.600
'13:05:44.192',0.000,-,-,84.800,15.600
'13:05:44.200',0.032,-,-,85.600,15.200
'13:05:44.208',0.000,-,-,87.200,15.200
'13:05:44.216',0.000,-,-,88.000,15.200
'13:05:44.224',-0.032,-,-,88.800,15.200
'13:05:44.232',-0.032,-,-,89.600,15.200
'13:05:44.240',0.000,-,-,90.400,15.200
'13:05:44.248',-0.032,-,-,90.400,15.200
'13:05:44.256',0.000,-,-,90.400,15.200
'13:05:44.264',-0.032,-,-,90.400,14.800
'13:05:44.272',0.208,-,-,90.400,14.400
'13:05:44.280',0.480,-,-,90.400,13.600
'13:05:44.288',0.688,-,-,89.600,13.200
'13:05:44.296',0.560,-,-,89.600,13.200
'13:05:44.304',0.432,-,-,88.800,13.200
'13:05:44.312',0.272,-,-,88.000,13.200
'13:05:44.320',0.224,-,-,87.200,13.200
'13:05:44.328',0.128,-,-,86.400,13.200
'13:05:44.336',0.096,-,-,85.600,13.200
'13:05:44.344',-0.016,-,-,84.800,13.200
'13:05:44.352',-0.144,-,-,84.000,13.200
'13:05:44.360',-0.192,-,-,82.400,14.400
'13:05:44.368',-0.144,-,-,80.800,16.000
'13:05:44.376',-0.176,-,-,79.200,17.600
'13:05:44.384',-0.128,-,-,77.600,18.000
'13:05:44.392',-0.112,-,-,75.200,18.000
'13:05:44.400',-0.096,-,-,73.600,18.000
'13:05:44.408',-0.080,-,-,71.200,19.600
'13:05:44.416',-0.128,-,-,69.600,22.400
'13:05:44.424',-0.112,-,-,68.000,26.000
'13:05:44.432',-0.080,-,-,66.400,30.400
'13:05:44.440',-0.112,-,-,64.800,34.400
'13:05:44.448',-0.096,-,-,64.800,37.600
'13:05:44.456',-0.080,-,-,64.800,40.400
'13:05:44.464',-0.112,-,-,65.600,42.800
'13:05:44.472',-0.096,-,-,66.400,44.800
'13:05:44.480',-0.144,-,-,67.200,46.000
'13:05:44.488',-0.112,-,-,68.000,46.400
'13:05:44.496',-0.128,-,-,68.800,45.600
'13:05:44.504',-0.112,-,-,70.400,44.400
'13:05:44.512',-0.144,-,-,72.000,42.400
'13:05:44.520',-0.128,-,-,73.600,40.800
'13:05:44.528',-0.144,-,-,74.400,39.200
'13:05:44.536',-0.128,-,-,76.000,38.000
'13:05:44.544',-0.144,-,-,77.600,36.800
'13:05:44.552',-0.112,-,-,79.200,35.600
'13:05:44.560',-0.144,-,-,81.600,34.800
'13:05:44.568',-0.112,-,-,83.200,34.000
'13:05:44.576',-0.128,-,-,85.600,33.200
'13:05:44.584',-0.096,-,-,87.200,32.400
'13:05:44.592',-0.112,-,-,88.000,30.800
'13:05:44.600',-0.064,-,-,87.200,29.200
'13:05:44.608',-0.064,-,-,86.400,26.800
'13:05:44.616',-0.032,-,-,84.800,23.600
'13:05:44.624',-0.064,-,-,83.200,20.800
'13:05:44.632',-0.080,-,-,82.400,18.000
