'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'57:40.760',-,-,-,-,-,-,0.000,-0.160,64.800,-
'57:40.768',-,-,-,-,-,-,0.080,0.040,63.600,-
'57:40.776',-,-,-,-,-,-,0.080,0.088,63.600,-
'57:40.784',-,-,-,-,-,-,-0.168,0.000,62.400,-
'57:40.792',-,-,-,-,-,-,-0.488,-0.320,62.400,-
'57:40.800',-,-,-,-,-,-,-0.656,-0.760,61.200,-
'57:40.808',-,-,-,-,-,-,-0.568,-0.760,60.000,-
'57:40.816',-,-,-,-,-,-,-0.424,-0.528,60.000,-
'57:40.824',-,-,-,-,-,-,-0.312,-0.416,60.000,-
'57:40.832',-,-,-,-,-,-,-0.248,-0.232,60.000,-
'57:40.840',-,-,-,-,-,-,-0.184,-0.272,60.000,-
'57:40.848',-,-,-,-,-,-,-0.168,-0.160,61.200,-
'57:40.856',-,-,-,-,-,-,-0.144,-0.112,62.400,-
'57:40.864',-,-,-,-,-,-,-0.080,-0.160,64.800,-
'57:40.872',-,-,-,-,-,-,-0.080,-0.184,68.400,-
'57:40.880',-,-,-,-,-,-,-0.080,-0.040,74.400,-
'57:40.888',-,-,-,-,-,-,-0.104,-0.112,81.600,-
'57:40.896',-,-,-,-,-,-,-0.080,-0.088,87.600,-
'57:40.904',-,-,-,-,-,-,-0.040,-0.112,91.200,-
'57:40.912',-,-,-,-,-,-,-0.016,-0.040,93.600,-
'57:40.920',-,-,-,-,-,-,-0.040,-0.064,94.800,-
'57:40.928',-,-,-,-,-,-,-0.056,-0.112,97.200,-
'57:40.936',-,-,-,-,-,-,-0.016,-0.016,98.400,-
'57:40.944',-,-,-,-,-,-,0.056,-0.064,99.600,-
'57:40.952',-,-,-,-,-,-,0.104,0.088,100.800,-
'57:40.960',-,-,-,-,-,-,0.080,0.000,99.600,-
'57:40.968',-,-,-,-,-,-,0.056,-0.016,99.600,-
'57:40.976',-,-,-,-,-,-,0.104,0.136,99.600,-
'57:40.984',-,-,-,-,-,-,0.144,0.064,99.600,-
'57:40.992',-,-,-,-,-,-,0.232,0.248,98.400,-
'57:41.000',-,-,-,-,-,-,0.336,0.320,98.400,-
'57:41.008',-,-,-,-,-,-,0.400,0.248,97.200,-
'57:41.016',-,-,-,-,-,-,0.464,0.440,97.200,-
'57:41.024',-,-,-,-,-,-,0.504,0.464,96.000,-
'57:41.032',-,-,-,-,-,-,0.488,0.392,94.800,-
'57:41.040',-,-,-,-,-,-,0.464,0.488,93.600,-
'57:41.048',-,-,-,-,-,-,0.440,0.392,92.400,-
'57:41.056',-,-,-,-,-,-,0.336,0.296,90.000,-
'57:41.064',-,-,-,-,-,-,0.232,0.248,87.600,-
'57:41.072',-,-,-,-,-,-,0.168,0.184,84.000,-
'57:41.080',-,-,-,-,-,-,0.120,0.064,80.400,-
'57:41.088',-,-,-,-,-,-,0.120,0.088,78.000,-
'57:41.096',-,-,-,-,-,-,0.080,0.000,76.800,-
'57:41.104',-,-,-,-,-,-,0.000,-0.040,75.600,-
'57:41.112',-,-,-,-,-,-,-0.040,0.000,75.600,-
'57:41.120',-,-,-,-,-,-,-0.040,-0.040,74.400,-
'57:41.128',-,-,-,-,-,-,-0.040,-0.088,73.200,-
'57:41.136',-,-,-,-,-,-,-0.056,0.000,72.000,-
'57:41.144',-,-,-,-,-,-,-0.056,-0.160,72.000,-
'57:41.152',-,-,-,-,-,-,-0.040,-0.064,72.000,-
'57:41.160',-,-,-,-,-,-,-0.056,-0.160,70.800,-
'57:41.168',-,-,-,-,-,-,-0.056,-0.064,70.800,-
'57:41.176',-,-,-,-,-,-,-0.056,-0.040,70.800,-
'57:41.184',-,-,-,-,-,-,-0.056,-0.136,69.600,-
'57:41.192',-,-,-,-,-,-,-0.080,-0.088,69.600,-
'57:41.200',-,-,-,-,-,-,-0.080,-0.064,69.600,-
'57:41.208',-,-,-,-,-,-,-0.056,-0.112,69.600,-
'57:41.216',-,-,-,-,-,-,-0.016,-0.160,69.600,-
'57:41.224',-,-,-,-,-,-,-0.016,0.000,68.400,-
'57:41.232',-,-,-,-,-,-,-0.016,0.000,68.400,-
'57:41.240',-,-,-,-,-,-,-0.056,-0.112,67.200,-
'57:41.248',-,-,-,-,-,-,-0.104,-0.112,67.200,-
'57:41.256',-,-,-,-,-,-,-0.104,-0.112,66.000,-
'57:41.264',-,-,-,-,-,-,-0.104,-0.184,66.000,-
'57:41.272',-,-,-,-,-,-,-0.080,-0.112,66.000,-
'57:41.280',-,-,-,-,-,-,-0.080,-0.160,66.000,-
'57:41.288',-,-,-,-,-,-,-0.104,-0.208,66.000,-
