'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:11:19.352',-0.160,-,-,87.200,33.200
'13:11:19.360',-0.144,-,-,89.600,33.600
'13:11:19.368',-0.160,-,-,90.400,34.000
'13:11:19.376',-0.176,-,-,90.400,34.400
'13:11:19.384',-0.144,-,-,90.400,34.800
'13:11:19.392',-0.160,-,-,91.200,34.800
'13:11:19.400',-0.112,-,-,92.000,34.400
'13:11:19.408',-0.128,-,-,92.000,33.200
'13:11:19.416',-0.096,-,-,92.000,31.200
'13:11:19.424',-0.112,-,-,91.200,28.800
'13:11:19.432',-0.080,-,-,89.600,25.200
'13:11:19.440',-0.080,-,-,88.800,21.200
'13:11:19.448',-0.048,-,-,87.200,17.600
'13:11:19.456',-0.064,-,-,85.600,15.200
'13:11:19.464',-0.048,-,-,84.000,14.800
'13:11:19.472',-0.064,-,-,83.200,16.400
'13:11:19.480',-0.032,-,-,81.600,18.400
'13:11:19.488',-0.064,-,-,80.000,20.400
'13:11:19.496',-0.048,-,-,79.200,22.000
'13:11:19.504',-0.080,-,-,78.400,23.200
'13:11:19.512',-0.064,-,-,76.800,24.000
'13:11:19.520',-0.080,-,-,76.000,24.800
'13:11:19.528',-0.080,-,-,75.200,25.600
'13:11:19.536',-0.064,-,-,75.200,25.600
'13:11:19.544',-0.080,-,-,74.400,25.600
'13:11:19.552',-0.048,-,-,74.400,24.400
'13:11:19.560',-0.064,-,-,74.400,23.200
'13:11:19.568',-0.032,-,-,74.400,22.000
'13:11:19.576',-0.064,-,-,75.200,20.800
'13:11:19.584',-0.112,-,-,76.000,20.000
'13:11:19.592',-0.128,-,-,76.800,19.200
'13:11:19.600',-0.144,-,-,77.600,18.400
'13:11:19.608',-0.176,-,-,78.400,18.000
'13:11:19.616',-0.160,-,-,79.200,17.600
'13:11:19.624',-0.176,-,-,80.800,17.600
'13:11:19.632',-0.144,-,-,81.600,17.600
'13:11:19.640',-0.320,-,-,83.200,18.000
'13:11:19.648',-0.416,-,-,84.000,18.000
'13:11:19.656',-0.336,-,-,85.600,17.600
'13:11:19.664',-0.240,-,-,86.400,17.600
'13:11:19.672',-0.336,-,-,88.000,17.200
'13:11:19.680',-0.400,-,-,89.600,17.200
'13:11:19.688',-0.416,-,-,90.400,16.800
'13:11:19.696',-0.464,-,-,91.200,16.800
'13:11:19.704',-0.608,-,-,92.800,16.400
'13:11:19.712',-0.704,-,-,92.800,15.600
'13:11:19.720',-0.800,-,-,93.600,15.200
'13:11:19.728',-0.704,-,-,94.400,14.800
'13:11:19.736',-0.544,-,-,94.400,14.800
'13:11:19.744',-0.272,-,-,95.200,14.800
'13:11:19.752',-0.048,-,-,95.200,14.800
'13:11:19.760',0.176,-,-,95.200,15.200
'13:11:19.768',0.336,-,-,94.400,14.800
'13:11:19.776',0.384,-,-,94.400,14.400
'13:11:19.784',0.416,-,-,93.600,14.400
'13:11:19.792',0.384,-,-,92.800,14.000
'13:11:19.800',0.416,-,-,92.800,14.000
'13:11:19.808',0.416,-,-,92.000,14.400
'13:11:19.816',0.432,-,-,90.400,14.400
'13:11:19.824',0.416,-,-,88.800,15.200
'13:11:19.832',0.448,-,-,87.200,16.400
'13:11:19.840',0.432,-,-,85.600,17.600
'13:11:19.848',0.464,-,-,83.200,18.800
'13:11:19.856',0.448,-,-,81.600,19.200
'13:11:19.864',0.464,-,-,79.200,19.200
'13:11:19.872',0.448,-,-,76.800,18.800
'13:11:19.880',0.464,-,-,74.400,18.800
'13:11:19.888',0.448,-,-,72.000,18.800
'13:11:19.896',0.480,-,-,70.400,18.800
'13:11:19.904',0.464,-,-,68.000,19.200
'13:11:19.912',0.496,-,-,65.600,19.600
'13:11:19.920',0.480,-,-,64.000,20.000
'13:11:19.928',0.528,-,-,61.600,20.400
'13:11:19.936',0.512,-,-,60.000,21.200
'13:11:19.944',0.560,-,-,58.400,22.000
'13:11:19.952',0.544,-,-,56.800,22.400
'13:11:19.960',0.560,-,-,55.200,22.800
'13:11:19.968',0.528,-,-,53.600,23.200
'13:11:19.976',0.512,-,-,52.000,22.800
'13:11:19.984',0.464,-,-,50.400,22.400
'13:11:19.992',0.432,-,-,49.600,21.600
'13:11:20.000',0.384,-,-,48.000,20.800
'13:11:20.008',0.320,-,-,47.200,19.600
'13:11:20.016',0.272,-,-,45.600,18.000
'13:11:20.024',0.208,-,-,44.800,16.800
'13:11:20.032',0.176,-,-,43.200,14.800
'13:11:20.040',0.112,-,-,42.400,13.200
'13:11:20.048',0.080,-,-,41.600,11.600
'13:11:20.056',0.032,-,-,40.800,10.000
'13:11:20.064',0.048,-,-,40.000,9.600
'13:11:20.072',0.000,-,-,39.200,10.000
'13:11:20.080',0.000,-,-,39.200,10.800
'13:11:20.088',-0.032,-,-,38.400,12.000
'13:11:20.096',0.000,-,-,37.600,13.200
'13:11:20.104',-0.032,-,-,36.800,14.400
'13:11:20.112',-0.016,-,-,36.000,15.200
'13:11:20.120',-0.032,-,-,36.000,16.400
'13:11:20.128',-0.016,-,-,35.200,16.800
'13:11:20.136',-0.032,-,-,35.200,16.800
'13:11:20.144',-0.016,-,-,35.200,16.800
'13:11:20.152',-0.032,-,-,35.200,16.000
'13:11:20.160',-0.016,-,-,34.400,15.200
'13:11:20.168',-0.032,-,-,34.400,14.400
'13:11:20.176',-0.016,-,-,34.400,13.200
'13:11:20.184',-0.032,-,-,34.400,12.400
'13:11:20.192',-0.032,-,-,35.200,11.600
'13:11:20.200',0.000,-,-,35.200,10.800
'13:11:20.208',-0.032,-,-,36.000,10.800
'13:11:20.216',-0.016,-,-,36.800,10.800
'13:11:20.224',-0.032,-,-,37.600,10.800
'13:11:20.232',0.000,-,-,39.200,11.200
'13:11:20.240',-0.032,-,-,40.000,11.600
'13:11:20.248',0.000,-,-,40.800,11.600
'13:11:20.256',-0.032,-,-,41.600,12.000
'13:11:20.264',0.000,-,-,43.200,12.000
'13:11:20.272',-0.016,-,-,44.000,12.000
'13:11:20.280',0.000,-,-,44.800,12.000
'13:11:20.288',-0.016,-,-,46.400,12.000
'13:11:20.296',0.000,-,-,47.200,12.000
'13:11:20.304',-0.016,-,-,48.800,12.000
'13:11:20.312',0.000,-,-,49.600,11.600
'13:11:20.320',0.000,-,-,50.400,11.600
'13:11:20.328',0.032,-,-,52.000,11.200
'13:11:20.336',0.048,-,-,52.800,11.200
'13:11:20.344',0.032,-,-,53.600,11.200
