'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'13:23.192',0.017,-,-,-,-,-20.000,44.880
'13:23.200',0.017,-,-,-,-,-20.000,44.880
'13:23.208',0.017,-,-,-,-,-20.000,44.880
'13:23.216',0.017,-,-,-,-,-20.000,44.880
'13:23.224',0.017,-,-,-,-,-20.000,44.880
'13:23.232',0.035,-,-,-,-,-20.000,44.880
'13:23.240',0.035,-,-,-,-,-20.000,44.880
'13:23.248',0.017,-,-,-,-,-16.800,44.880
'13:23.256',0.017,-,-,-,-,-13.600,44.880
'13:23.264',0.009,-,-,-,-,-9.600,44.880
'13:23.272',0.009,-,-,-,-,-5.600,44.880
'13:23.280',0.009,-,-,-,-,-2.400,44.880
'13:23.288',0.000,-,-,-,-,0.800,44.880
'13:23.296',0.000,-,-,-,-,4.000,44.880
'13:23.304',-0.009,-,-,-,-,7.200,44.880
'13:23.312',-0.017,-,-,-,-,10.400,44.880
'13:23.320',-0.017,-,-,-,-,13.600,44.880
'13:23.328',-0.009,-,-,-,-,16.000,44.880
'13:23.336',-0.017,-,-,-,-,17.600,44.880
'13:23.344',-0.009,-,-,-,-,20.000,44.880
'13:23.352',-0.009,-,-,-,-,21.600,44.880
'13:23.360',-0.009,-,-,-,-,23.200,44.880
'13:23.368',-0.009,-,-,-,-,24.000,44.880
'13:23.376',-0.009,-,-,-,-,24.000,44.880
'13:23.384',-0.009,-,-,-,-,24.000,44.880
'13:23.392',-0.009,-,-,-,-,24.800,44.880
'13:23.400',-0.017,-,-,-,-,24.800,44.880
'13:23.408',-0.017,-,-,-,-,25.600,44.880
'13:23.416',-0.009,-,-,-,-,26.400,44.880
'13:23.424',-0.009,-,-,-,-,28.000,44.880
'13:23.432',0.000,-,-,-,-,28.800,44.880
'13:23.440',0.000,-,-,-,-,29.600,44.880
'13:23.448',0.000,-,-,-,-,28.800,44.880
'13:23.456',0.009,-,-,-,-,28.800,44.880
'13:23.464',0.009,-,-,-,-,30.400,44.880
'13:23.472',0.009,-,-,-,-,35.200,44.880
'13:23.480',0.017,-,-,-,-,43.200,44.880
'13:23.488',0.035,-,-,-,-,53.600,44.880
'13:23.496',0.017,-,-,-,-,64.000,44.880
'13:23.504',0.000,-,-,-,-,75.200,44.880
'13:23.512',-0.017,-,-,-,-,85.600,44.880
'13:23.520',-0.017,-,-,-,-,92.800,44.880
'13:23.528',-0.017,-,-,-,-,97.600,44.880
'13:23.536',-0.017,-,-,-,-,98.400,44.880
'13:23.544',-0.017,-,-,-,-,98.400,44.880
'13:23.552',-0.009,-,-,-,-,97.600,44.880
'13:23.560',-0.009,-,-,-,-,94.400,44.880
'13:23.568',-0.017,-,-,-,-,88.000,44.880
'13:23.576',-0.035,-,-,-,-,78.400,44.880
'13:23.584',-0.043,-,-,-,-,67.200,44.880
'13:23.592',-0.078,-,-,-,-,55.200,44.880
'13:23.600',-0.130,-,-,-,-,42.400,44.880
'13:23.608',-0.139,-,-,-,-,32.000,44.880
'13:23.616',-0.052,-,-,-,-,24.000,44.880
'13:23.624',0.017,-,-,-,-,19.200,44.880
'13:23.632',0.035,-,-,-,-,16.000,44.880
'13:23.640',0.035,-,-,-,-,15.200,44.880
'13:23.648',0.043,-,-,-,-,16.000,44.880
'13:23.656',0.035,-,-,-,-,15.200,44.880
'13:23.664',0.035,-,-,-,-,12.800,44.880
'13:23.672',0.035,-,-,-,-,9.600,44.880
'13:23.680',0.035,-,-,-,-,6.400,44.880
'13:23.688',0.035,-,-,-,-,4.000,44.880
'13:23.696',0.017,-,-,-,-,1.600,44.880
'13:23.704',0.017,-,-,-,-,-0.800,44.880
'13:23.712',0.035,-,-,-,-,-3.200,44.880
'13:23.720',0.043,-,-,-,-,-6.400,44.880
'13:23.728',0.052,-,-,-,-,-8.800,44.880
'13:23.736',0.052,-,-,-,-,-10.400,44.880
'13:23.744',0.052,-,-,-,-,-9.600,44.880
'13:23.752',0.052,-,-,-,-,-5.600,44.880
'13:23.760',0.043,-,-,-,-,0.000,44.880
'13:23.768',0.035,-,-,-,-,5.600,44.880
'13:23.776',0.017,-,-,-,-,10.400,44.880
'13:23.784',0.009,-,-,-,-,12.800,44.880
'13:23.792',0.009,-,-,-,-,14.400,44.880
'13:23.800',0.000,-,-,-,-,16.800,44.880
'13:23.808',0.000,-,-,-,-,20.800,44.880
'13:23.816',0.000,-,-,-,-,24.800,44.880
'13:23.824',0.000,-,-,-,-,27.200,44.880
'13:23.832',0.000,-,-,-,-,26.400,44.880
'13:23.840',0.000,-,-,-,-,24.000,44.880
'13:23.848',0.000,-,-,-,-,20.000,44.880
'13:23.856',-0.009,-,-,-,-,16.000,44.880
'13:23.864',-0.009,-,-,-,-,12.800,44.880
'13:23.872',-0.009,-,-,-,-,11.200,44.880
'13:23.880',-0.009,-,-,-,-,9.600,44.880
'13:23.888',0.000,-,-,-,-,7.200,44.880
'13:23.896',0.000,-,-,-,-,4.000,44.880
'13:23.904',-0.009,-,-,-,-,2.400,44.880
'13:23.912',-0.009,-,-,-,-,4.000,44.880
'13:23.920',0.000,-,-,-,-,8.000,44.880
'13:23.928',0.000,-,-,-,-,11.200,44.880
'13:23.936',0.000,-,-,-,-,13.600,44.880
'13:23.944',0.000,-,-,-,-,15.200,44.880
'13:23.952',-0.009,-,-,-,-,17.600,44.880
'13:23.960',-0.009,-,-,-,-,22.400,44.880
'13:23.968',-0.017,-,-,-,-,28.800,44.880
'13:23.976',-0.052,-,-,-,-,36.800,44.880
'13:23.984',-0.078,-,-,-,-,43.200,44.880
'13:23.992',-0.096,-,-,-,-,47.200,44.880
'13:24.000',0.000,-,-,-,-,51.200,44.880
'13:24.008',0.096,-,-,-,-,54.400,44.880
'13:24.016',0.113,-,-,-,-,58.400,44.880
'13:24.024',0.104,-,-,-,-,62.400,44.880
'13:24.032',0.078,-,-,-,-,64.800,44.880
'13:24.040',0.052,-,-,-,-,66.400,44.880
'13:24.048',0.035,-,-,-,-,65.600,44.880
'13:24.056',0.017,-,-,-,-,64.800,44.880
'13:24.064',0.009,-,-,-,-,62.400,44.880
'13:24.072',0.009,-,-,-,-,59.200,44.880
'13:24.080',0.009,-,-,-,-,56.000,44.880
'13:24.088',0.017,-,-,-,-,52.800,44.880
'13:24.096',0.017,-,-,-,-,48.800,44.880
'13:24.104',0.017,-,-,-,-,46.400,44.880
'13:24.112',0.017,-,-,-,-,44.000,44.880
'13:24.120',0.017,-,-,-,-,41.600,44.880
'13:24.128',0.017,-,-,-,-,39.200,44.880
'13:24.136',0.017,-,-,-,-,37.600,44.880
'13:24.144',0.009,-,-,-,-,35.200,44.880
'13:24.152',0.000,-,-,-,-,32.800,44.880
'13:24.160',0.000,-,-,-,-,30.400,44.880
'13:24.168',0.000,-,-,-,-,28.800,44.880
'13:24.176',-0.009,-,-,-,-,27.200,44.880
'13:24.184',-0.017,-,-,-,-,27.200,44.880
'13:24.192',-0.035,-,-,-,-,27.200,44.880
'13:24.200',-0.035,-,-,-,-,26.400,44.880
'13:24.208',-0.035,-,-,-,-,26.400,44.880
'13:24.216',-0.017,-,-,-,-,25.600,44.880
'13:24.224',-0.017,-,-,-,-,24.800,44.880
'13:24.232',-0.009,-,-,-,-,23.200,44.880
'13:24.240',-0.017,-,-,-,-,21.600,44.880
'13:24.248',-0.035,-,-,-,-,20.000,44.880
'13:24.256',-0.017,-,-,-,-,18.400,44.880
'13:24.264',-0.017,-,-,-,-,16.800,44.880
'13:24.272',-0.009,-,-,-,-,15.200,44.880
'13:24.280',-0.009,-,-,-,-,14.400,44.880
'13:24.288',-0.009,-,-,-,-,15.200,44.880
'13:24.296',0.000,-,-,-,-,16.000,44.880
