'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'6:09:56.240',0.024,-,-,-,-0.020,-,91.200,43.400
'6:09:56.248',0.032,-,-,-,-0.040,-,95.200,43.000
'6:09:56.256',0.024,-,-,-,-0.020,-,98.400,42.400
'6:09:56.264',0.024,-,-,-,-0.040,-,101.600,42.000
'6:09:56.272',0.016,-,-,-,-0.040,-,104.000,41.600
'6:09:56.280',0.016,-,-,-,-0.040,-,104.800,41.200
'6:09:56.288',0.008,-,-,-,-0.040,-,104.800,40.800
'6:09:56.296',0.016,-,-,-,-0.040,-,104.000,40.400
'6:09:56.304',0.008,-,-,-,-0.040,-,102.400,40.200
'6:09:56.312',0.008,-,-,-,-0.040,-,100.800,39.800
'6:09:56.320',0.008,-,-,-,-0.040,-,98.400,39.400
'6:09:56.328',0.000,-,-,-,-0.040,-,96.000,39.200
'6:09:56.336',0.008,-,-,-,-0.040,-,91.200,39.000
'6:09:56.344',0.000,-,-,-,-0.040,-,85.600,38.800
'6:09:56.352',0.000,-,-,-,-0.040,-,80.800,38.400
'6:09:56.360',0.000,-,-,-,-0.040,-,76.800,38.200
'6:09:56.368',0.008,-,-,-,-0.040,-,73.600,38.000
'6:09:56.376',0.000,-,-,-,-0.040,-,72.800,37.800
'6:09:56.384',0.000,-,-,-,-0.040,-,72.800,37.600
'6:09:56.392',0.000,-,-,-,-0.040,-,73.600,37.200
'6:09:56.400',0.000,-,-,-,-0.040,-,75.200,37.000
'6:09:56.408',0.000,-,-,-,-0.040,-,76.800,36.600
'6:09:56.416',0.000,-,-,-,-0.040,-,77.600,36.400
'6:09:56.424',0.000,-,-,-,-0.040,-,78.400,36.200
'6:09:56.432',0.000,-,-,-,-0.040,-,79.200,35.800
'6:09:56.440',0.000,-,-,-,-0.040,-,79.200,35.600
'6:09:56.448',0.000,-,-,-,-0.040,-,78.400,35.400
'6:09:56.456',0.000,-,-,-,-0.040,-,77.600,35.200
'6:09:56.464',0.000,-,-,-,-0.040,-,76.000,35.200
'6:09:56.472',0.000,-,-,-,-0.020,-,74.400,35.000
'6:09:56.480',0.000,-,-,-,-0.040,-,72.800,34.800
'6:09:56.488',0.000,-,-,-,-0.040,-,72.000,34.600
'6:09:56.496',0.000,-,-,-,-0.040,-,70.400,34.400
'6:09:56.504',0.000,-,-,-,-0.040,-,69.600,34.000
'6:09:56.512',0.000,-,-,-,-0.040,-,68.800,33.800
'6:09:56.520',0.000,-,-,-,-0.040,-,68.000,33.400
'6:09:56.528',0.000,-,-,-,-0.040,-,67.200,33.000
'6:09:56.536',0.000,-,-,-,-0.040,-,67.200,32.800
'6:09:56.544',-0.008,-,-,-,-0.040,-,66.400,32.400
'6:09:56.552',0.000,-,-,-,-0.040,-,66.400,32.000
'6:09:56.560',0.000,-,-,-,-0.040,-,65.600,31.800
'6:09:56.568',0.000,-,-,-,-0.040,-,65.600,31.400
'6:09:56.576',0.000,-,-,-,-0.020,-,65.600,31.200
'6:09:56.584',0.000,-,-,-,-0.040,-,64.800,31.000
'6:09:56.592',0.000,-,-,-,-0.040,-,64.800,30.800
'6:09:56.600',0.000,-,-,-,-0.020,-,64.800,30.600
'6:09:56.608',0.000,-,-,-,-0.040,-,64.000,30.400
'6:09:56.616',0.000,-,-,-,-0.020,-,64.000,30.400
'6:09:56.624',0.000,-,-,-,-0.020,-,63.200,30.200
'6:09:56.632',0.000,-,-,-,-0.020,-,63.200,30.000
'6:09:56.640',0.000,-,-,-,-0.020,-,62.400,30.000
'6:09:56.648',0.000,-,-,-,-0.020,-,62.400,30.000
'6:09:56.656',0.000,-,-,-,-0.020,-,61.600,29.800
'6:09:56.664',0.000,-,-,-,0.000,-,61.600,29.600
'6:09:56.672',0.000,-,-,-,-0.020,-,60.800,29.400
'6:09:56.680',0.000,-,-,-,-0.020,-,60.800,29.400
'6:09:56.688',0.000,-,-,-,-0.020,-,60.000,29.200
'6:09:56.696',0.000,-,-,-,-0.020,-,60.000,29.000
'6:09:56.704',0.000,-,-,-,0.000,-,59.200,28.800
'6:09:56.712',0.000,-,-,-,-0.020,-,59.200,28.600
'6:09:56.720',0.000,-,-,-,-0.020,-,58.400,28.400
'6:09:56.728',0.000,-,-,-,0.000,-,58.400,28.200
'6:09:56.736',0.000,-,-,-,-0.020,-,58.400,28.200
