'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:24:32.576',-,-0.032,-,-,-0.008,-,69.120,-
'35:24:32.584',-,-0.064,-,-,-0.016,-,69.120,-
'35:24:32.592',-,-0.064,-,-,-0.008,-,70.560,-
'35:24:32.600',-,-0.032,-,-,-0.008,-,70.560,-
'35:24:32.608',-,-0.064,-,-,0.000,-,70.560,-
'35:24:32.616',-,-0.032,-,-,-0.008,-,70.560,-
'35:24:32.624',-,-0.064,-,-,0.000,-,71.520,-
'35:24:32.632',-,-0.032,-,-,0.000,-,70.560,-
'35:24:32.640',-,-0.064,-,-,0.000,-,70.560,-
'35:24:32.648',-,-0.064,-,-,0.000,-,70.560,-
'35:24:32.656',-,-0.032,-,-,0.000,-,70.560,-
'35:24:32.664',-,-0.032,-,-,0.000,-,70.560,-
'35:24:32.672',-,0.000,-,-,0.000,-,69.120,-
'35:24:32.680',-,0.064,-,-,-0.024,-,69.120,-
'35:24:32.688',-,0.200,-,-,-0.064,-,68.160,-
'35:24:32.696',-,0.200,-,-,-0.080,-,68.160,-
'35:24:32.704',-,0.136,-,-,-0.112,-,66.720,-
'35:24:32.712',-,0.168,-,-,-0.176,-,66.720,-
'35:24:32.720',-,0.136,-,-,-0.152,-,65.760,-
'35:24:32.728',-,0.136,-,-,-0.144,-,65.760,-
'35:24:32.736',-,0.136,-,-,-0.152,-,64.320,-
'35:24:32.744',-,0.000,-,-,-0.136,-,64.320,-
'35:24:32.752',-,-0.096,-,-,-0.096,-,64.320,-
'35:24:32.760',-,-0.304,-,-,-0.064,-,63.360,-
'35:24:32.768',-,-0.480,-,-,0.000,-,63.360,-
'35:24:32.776',-,-0.584,-,-,0.048,-,63.360,-
'35:24:32.784',-,-0.616,-,-,0.080,-,61.920,-
'35:24:32.792',-,-0.408,-,-,0.088,-,61.920,-
'35:24:32.800',-,-0.304,-,-,0.072,-,61.920,-
'35:24:32.808',-,-0.168,-,-,0.048,-,61.920,-
'35:24:32.816',-,-0.096,-,-,0.048,-,61.920,-
'35:24:32.824',-,-0.064,-,-,0.048,-,60.960,-
'35:24:32.832',-,-0.064,-,-,0.064,-,60.960,-
'35:24:32.840',-,-0.064,-,-,0.072,-,60.960,-
'35:24:32.848',-,-0.064,-,-,0.072,-,60.960,-
'35:24:32.856',-,-0.064,-,-,0.072,-,60.960,-
'35:24:32.864',-,-0.064,-,-,0.072,-,60.960,-
'35:24:32.872',-,-0.064,-,-,0.072,-,61.920,-
'35:24:32.880',-,-0.064,-,-,0.080,-,63.360,-
'35:24:32.888',-,-0.064,-,-,0.072,-,65.760,-
'35:24:32.896',-,-0.032,-,-,0.080,-,68.160,-
'35:24:32.904',-,-0.064,-,-,0.088,-,71.520,-
'35:24:32.912',-,-0.064,-,-,0.096,-,75.360,-
'35:24:32.920',-,-0.032,-,-,0.088,-,78.720,-
'35:24:32.928',-,-0.032,-,-,0.096,-,81.120,-
'35:24:32.936',-,0.000,-,-,0.080,-,84.960,-
'35:24:32.944',-,0.000,-,-,0.088,-,87.360,-
'35:24:32.952',-,0.000,-,-,0.080,-,89.760,-
'35:24:32.960',-,0.000,-,-,0.072,-,92.160,-
'35:24:32.968',-,0.032,-,-,0.072,-,93.120,-
'35:24:32.976',-,0.064,-,-,0.048,-,93.120,-
'35:24:32.984',-,0.064,-,-,0.032,-,94.560,-
'35:24:32.992',-,0.096,-,-,0.016,-,94.560,-
'35:24:33.000',-,0.096,-,-,0.000,-,93.120,-
'35:24:33.008',-,0.136,-,-,-0.008,-,92.160,-
'35:24:33.016',-,0.096,-,-,-0.016,-,90.720,-
'35:24:33.024',-,0.096,-,-,-0.024,-,89.760,-
'35:24:33.032',-,0.064,-,-,-0.032,-,87.360,-
'35:24:33.040',-,0.064,-,-,-0.024,-,84.960,-
'35:24:33.048',-,0.064,-,-,-0.032,-,82.560,-
'35:24:33.056',-,0.064,-,-,-0.024,-,80.160,-
'35:24:33.064',-,0.096,-,-,-0.032,-,77.760,-
'35:24:33.072',-,0.136,-,-,-0.016,-,75.360,-
'35:24:33.080',-,0.168,-,-,-0.064,-,72.960,-
'35:24:33.088',-,0.200,-,-,-0.096,-,70.560,-
