'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'37:39.192',0.035,-,-,-,-,79.200,21.720
'37:39.200',0.043,-,-,-,-,76.800,16.320
'37:39.208',0.035,-,-,-,-,76.000,10.800
'37:39.216',0.035,-,-,-,-,75.200,10.200
'37:39.224',0.035,-,-,-,-,76.000,15.480
'37:39.232',0.043,-,-,-,-,76.800,24.120
'37:39.240',0.052,-,-,-,-,79.200,32.280
'37:39.248',0.052,-,-,-,-,81.600,38.160
'37:39.256',0.052,-,-,-,-,84.000,39.720
'37:39.264',0.043,-,-,-,-,87.200,37.320
'37:39.272',0.043,-,-,-,-,90.400,32.760
'37:39.280',0.043,-,-,-,-,92.800,27.960
'37:39.288',0.035,-,-,-,-,96.000,25.080
'37:39.296',0.017,-,-,-,-,98.400,24.720
'37:39.304',0.009,-,-,-,-,100.800,26.280
'37:39.312',0.009,-,-,-,-,102.400,28.680
'37:39.320',0.000,-,-,-,-,104.800,31.320
'37:39.328',0.000,-,-,-,-,106.400,33.120
'37:39.336',0.000,-,-,-,-,107.200,33.360
'37:39.344',0.000,-,-,-,-,108.800,32.160
'37:39.352',-0.009,-,-,-,-,109.600,30.360
'37:39.360',-0.017,-,-,-,-,109.600,28.560
'37:39.368',-0.009,-,-,-,-,110.400,27.360
'37:39.376',0.000,-,-,-,-,110.400,26.880
'37:39.384',0.000,-,-,-,-,109.600,27.120
'37:39.392',0.000,-,-,-,-,109.600,27.360
'37:39.400',-0.009,-,-,-,-,108.800,27.120
'37:39.408',-0.009,-,-,-,-,107.200,25.920
'37:39.416',0.000,-,-,-,-,106.400,24.360
'37:39.424',0.000,-,-,-,-,105.600,22.560
'37:39.432',0.000,-,-,-,-,105.600,21.360
'37:39.440',0.009,-,-,-,-,106.400,20.880
'37:39.448',0.009,-,-,-,-,107.200,21.120
'37:39.456',0.009,-,-,-,-,108.800,21.960
'37:39.464',0.009,-,-,-,-,109.600,23.160
'37:39.472',0.017,-,-,-,-,112.000,23.880
'37:39.480',0.043,-,-,-,-,113.600,24.360
'37:39.488',0.052,-,-,-,-,115.200,23.760
'37:39.496',0.070,-,-,-,-,117.600,22.680
'37:39.504',0.070,-,-,-,-,120.000,21.480
'37:39.512',0.070,-,-,-,-,121.600,20.520
'37:39.520',0.043,-,-,-,-,124.000,20.520
'37:39.528',0.009,-,-,-,-,126.400,22.560
'37:39.536',-0.009,-,-,-,-,128.000,26.520
'37:39.544',-0.035,-,-,-,-,129.600,29.760
'37:39.552',-0.035,-,-,-,-,130.400,29.880
'37:39.560',-0.017,-,-,-,-,131.200,27.480
'37:39.568',-0.035,-,-,-,-,130.400,24.120
'37:39.576',-0.043,-,-,-,-,128.800,21.480
'37:39.584',-0.070,-,-,-,-,126.400,20.520
'37:39.592',-0.070,-,-,-,-,123.200,20.880
'37:39.600',-0.052,-,-,-,-,120.000,22.320
'37:39.608',-0.070,-,-,-,-,116.000,23.880
'37:39.616',-0.104,-,-,-,-,112.000,25.320
'37:39.624',-0.157,-,-,-,-,108.800,26.160
'37:39.632',-0.165,-,-,-,-,104.800,26.160
'37:39.640',-0.104,-,-,-,-,100.800,25.560
'37:39.648',0.000,-,-,-,-,97.600,24.120
'37:39.656',0.052,-,-,-,-,94.400,22.920
'37:39.664',0.078,-,-,-,-,92.000,22.920
'37:39.672',0.070,-,-,-,-,88.800,24.720
'37:39.680',0.052,-,-,-,-,86.400,27.720
'37:39.688',0.052,-,-,-,-,84.000,29.280
'37:39.696',0.052,-,-,-,-,81.600,27.720
'37:39.704',0.052,-,-,-,-,80.000,24.120
'37:39.712',0.070,-,-,-,-,79.200,21.120
'37:39.720',0.070,-,-,-,-,78.400,20.880
'37:39.728',0.052,-,-,-,-,79.200,23.520
'37:39.736',0.052,-,-,-,-,80.000,27.960
'37:39.744',0.043,-,-,-,-,82.400,32.520
'37:39.752',0.043,-,-,-,-,84.800,36.120
'37:39.760',0.035,-,-,-,-,87.200,37.680
'37:39.768',0.043,-,-,-,-,90.400,37.560
'37:39.776',0.043,-,-,-,-,92.800,35.520
'37:39.784',0.035,-,-,-,-,96.000,32.880
'37:39.792',0.035,-,-,-,-,99.200,30.720
'37:39.800',0.035,-,-,-,-,101.600,29.520
'37:39.808',0.035,-,-,-,-,104.000,29.760
'37:39.816',0.000,-,-,-,-,105.600,30.480
'37:39.824',-0.009,-,-,-,-,107.200,31.920
'37:39.832',-0.009,-,-,-,-,108.800,32.760
'37:39.840',-0.017,-,-,-,-,109.600,33.120
'37:39.848',-0.017,-,-,-,-,110.400,32.760
'37:39.856',0.000,-,-,-,-,111.200,31.680
'37:39.864',0.000,-,-,-,-,112.000,30.480
'37:39.872',0.000,-,-,-,-,112.000,29.280
'37:39.880',0.009,-,-,-,-,111.200,28.560
'37:39.888',0.000,-,-,-,-,111.200,28.080
'37:39.896',0.000,-,-,-,-,110.400,27.960
'37:39.904',0.009,-,-,-,-,109.600,27.360
'37:39.912',0.017,-,-,-,-,108.000,26.160
'37:39.920',0.017,-,-,-,-,106.400,24.480
'37:39.928',0.009,-,-,-,-,104.800,23.520
'37:39.936',0.009,-,-,-,-,104.000,23.280
'37:39.944',0.017,-,-,-,-,103.200,23.880
'37:39.952',0.017,-,-,-,-,103.200,24.960
'37:39.960',0.017,-,-,-,-,104.000,25.560
'37:39.968',0.017,-,-,-,-,104.800,25.560
'37:39.976',0.017,-,-,-,-,106.400,24.960
'37:39.984',0.035,-,-,-,-,108.000,24.360
'37:39.992',0.052,-,-,-,-,110.400,24.120
'37:40.000',0.070,-,-,-,-,112.000,24.120
'37:40.008',0.070,-,-,-,-,114.400,23.760
'37:40.016',0.052,-,-,-,-,116.800,23.160
'37:40.024',0.035,-,-,-,-,119.200,22.560
'37:40.032',0.009,-,-,-,-,121.600,23.520
'37:40.040',0.000,-,-,-,-,123.200,26.880
'37:40.048',0.000,-,-,-,-,125.600,30.480
'37:40.056',0.000,-,-,-,-,127.200,31.920
'37:40.064',-0.009,-,-,-,-,128.800,29.880
'37:40.072',0.000,-,-,-,-,129.600,26.160
'37:40.080',0.000,-,-,-,-,129.600,22.560
'37:40.088',0.000,-,-,-,-,129.600,20.760
'37:40.096',0.000,-,-,-,-,128.000,20.760
'37:40.104',0.000,-,-,-,-,125.600,22.080
'37:40.112',0.000,-,-,-,-,122.400,24.360
'37:40.120',-0.035,-,-,-,-,118.400,26.520
'37:40.128',-0.096,-,-,-,-,115.200,27.960
'37:40.136',-0.113,-,-,-,-,111.200,27.960
'37:40.144',-0.078,-,-,-,-,107.200,26.880
'37:40.152',0.009,-,-,-,-,103.200,25.080
'37:40.160',0.096,-,-,-,-,100.000,23.520
'37:40.168',0.104,-,-,-,-,96.800,22.680
'37:40.176',0.070,-,-,-,-,93.600,23.760
'37:40.184',0.043,-,-,-,-,90.400,26.280
'37:40.192',0.035,-,-,-,-,88.000,28.920
'37:40.200',0.043,-,-,-,-,85.600,29.160
'37:40.208',0.043,-,-,-,-,83.200,26.760
'37:40.216',0.035,-,-,-,-,81.600,23.160
'37:40.224',0.035,-,-,-,-,80.000,21.120
'37:40.232',0.035,-,-,-,-,79.200,22.080
'37:40.240',0.043,-,-,-,-,80.000,24.960
'37:40.248',0.043,-,-,-,-,81.600,28.080
'37:40.256',0.035,-,-,-,-,84.000,30.120
'37:40.264',0.017,-,-,-,-,85.600,30.960
'37:40.272',0.017,-,-,-,-,88.800,30.720
'37:40.280',0.043,-,-,-,-,92.000,29.880
'37:40.288',0.035,-,-,-,-,95.200,28.680
'37:40.296',0.009,-,-,-,-,97.600,27.960
'37:40.304',0.009,-,-,-,-,100.800,27.360
'37:40.312',0.000,-,-,-,-,103.200,27.720
'37:40.320',-0.009,-,-,-,-,104.800,28.320
'37:40.328',-0.009,-,-,-,-,106.400,29.160
'37:40.336',0.000,-,-,-,-,108.000,29.760
'37:40.344',0.009,-,-,-,-,109.600,29.880
'37:40.352',0.000,-,-,-,-,110.400,29.520
'37:40.360',0.000,-,-,-,-,111.200,28.680
'37:40.368',-0.017,-,-,-,-,111.200,27.480
'37:40.376',-0.035,-,-,-,-,111.200,26.520
'37:40.384',-0.009,-,-,-,-,111.200,25.320
'37:40.392',0.000,-,-,-,-,111.200,24.120
'37:40.400',0.000,-,-,-,-,110.400,23.160
'37:40.408',0.000,-,-,-,-,109.600,22.320
'37:40.416',0.000,-,-,-,-,108.800,22.320
'37:40.424',0.009,-,-,-,-,107.200,22.560
'37:40.432',0.017,-,-,-,-,106.400,22.920
'37:40.440',0.009,-,-,-,-,104.800,23.280
'37:40.448',0.000,-,-,-,-,104.000,23.880
'37:40.456',0.000,-,-,-,-,103.200,23.880
'37:40.464',0.000,-,-,-,-,104.000,23.760
'37:40.472',0.009,-,-,-,-,104.800,23.160
'37:40.480',0.009,-,-,-,-,105.600,22.320
'37:40.488',0.017,-,-,-,-,107.200,22.080
'37:40.496',0.043,-,-,-,-,108.800,22.680
'37:40.504',0.052,-,-,-,-,111.200,23.760
'37:40.512',0.052,-,-,-,-,113.600,23.880
'37:40.520',0.043,-,-,-,-,115.200,23.160
'37:40.528',0.035,-,-,-,-,117.600,21.360
'37:40.536',0.009,-,-,-,-,120.000,18.720
'37:40.544',-0.009,-,-,-,-,122.400,17.520
'37:40.552',-0.035,-,-,-,-,124.000,20.280
'37:40.560',-0.035,-,-,-,-,126.400,26.520
'37:40.568',-0.017,-,-,-,-,128.000,31.920
'37:40.576',-0.017,-,-,-,-,128.800,32.880
'37:40.584',-0.017,-,-,-,-,129.600,29.880
'37:40.592',-0.043,-,-,-,-,129.600,25.080
'37:40.600',-0.043,-,-,-,-,128.800,20.880
'37:40.608',-0.035,-,-,-,-,127.200,18.720
'37:40.616',-0.035,-,-,-,-,124.800,18.960
'37:40.624',-0.043,-,-,-,-,121.600,21.360
'37:40.632',-0.070,-,-,-,-,117.600,24.480
'37:40.640',-0.104,-,-,-,-,114.400,27.360
'37:40.648',-0.113,-,-,-,-,110.400,28.560
'37:40.656',-0.052,-,-,-,-,107.200,27.960
'37:40.664',0.035,-,-,-,-,103.200,25.920
'37:40.672',0.096,-,-,-,-,100.000,23.520
'37:40.680',0.078,-,-,-,-,96.800,22.560
