'Elapsed time','II','III','AVF','V','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'14:23:44.432',0.236,-,-,0.239,64.000
'14:23:44.440',0.236,-,-,0.254,64.000
'14:23:44.448',0.250,-,-,0.239,63.200
'14:23:44.456',0.250,-,-,0.239,63.200
'14:23:44.464',0.264,-,-,0.225,63.200
'14:23:44.472',0.278,-,-,0.197,64.800
'14:23:44.480',0.292,-,-,0.197,67.200
'14:23:44.488',0.319,-,-,0.197,71.200
'14:23:44.496',0.347,-,-,0.239,78.400
'14:23:44.504',0.361,-,-,0.239,87.200
'14:23:44.512',0.389,-,-,0.239,96.000
'14:23:44.520',0.403,-,-,0.254,103.200
'14:23:44.528',0.417,-,-,0.254,108.000
'14:23:44.536',0.417,-,-,0.254,110.400
'14:23:44.544',0.417,-,-,0.254,110.400
'14:23:44.552',0.431,-,-,0.254,108.800
'14:23:44.560',0.417,-,-,0.225,106.400
'14:23:44.568',0.403,-,-,0.239,104.800
'14:23:44.576',0.389,-,-,0.197,102.400
'14:23:44.584',0.347,-,-,0.197,101.600
'14:23:44.592',0.306,-,-,0.169,100.800
'14:23:44.600',0.264,-,-,0.155,100.000
'14:23:44.608',0.208,-,-,0.127,98.400
'14:23:44.616',0.167,-,-,0.113,97.600
'14:23:44.624',0.125,-,-,0.085,95.200
'14:23:44.632',0.083,-,-,0.056,92.800
'14:23:44.640',0.069,-,-,0.056,89.600
'14:23:44.648',0.056,-,-,0.042,86.400
'14:23:44.656',0.042,-,-,0.042,83.200
'14:23:44.664',0.042,-,-,0.028,80.800
'14:23:44.672',0.042,-,-,0.028,80.000
'14:23:44.680',0.042,-,-,0.028,79.200
'14:23:44.688',0.042,-,-,0.028,80.000
'14:23:44.696',0.056,-,-,0.042,80.000
'14:23:44.704',0.056,-,-,0.042,80.800
'14:23:44.712',0.069,-,-,0.042,80.800
'14:23:44.720',0.069,-,-,0.056,81.600
'14:23:44.728',0.056,-,-,0.056,80.800
'14:23:44.736',0.056,-,-,0.056,80.000
'14:23:44.744',0.042,-,-,0.056,79.200
'14:23:44.752',0.042,-,-,0.056,79.200
'14:23:44.760',0.028,-,-,0.042,78.400
'14:23:44.768',0.014,-,-,0.028,77.600
'14:23:44.776',0.000,-,-,0.014,76.800
'14:23:44.784',-0.014,-,-,0.000,76.000
'14:23:44.792',-0.014,-,-,0.000,75.200
'14:23:44.800',-0.014,-,-,0.000,75.200
