'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'33:11:13.536',-,0.000,-,-,0.000,-,90.000
'33:11:13.544',-,0.000,-,-,0.000,-,90.000
'33:11:13.552',-,0.000,-,-,0.000,-,90.000
'33:11:13.560',-,0.000,-,-,0.000,-,90.000
'33:11:13.568',-,0.000,-,-,0.000,-,90.000
'33:11:13.576',-,0.000,-,-,0.000,-,90.000
'33:11:13.584',-,0.000,-,-,0.000,-,90.000
'33:11:13.592',-,0.000,-,-,0.000,-,90.000
'33:11:13.600',-,0.000,-,-,0.000,-,90.000
'33:11:13.608',-,0.000,-,-,0.000,-,90.000
'33:11:13.616',-,0.000,-,-,0.000,-,90.000
'33:11:13.624',-,0.000,-,-,0.000,-,90.000
'33:11:13.632',-,0.000,-,-,0.000,-,90.000
'33:11:13.640',-,0.000,-,-,0.000,-,90.000
'33:11:13.648',-,0.000,-,-,0.000,-,90.000
'33:11:13.656',-,0.000,-,-,0.000,-,90.000
'33:11:13.664',-,0.000,-,-,0.000,-,90.000
'33:11:13.672',-,0.000,-,-,0.000,-,90.000
'33:11:13.680',-,0.000,-,-,0.000,-,90.000
'33:11:13.688',-,0.000,-,-,0.000,-,90.000
'33:11:13.696',-,0.000,-,-,0.000,-,90.000
'33:11:13.704',-,0.000,-,-,0.000,-,90.000
'33:11:13.712',-,0.000,-,-,0.000,-,90.000
'33:11:13.720',-,0.000,-,-,0.000,-,90.000
'33:11:13.728',-,0.000,-,-,0.000,-,90.000
'33:11:13.736',-,0.000,-,-,0.000,-,90.000
'33:11:13.744',-,0.000,-,-,0.000,-,90.000
'33:11:13.752',-,0.000,-,-,0.000,-,90.000
'33:11:13.760',-,0.000,-,-,0.000,-,90.000
'33:11:13.768',-,0.000,-,-,0.000,-,90.000
'33:11:13.776',-,0.000,-,-,0.000,-,90.000
'33:11:13.784',-,0.000,-,-,0.000,-,90.000
'33:11:13.792',-,0.000,-,-,0.000,-,90.000
'33:11:13.800',-,0.000,-,-,0.000,-,90.000
'33:11:13.808',-,0.000,-,-,0.000,-,90.000
'33:11:13.816',-,0.000,-,-,0.000,-,90.000
'33:11:13.824',-,-0.100,-,-,0.000,-,90.000
'33:11:13.832',-,-0.040,-,-,0.000,-,90.000
'33:11:13.840',-,-0.060,-,-,0.000,-,90.000
'33:11:13.848',-,-0.040,-,-,0.000,-,90.000
'33:11:13.856',-,0.000,-,-,0.000,-,90.000
'33:11:13.864',-,0.000,-,-,0.000,-,90.000
'33:11:13.872',-,0.000,-,-,0.000,-,90.000
'33:11:13.880',-,0.020,-,-,0.000,-,90.000
'33:11:13.888',-,0.040,-,-,0.000,-,90.000
'33:11:13.896',-,0.040,-,-,0.000,-,90.000
'33:11:13.904',-,0.020,-,-,0.000,-,90.000
'33:11:13.912',-,0.020,-,-,0.000,-,90.000
'33:11:13.920',-,0.040,-,-,0.000,-,90.000
'33:11:13.928',-,0.080,-,-,0.000,-,90.000
'33:11:13.936',-,0.060,-,-,0.000,-,90.000
'33:11:13.944',-,0.080,-,-,0.000,-,90.000
'33:11:13.952',-,0.040,-,-,0.000,-,90.000
'33:11:13.960',-,0.040,-,-,0.000,-,90.000
'33:11:13.968',-,0.040,-,-,0.000,-,90.000
'33:11:13.976',-,0.040,-,-,0.000,-,90.000
'33:11:13.984',-,0.000,-,-,0.000,-,90.000
'33:11:13.992',-,0.000,-,-,0.000,-,90.000
'33:11:14.000',-,-0.060,-,-,0.000,-,90.000
'33:11:14.008',-,-0.060,-,-,0.000,-,90.000
'33:11:14.016',-,-0.080,-,-,0.000,-,90.000
'33:11:14.024',-,-0.100,-,-,0.000,-,90.000
'33:11:14.032',-,-0.060,-,-,0.000,-,90.000
'33:11:14.040',-,-0.080,-,-,0.000,-,90.000
'33:11:14.048',-,-0.100,-,-,0.000,-,90.000
'33:11:14.056',-,-0.060,-,-,0.000,-,90.000
'33:11:14.064',-,-0.060,-,-,0.000,-,90.000
'33:11:14.072',-,-0.040,-,-,0.000,-,90.000
'33:11:14.080',-,-0.040,-,-,0.000,-,90.000
'33:11:14.088',-,-0.060,-,-,0.000,-,90.000
'33:11:14.096',-,-0.040,-,-,0.000,-,90.000
'33:11:14.104',-,-0.020,-,-,0.000,-,90.000
'33:11:14.112',-,-0.040,-,-,0.000,-,90.000
'33:11:14.120',-,-0.040,-,-,0.000,-,90.000
'33:11:14.128',-,-0.040,-,-,0.000,-,90.000
'33:11:14.136',-,0.000,-,-,0.000,-,90.000
'33:11:14.144',-,-0.020,-,-,0.000,-,90.000
'33:11:14.152',-,0.000,-,-,0.000,-,90.000
'33:11:14.160',-,-0.060,-,-,0.000,-,90.000
'33:11:14.168',-,-0.060,-,-,0.000,-,90.000
'33:11:14.176',-,-0.040,-,-,0.000,-,90.000
'33:11:14.184',-,-0.020,-,-,0.000,-,90.000
'33:11:14.192',-,-0.040,-,-,0.000,-,90.000
'33:11:14.200',-,0.000,-,-,0.000,-,90.000
'33:11:14.208',-,-0.020,-,-,0.000,-,90.000
'33:11:14.216',-,0.000,-,-,0.000,-,90.000
'33:11:14.224',-,0.000,-,-,0.000,-,90.000
'33:11:14.232',-,0.040,-,-,0.000,-,90.000
'33:11:14.240',-,0.020,-,-,0.000,-,90.000
'33:11:14.248',-,0.080,-,-,0.000,-,90.000
'33:11:14.256',-,0.100,-,-,0.000,-,90.000
'33:11:14.264',-,0.100,-,-,0.000,-,90.000
'33:11:14.272',-,0.000,-,-,0.000,-,90.000
'33:11:14.280',-,-,-,-,0.000,-,90.000
'33:11:14.288',-,2.540,-,-,0.000,-,90.000
'33:11:14.296',-,-,-,-,0.000,-,90.000
'33:11:14.304',-,-,-,-,0.000,-,90.000
'33:11:14.312',-,-0.080,-,-,0.000,-,90.000
'33:11:14.320',-,-0.660,-,-,0.000,-,90.000
'33:11:14.328',-,1.080,-,-,0.000,-,90.000
'33:11:14.336',-,0.780,-,-,0.000,-,90.000
'33:11:14.344',-,0.560,-,-,0.000,-,90.000
'33:11:14.352',-,0.540,-,-,0.000,-,90.000
'33:11:14.360',-,1.120,-,-,0.000,-,90.000
'33:11:14.368',-,0.840,-,-,0.000,-,90.000
'33:11:14.376',-,0.340,-,-,0.000,-,90.000
'33:11:14.384',-,0.040,-,-,0.000,-,90.000
'33:11:14.392',-,-0.020,-,-,0.000,-,90.000
'33:11:14.400',-,-0.100,-,-,0.000,-,90.000
'33:11:14.408',-,-0.140,-,-,0.000,-,90.000
'33:11:14.416',-,-0.140,-,-,0.000,-,90.000
'33:11:14.424',-,-0.140,-,-,0.000,-,90.000
'33:11:14.432',-,-0.120,-,-,0.000,-,90.000
'33:11:14.440',-,-0.140,-,-,0.000,-,90.000
'33:11:14.448',-,-0.140,-,-,0.000,-,90.000
'33:11:14.456',-,-0.120,-,-,0.000,-,90.000
'33:11:14.464',-,-0.100,-,-,0.000,-,90.000
'33:11:14.472',-,-0.120,-,-,0.000,-,90.000
'33:11:14.480',-,-0.140,-,-,0.000,-,90.000
'33:11:14.488',-,-0.100,-,-,0.000,-,90.000
'33:11:14.496',-,-0.100,-,-,0.000,-,90.000
'33:11:14.504',-,-0.100,-,-,0.000,-,90.000
'33:11:14.512',-,-0.100,-,-,0.000,-,90.000
'33:11:14.520',-,-0.100,-,-,0.000,-,90.000
'33:11:14.528',-,-0.060,-,-,0.000,-,90.000
'33:11:14.536',-,-0.040,-,-,0.000,-,90.000
'33:11:14.544',-,-0.020,-,-,0.000,-,90.000
'33:11:14.552',-,0.000,-,-,0.000,-,90.000
'33:11:14.560',-,0.020,-,-,0.000,-,90.000
'33:11:14.568',-,0.000,-,-,0.000,-,90.000
'33:11:14.576',-,0.000,-,-,0.000,-,90.000
'33:11:14.584',-,0.000,-,-,0.000,-,90.000
'33:11:14.592',-,-0.020,-,-,0.000,-,90.000
'33:11:14.600',-,0.000,-,-,0.000,-,90.000
'33:11:14.608',-,0.040,-,-,0.000,-,90.000
'33:11:14.616',-,0.080,-,-,0.000,-,90.000
'33:11:14.624',-,0.040,-,-,0.000,-,90.000
'33:11:14.632',-,0.020,-,-,0.000,-,90.000
'33:11:14.640',-,0.020,-,-,0.000,-,90.000
'33:11:14.648',-,0.000,-,-,0.000,-,90.000
'33:11:14.656',-,-0.020,-,-,0.000,-,90.000
'33:11:14.664',-,-0.040,-,-,0.000,-,90.000
'33:11:14.672',-,-0.060,-,-,0.000,-,90.000
'33:11:14.680',-,-0.040,-,-,0.000,-,90.000
'33:11:14.688',-,-0.080,-,-,0.000,-,90.000
'33:11:14.696',-,-0.060,-,-,0.000,-,90.000
'33:11:14.704',-,-0.080,-,-,0.000,-,90.000
'33:11:14.712',-,0.040,-,-,0.000,-,90.000
'33:11:14.720',-,-0.020,-,-,0.000,-,90.000
'33:11:14.728',-,-0.180,-,-,0.000,-,90.000
'33:11:14.736',-,-0.120,-,-,0.000,-,90.000
'33:11:14.744',-,-0.100,-,-,0.000,-,90.000
'33:11:14.752',-,-0.140,-,-,0.000,-,90.000
'33:11:14.760',-,-0.220,-,-,0.000,-,90.000
'33:11:14.768',-,-0.260,-,-,0.000,-,90.000
