'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:54:36.352',0.000,-,-,61.600,12.800
'13:54:36.360',0.048,-,-,60.800,12.400
'13:54:36.368',0.064,-,-,61.600,12.400
'13:54:36.376',0.096,-,-,61.600,12.400
'13:54:36.384',0.096,-,-,61.600,12.000
'13:54:36.392',0.096,-,-,62.400,12.000
'13:54:36.400',0.112,-,-,63.200,12.000
'13:54:36.408',0.096,-,-,63.200,12.400
'13:54:36.416',0.080,-,-,64.800,12.400
'13:54:36.424',0.096,-,-,65.600,12.400
'13:54:36.432',0.048,-,-,66.400,12.400
'13:54:36.440',0.032,-,-,67.200,12.400
'13:54:36.448',0.032,-,-,68.800,12.400
'13:54:36.456',0.000,-,-,69.600,12.000
'13:54:36.464',0.000,-,-,71.200,12.000
'13:54:36.472',0.000,-,-,72.000,12.000
'13:54:36.480',0.000,-,-,72.800,12.400
'13:54:36.488',0.000,-,-,74.400,12.800
'13:54:36.496',0.000,-,-,75.200,13.600
'13:54:36.504',0.016,-,-,76.000,14.000
'13:54:36.512',0.112,-,-,76.800,13.600
'13:54:36.520',0.208,-,-,77.600,13.200
'13:54:36.528',0.336,-,-,78.400,12.400
'13:54:36.536',0.352,-,-,79.200,12.400
'13:54:36.544',0.208,-,-,80.000,12.800
'13:54:36.552',0.048,-,-,80.800,13.200
'13:54:36.560',0.064,-,-,80.800,13.200
'13:54:36.568',0.048,-,-,80.800,13.200
'13:54:36.576',0.032,-,-,80.800,12.800
'13:54:36.584',0.000,-,-,80.000,12.800
'13:54:36.592',-0.080,-,-,79.200,12.400
'13:54:36.600',-0.112,-,-,78.400,12.800
'13:54:36.608',-0.032,-,-,77.600,13.200
'13:54:36.616',-0.080,-,-,76.000,14.000
'13:54:36.624',-0.096,-,-,74.400,14.000
'13:54:36.632',-0.048,-,-,72.800,13.600
'13:54:36.640',-0.032,-,-,71.200,13.600
'13:54:36.648',-0.032,-,-,69.600,13.600
'13:54:36.656',-0.016,-,-,67.200,14.800
'13:54:36.664',-0.032,-,-,65.600,16.800
'13:54:36.672',-0.032,-,-,64.800,19.600
'13:54:36.680',-0.016,-,-,63.200,23.200
'13:54:36.688',-0.032,-,-,63.200,26.800
'13:54:36.696',-0.016,-,-,62.400,30.000
'13:54:36.704',-0.032,-,-,62.400,33.200
'13:54:36.712',-0.032,-,-,63.200,35.600
'13:54:36.720',-0.032,-,-,64.000,37.600
'13:54:36.728',-0.032,-,-,64.800,38.400
'13:54:36.736',-0.032,-,-,65.600,38.800
'13:54:36.744',-0.032,-,-,67.200,38.800
'13:54:36.752',-0.032,-,-,68.800,38.000
'13:54:36.760',-0.032,-,-,70.400,36.800
'13:54:36.768',-0.032,-,-,72.800,36.000
'13:54:36.776',-0.032,-,-,74.400,34.800
'13:54:36.784',-0.032,-,-,76.800,34.000
'13:54:36.792',-0.032,-,-,78.400,33.200
'13:54:36.800',-0.032,-,-,80.000,32.400
'13:54:36.808',-0.032,-,-,81.600,31.600
'13:54:36.816',-0.016,-,-,82.400,30.800
'13:54:36.824',-0.016,-,-,82.400,30.000
'13:54:36.832',-0.016,-,-,82.400,28.800
'13:54:36.840',-0.016,-,-,83.200,27.600
'13:54:36.848',0.000,-,-,84.000,26.000
'13:54:36.856',-0.016,-,-,84.000,24.400
'13:54:36.864',0.000,-,-,83.200,22.400
