'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'108:38:23.200',0.000,-,64.800,27.960
'108:38:23.208',0.000,-,61.200,27.960
'108:38:23.216',0.000,-,58.800,27.120
'108:38:23.224',0.065,-,57.600,27.120
'108:38:23.232',0.258,-,57.600,27.120
'108:38:23.240',0.602,-,56.400,26.280
'108:38:23.248',0.624,-,54.000,26.280
'108:38:23.256',0.022,-,51.600,26.280
'108:38:23.264',-0.194,-,48.000,27.120
'108:38:23.272',-0.312,-,44.400,27.120
'108:38:23.280',-0.409,-,40.800,27.120
'108:38:23.288',-0.430,-,39.600,27.960
'108:38:23.296',-0.258,-,37.200,28.680
'108:38:23.304',-0.215,-,37.200,29.520
'108:38:23.312',-0.140,-,38.400,31.080
'108:38:23.320',-0.097,-,39.600,32.760
'108:38:23.328',-0.097,-,42.000,35.160
'108:38:23.336',-0.065,-,44.400,36.720
'108:38:23.344',-0.065,-,45.600,39.120
'108:38:23.352',-0.065,-,45.600,40.680
'108:38:23.360',-0.065,-,44.400,43.080
'108:38:23.368',-0.065,-,44.400,44.760
'108:38:23.376',-0.065,-,44.400,46.320
'108:38:23.384',-0.065,-,44.400,48.720
'108:38:23.392',-0.065,-,44.400,50.280
'108:38:23.400',-0.065,-,45.600,51.960
'108:38:23.408',-0.065,-,48.000,54.360
'108:38:23.416',-0.065,-,51.600,55.920
'108:38:23.424',-0.065,-,55.200,57.480
'108:38:23.432',-0.065,-,60.000,59.160
'108:38:23.440',-0.065,-,62.400,60.720
'108:38:23.448',-0.097,-,64.800,61.560
'108:38:23.456',-0.065,-,66.000,63.120
'108:38:23.464',-0.065,-,67.200,63.960
'108:38:23.472',-0.065,-,69.600,64.680
'108:38:23.480',-0.065,-,70.800,65.520
'108:38:23.488',-0.065,-,73.200,66.360
'108:38:23.496',-0.097,-,74.400,67.080
'108:38:23.504',-0.097,-,76.800,67.920
'108:38:23.512',-0.118,-,79.200,67.920
'108:38:23.520',-0.118,-,80.400,68.760
'108:38:23.528',-0.161,-,81.600,68.760
'108:38:23.536',-0.161,-,81.600,68.760
'108:38:23.544',-0.161,-,84.000,68.760
'108:38:23.552',-0.161,-,85.200,68.760
'108:38:23.560',-0.161,-,86.400,67.920
'108:38:23.568',-0.161,-,86.400,67.080
'108:38:23.576',-0.161,-,87.600,66.360
'108:38:23.584',-0.140,-,87.600,65.520
'108:38:23.592',-0.118,-,87.600,63.960
'108:38:23.600',-0.097,-,87.600,61.560
'108:38:23.608',-0.043,-,86.400,59.160
'108:38:23.616',-0.043,-,85.200,56.760
'108:38:23.624',0.000,-,84.000,53.520
'108:38:23.632',0.000,-,81.600,51.120
'108:38:23.640',0.000,-,79.200,49.560
'108:38:23.648',0.000,-,76.800,48.720
'108:38:23.656',0.000,-,75.600,47.880
'108:38:23.664',0.000,-,76.800,47.880
'108:38:23.672',0.000,-,78.000,47.880
'108:38:23.680',0.022,-,79.200,47.880
'108:38:23.688',0.022,-,82.800,47.880
'108:38:23.696',0.022,-,85.200,47.880
'108:38:23.704',0.000,-,88.800,47.880
'108:38:23.712',0.022,-,91.200,47.160
'108:38:23.720',0.000,-,93.600,47.160
'108:38:23.728',0.022,-,94.800,47.160
'108:38:23.736',0.022,-,94.800,46.320
'108:38:23.744',0.043,-,94.800,44.760
'108:38:23.752',0.022,-,96.000,43.920
'108:38:23.760',0.022,-,96.000,42.360
'108:38:23.768',0.022,-,96.000,40.680
'108:38:23.776',0.022,-,96.000,39.960
'108:38:23.784',0.022,-,97.200,38.280
'108:38:23.792',0.043,-,97.200,36.720
'108:38:23.800',0.022,-,97.200,35.160
'108:38:23.808',0.022,-,98.400,33.480
'108:38:23.816',0.000,-,98.400,32.760
'108:38:23.824',0.043,-,98.400,31.920
'108:38:23.832',0.022,-,96.000,31.080
'108:38:23.840',0.043,-,93.600,30.360
'108:38:23.848',0.000,-,90.000,29.520
'108:38:23.856',0.022,-,87.600,28.680
'108:38:23.864',0.000,-,85.200,27.960
'108:38:23.872',0.022,-,82.800,27.120
'108:38:23.880',0.043,-,80.400,26.280
'108:38:23.888',0.022,-,79.200,26.280
'108:38:23.896',0.000,-,76.800,25.560
'108:38:23.904',0.022,-,75.600,25.560
'108:38:23.912',0.022,-,75.600,25.560
'108:38:23.920',0.000,-,74.400,24.720
'108:38:23.928',0.043,-,75.600,24.720
'108:38:23.936',0.065,-,74.400,24.720
'108:38:23.944',0.065,-,74.400,23.880
'108:38:23.952',0.097,-,73.200,23.880
'108:38:23.960',0.097,-,73.200,23.880
'108:38:23.968',0.097,-,73.200,23.880
'108:38:23.976',0.097,-,72.000,23.880
'108:38:23.984',0.065,-,70.800,23.880
'108:38:23.992',0.097,-,68.400,23.160
'108:38:24.000',0.065,-,66.000,23.160
'108:38:24.008',0.043,-,66.000,23.160
'108:38:24.016',0.043,-,64.800,23.160
'108:38:24.024',0.043,-,64.800,22.320
'108:38:24.032',0.000,-,64.800,22.320
'108:38:24.040',0.000,-,66.000,22.320
'108:38:24.048',-0.022,-,64.800,22.320
'108:38:24.056',0.000,-,64.800,22.320
'108:38:24.064',-0.043,-,63.600,22.320
'108:38:24.072',-0.022,-,62.400,21.480
'108:38:24.080',-0.022,-,60.000,21.480
'108:38:24.088',0.000,-,57.600,21.480
'108:38:24.096',0.065,-,54.000,21.480
'108:38:24.104',0.312,-,50.400,21.480
'108:38:24.112',0.624,-,48.000,21.480
'108:38:24.120',0.409,-,45.600,21.480
'108:38:24.128',-0.043,-,44.400,21.480
'108:38:24.136',-0.237,-,43.200,21.480
'108:38:24.144',-0.366,-,42.000,22.320
'108:38:24.152',-0.409,-,40.800,23.160
'108:38:24.160',-0.430,-,40.800,23.880
'108:38:24.168',-0.237,-,39.600,24.720
'108:38:24.176',-0.194,-,39.600,26.280
'108:38:24.184',-0.140,-,38.400,27.960
'108:38:24.192',-0.118,-,38.400,28.680
'108:38:24.200',-0.118,-,38.400,29.520
'108:38:24.208',-0.097,-,39.600,30.360
'108:38:24.216',-0.118,-,39.600,31.920
'108:38:24.224',-0.097,-,40.800,33.480
'108:38:24.232',-0.118,-,42.000,35.880
'108:38:24.240',-0.097,-,43.200,39.120
'108:38:24.248',-0.097,-,44.400,42.360
