'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'15:11.192',0.017,-,-,-,-,48.800,44.520
'15:11.200',0.009,-,-,-,-,50.400,44.880
'15:11.208',0.000,-,-,-,-,51.200,44.880
'15:11.216',0.000,-,-,-,-,52.000,43.920
'15:11.224',0.000,-,-,-,-,52.800,42.120
'15:11.232',0.000,-,-,-,-,52.800,40.560
'15:11.240',0.000,-,-,-,-,52.800,38.280
'15:11.248',0.009,-,-,-,-,52.800,35.880
'15:11.256',0.009,-,-,-,-,52.000,33.960
'15:11.264',0.009,-,-,-,-,51.200,32.160
'15:11.272',0.009,-,-,-,-,50.400,29.880
'15:11.280',0.009,-,-,-,-,49.600,28.080
'15:11.288',0.009,-,-,-,-,48.800,27.480
'15:11.296',0.009,-,-,-,-,48.000,29.160
'15:11.304',0.017,-,-,-,-,48.000,32.880
'15:11.312',0.043,-,-,-,-,48.000,37.560
'15:11.320',0.052,-,-,-,-,48.800,40.920
'15:11.328',0.052,-,-,-,-,49.600,42.120
'15:11.336',0.043,-,-,-,-,51.200,41.520
'15:11.344',0.043,-,-,-,-,52.000,39.720
'15:11.352',0.052,-,-,-,-,53.600,36.720
'15:11.360',0.070,-,-,-,-,55.200,33.360
'15:11.368',0.070,-,-,-,-,57.600,29.880
'15:11.376',0.070,-,-,-,-,59.200,27.120
'15:11.384',0.070,-,-,-,-,60.800,25.560
'15:11.392',0.043,-,-,-,-,63.200,24.960
'15:11.400',0.017,-,-,-,-,64.800,25.080
'15:11.408',0.000,-,-,-,-,67.200,24.480
'15:11.416',-0.017,-,-,-,-,68.800,19.920
'15:11.424',-0.035,-,-,-,-,69.600,13.080
'15:11.432',-0.052,-,-,-,-,70.400,10.440
'15:11.440',-0.052,-,-,-,-,70.400,13.320
'15:11.448',-0.078,-,-,-,-,69.600,17.760
'15:11.456',-0.096,-,-,-,-,68.000,21.960
'15:11.464',-0.104,-,-,-,-,65.600,28.320
'15:11.472',-0.113,-,-,-,-,62.400,36.720
'15:11.480',-0.139,-,-,-,-,59.200,43.920
'15:11.488',-0.191,-,-,-,-,56.000,44.880
