'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:25:11.352',0.336,-,-,58.400,22.000
'13:25:11.360',0.336,-,-,56.800,22.400
'13:25:11.368',0.336,-,-,56.000,22.400
'13:25:11.376',0.336,-,-,55.200,22.400
'13:25:11.384',0.336,-,-,54.400,22.800
'13:25:11.392',0.336,-,-,53.600,22.800
'13:25:11.400',0.336,-,-,52.800,23.200
'13:25:11.408',0.320,-,-,52.000,23.600
'13:25:11.416',0.336,-,-,52.000,24.000
'13:25:11.424',0.336,-,-,51.200,24.400
'13:25:11.432',0.368,-,-,50.400,24.400
'13:25:11.440',0.368,-,-,48.800,24.400
'13:25:11.448',0.368,-,-,48.800,24.400
'13:25:11.456',0.336,-,-,47.200,24.000
'13:25:11.464',0.320,-,-,46.400,23.600
'13:25:11.472',0.272,-,-,45.600,22.800
'13:25:11.480',0.240,-,-,44.000,22.000
'13:25:11.488',0.224,-,-,43.200,20.800
'13:25:11.496',0.192,-,-,42.400,19.600
'13:25:11.504',0.128,-,-,41.600,18.400
'13:25:11.512',0.128,-,-,41.600,16.800
'13:25:11.520',0.096,-,-,40.800,15.200
'13:25:11.528',0.048,-,-,40.000,13.200
'13:25:11.536',0.032,-,-,40.000,11.200
'13:25:11.544',0.000,-,-,39.200,9.200
'13:25:11.552',-0.016,-,-,39.200,8.400
'13:25:11.560',-0.032,-,-,40.000,8.400
'13:25:11.568',-0.032,-,-,40.000,9.200
'13:25:11.576',-0.032,-,-,40.800,10.400
'13:25:11.584',-0.064,-,-,41.600,12.000
'13:25:11.592',-0.048,-,-,42.400,13.600
'13:25:11.600',-0.064,-,-,43.200,15.200
'13:25:11.608',-0.048,-,-,44.000,16.000
'13:25:11.616',-0.080,-,-,44.800,16.800
'13:25:11.624',-0.064,-,-,46.400,16.800
'13:25:11.632',-0.064,-,-,47.200,16.400
'13:25:11.640',-0.080,-,-,48.000,16.000
'13:25:11.648',-0.064,-,-,49.600,15.200
'13:25:11.656',-0.080,-,-,50.400,14.000
'13:25:11.664',-0.064,-,-,52.000,13.200
'13:25:11.672',-0.048,-,-,52.800,12.000
'13:25:11.680',-0.080,-,-,54.400,11.200
'13:25:11.688',-0.096,-,-,56.000,10.400
'13:25:11.696',-0.080,-,-,56.800,10.000
'13:25:11.704',-0.064,-,-,58.400,9.600
'13:25:11.712',-0.064,-,-,59.200,9.600
'13:25:11.720',-0.064,-,-,60.800,10.000
'13:25:11.728',-0.064,-,-,61.600,10.000
'13:25:11.736',-0.080,-,-,62.400,10.000
'13:25:11.744',-0.064,-,-,63.200,10.400
'13:25:11.752',-0.064,-,-,64.000,10.400
'13:25:11.760',-0.032,-,-,64.000,10.800
'13:25:11.768',-0.016,-,-,64.800,10.800
'13:25:11.776',-0.048,-,-,64.800,10.800
'13:25:11.784',0.000,-,-,64.800,11.200
'13:25:11.792',0.000,-,-,65.600,11.200
'13:25:11.800',0.000,-,-,65.600,10.800
'13:25:11.808',0.032,-,-,64.800,10.800
'13:25:11.816',0.000,-,-,64.800,10.800
'13:25:11.824',0.000,-,-,64.800,10.400
'13:25:11.832',0.000,-,-,64.000,10.000
'13:25:11.840',-0.016,-,-,64.000,10.000
'13:25:11.848',-0.032,-,-,64.000,9.600
'13:25:11.856',-0.048,-,-,63.200,9.200
'13:25:11.864',-0.080,-,-,63.200,9.200
'13:25:11.872',-0.080,-,-,62.400,9.200
'13:25:11.880',-0.080,-,-,61.600,9.600
'13:25:11.888',-0.080,-,-,61.600,10.000
'13:25:11.896',-0.080,-,-,60.800,10.400
'13:25:11.904',-0.080,-,-,60.800,10.400
'13:25:11.912',-0.064,-,-,60.000,10.400
'13:25:11.920',0.016,-,-,60.000,10.400
'13:25:11.928',0.144,-,-,59.200,10.400
'13:25:11.936',0.256,-,-,58.400,10.400
'13:25:11.944',0.352,-,-,58.400,10.800
'13:25:11.952',0.224,-,-,57.600,10.800
'13:25:11.960',0.064,-,-,57.600,11.200
'13:25:11.968',0.016,-,-,56.800,11.200
'13:25:11.976',0.032,-,-,56.800,11.200
'13:25:11.984',0.000,-,-,56.000,11.200
'13:25:11.992',0.000,-,-,56.000,11.600
'13:25:12.000',-0.080,-,-,55.200,12.000
'13:25:12.008',-0.144,-,-,54.400,12.400
'13:25:12.016',-0.080,-,-,54.400,12.400
'13:25:12.024',-0.080,-,-,53.600,12.400
'13:25:12.032',-0.144,-,-,52.800,12.400
'13:25:12.040',-0.112,-,-,51.200,13.200
'13:25:12.048',-0.080,-,-,50.400,15.600
'13:25:12.056',-0.080,-,-,49.600,19.600
'13:25:12.064',-0.080,-,-,49.600,25.200
'13:25:12.072',-0.080,-,-,48.800,31.600
'13:25:12.080',-0.080,-,-,49.600,38.800
'13:25:12.088',-0.064,-,-,50.400,44.800
'13:25:12.096',-0.080,-,-,51.200,50.000
'13:25:12.104',-0.080,-,-,53.600,54.000
'13:25:12.112',-0.080,-,-,56.000,56.800
'13:25:12.120',-0.064,-,-,58.400,58.000
'13:25:12.128',-0.080,-,-,61.600,58.000
'13:25:12.136',-0.064,-,-,64.800,56.800
'13:25:12.144',-0.080,-,-,68.800,54.400
'13:25:12.152',-0.064,-,-,72.000,51.200
'13:25:12.160',-0.080,-,-,75.200,48.400
'13:25:12.168',-0.080,-,-,78.400,46.000
'13:25:12.176',-0.080,-,-,80.800,44.000
'13:25:12.184',-0.080,-,-,83.200,42.800
'13:25:12.192',-0.080,-,-,85.600,42.400
'13:25:12.200',-0.080,-,-,88.800,42.400
