'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:24:17.576',-,-0.032,-,-,0.080,-,60.960,-
'35:24:17.584',-,-0.064,-,-,0.072,-,63.360,-
'35:24:17.592',-,-0.032,-,-,0.080,-,65.760,-
'35:24:17.600',-,-0.032,-,-,0.080,-,68.160,-
'35:24:17.608',-,-0.032,-,-,0.088,-,71.520,-
'35:24:17.616',-,-0.032,-,-,0.080,-,75.360,-
'35:24:17.624',-,0.000,-,-,0.096,-,78.720,-
'35:24:17.632',-,-0.032,-,-,0.088,-,81.120,-
'35:24:17.640',-,0.000,-,-,0.096,-,84.960,-
'35:24:17.648',-,0.000,-,-,0.088,-,87.360,-
'35:24:17.656',-,0.000,-,-,0.080,-,88.320,-
'35:24:17.664',-,0.032,-,-,0.072,-,90.720,-
'35:24:17.672',-,0.064,-,-,0.064,-,90.720,-
'35:24:17.680',-,0.064,-,-,0.032,-,92.160,-
'35:24:17.688',-,0.096,-,-,0.024,-,92.160,-
'35:24:17.696',-,0.096,-,-,0.008,-,92.160,-
'35:24:17.704',-,0.136,-,-,0.000,-,90.720,-
'35:24:17.712',-,0.096,-,-,-0.016,-,89.760,-
'35:24:17.720',-,0.136,-,-,-0.016,-,88.320,-
'35:24:17.728',-,0.064,-,-,-0.032,-,85.920,-
'35:24:17.736',-,0.096,-,-,-0.032,-,84.960,-
'35:24:17.744',-,0.064,-,-,-0.024,-,82.560,-
'35:24:17.752',-,0.096,-,-,-0.032,-,80.160,-
'35:24:17.760',-,0.096,-,-,-0.024,-,76.320,-
'35:24:17.768',-,0.136,-,-,-0.040,-,73.920,-
'35:24:17.776',-,0.168,-,-,-0.072,-,71.520,-
'35:24:17.784',-,0.200,-,-,-0.112,-,69.120,-
'35:24:17.792',-,0.200,-,-,-0.136,-,66.720,-
'35:24:17.800',-,0.240,-,-,-0.144,-,65.760,-
'35:24:17.808',-,0.200,-,-,-0.128,-,64.320,-
'35:24:17.816',-,0.168,-,-,-0.096,-,64.320,-
'35:24:17.824',-,0.064,-,-,-0.080,-,64.320,-
'35:24:17.832',-,0.032,-,-,-0.040,-,64.320,-
'35:24:17.840',-,0.000,-,-,-0.016,-,64.320,-
'35:24:17.848',-,0.000,-,-,-0.016,-,64.320,-
'35:24:17.856',-,-0.032,-,-,-0.008,-,65.760,-
'35:24:17.864',-,-0.032,-,-,-0.016,-,65.760,-
'35:24:17.872',-,-0.032,-,-,-0.008,-,66.720,-
'35:24:17.880',-,-0.032,-,-,0.000,-,66.720,-
'35:24:17.888',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:17.896',-,-0.032,-,-,0.000,-,68.160,-
'35:24:17.904',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:17.912',-,-0.032,-,-,0.000,-,68.160,-
'35:24:17.920',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:17.928',-,-0.032,-,-,0.000,-,66.720,-
'35:24:17.936',-,-0.032,-,-,0.000,-,66.720,-
'35:24:17.944',-,-0.032,-,-,0.000,-,66.720,-
'35:24:17.952',-,-0.032,-,-,0.000,-,65.760,-
'35:24:17.960',-,-0.032,-,-,0.000,-,65.760,-
'35:24:17.968',-,0.000,-,-,-0.016,-,64.320,-
'35:24:17.976',-,0.096,-,-,-0.040,-,64.320,-
'35:24:17.984',-,0.168,-,-,-0.072,-,64.320,-
'35:24:17.992',-,0.136,-,-,-0.064,-,63.360,-
'35:24:18.000',-,0.096,-,-,-0.144,-,63.360,-
'35:24:18.008',-,0.136,-,-,-0.176,-,63.360,-
'35:24:18.016',-,0.096,-,-,-0.152,-,61.920,-
'35:24:18.024',-,0.136,-,-,-0.144,-,61.920,-
'35:24:18.032',-,0.064,-,-,-0.144,-,60.960,-
'35:24:18.040',-,-0.032,-,-,-0.128,-,60.960,-
'35:24:18.048',-,-0.168,-,-,-0.088,-,60.960,-
'35:24:18.056',-,-0.376,-,-,-0.040,-,59.520,-
'35:24:18.064',-,-0.480,-,-,0.000,-,59.520,-
'35:24:18.072',-,-0.544,-,-,0.048,-,59.520,-
'35:24:18.080',-,-0.480,-,-,0.080,-,59.520,-
'35:24:18.088',-,-0.376,-,-,0.072,-,58.560,-
'35:24:18.096',-,-0.200,-,-,0.064,-,58.560,-
'35:24:18.104',-,-0.096,-,-,0.048,-,58.560,-
'35:24:18.112',-,-0.064,-,-,0.048,-,58.560,-
'35:24:18.120',-,-0.064,-,-,0.064,-,58.560,-
'35:24:18.128',-,-0.064,-,-,0.072,-,58.560,-
'35:24:18.136',-,-0.064,-,-,0.080,-,57.120,-
'35:24:18.144',-,-0.064,-,-,0.072,-,57.120,-
'35:24:18.152',-,-0.032,-,-,0.072,-,58.560,-
'35:24:18.160',-,-0.064,-,-,0.080,-,58.560,-
'35:24:18.168',-,-0.032,-,-,0.072,-,59.520,-
'35:24:18.176',-,-0.032,-,-,0.072,-,61.920,-
'35:24:18.184',-,-0.032,-,-,0.072,-,64.320,-
'35:24:18.192',-,-0.032,-,-,0.080,-,66.720,-
'35:24:18.200',-,-0.032,-,-,0.072,-,70.560,-
'35:24:18.208',-,0.000,-,-,0.088,-,73.920,-
'35:24:18.216',-,-0.032,-,-,0.088,-,77.760,-
'35:24:18.224',-,0.000,-,-,0.088,-,81.120,-
'35:24:18.232',-,0.000,-,-,0.096,-,83.520,-
'35:24:18.240',-,0.000,-,-,0.088,-,85.920,-
'35:24:18.248',-,0.000,-,-,0.080,-,88.320,-
'35:24:18.256',-,0.032,-,-,0.072,-,90.720,-
'35:24:18.264',-,0.064,-,-,0.064,-,92.160,-
'35:24:18.272',-,0.064,-,-,0.048,-,92.160,-
'35:24:18.280',-,0.096,-,-,0.024,-,92.160,-
'35:24:18.288',-,0.136,-,-,0.016,-,92.160,-
'35:24:18.296',-,0.096,-,-,0.000,-,92.160,-
'35:24:18.304',-,0.136,-,-,-0.016,-,90.720,-
'35:24:18.312',-,0.136,-,-,-0.024,-,89.760,-
'35:24:18.320',-,0.096,-,-,-0.032,-,87.360,-
'35:24:18.328',-,0.096,-,-,-0.040,-,85.920,-
'35:24:18.336',-,0.064,-,-,-0.032,-,83.520,-
'35:24:18.344',-,0.096,-,-,-0.040,-,81.120,-
'35:24:18.352',-,0.136,-,-,-0.032,-,78.720,-
'35:24:18.360',-,0.136,-,-,-0.040,-,76.320,-
'35:24:18.368',-,0.168,-,-,-0.080,-,72.960,-
'35:24:18.376',-,0.200,-,-,-0.112,-,70.560,-
'35:24:18.384',-,0.200,-,-,-0.144,-,69.120,-
'35:24:18.392',-,0.240,-,-,-0.144,-,66.720,-
'35:24:18.400',-,0.200,-,-,-0.136,-,66.720,-
'35:24:18.408',-,0.168,-,-,-0.096,-,65.760,-
'35:24:18.416',-,0.096,-,-,-0.080,-,65.760,-
'35:24:18.424',-,0.032,-,-,-0.064,-,65.760,-
'35:24:18.432',-,0.000,-,-,-0.024,-,65.760,-
'35:24:18.440',-,-0.032,-,-,-0.016,-,65.760,-
'35:24:18.448',-,-0.032,-,-,-0.008,-,65.760,-
'35:24:18.456',-,-0.032,-,-,-0.016,-,66.720,-
'35:24:18.464',-,-0.032,-,-,-0.008,-,66.720,-
'35:24:18.472',-,-0.032,-,-,-0.016,-,68.160,-
'35:24:18.480',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:18.488',-,-0.032,-,-,-0.016,-,68.160,-
'35:24:18.496',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:18.504',-,-0.032,-,-,0.000,-,68.160,-
'35:24:18.512',-,-0.032,-,-,-0.008,-,68.160,-
'35:24:18.520',-,-0.032,-,-,0.000,-,68.160,-
'35:24:18.528',-,-0.032,-,-,-0.008,-,66.720,-
'35:24:18.536',-,-0.032,-,-,0.000,-,66.720,-
'35:24:18.544',-,0.000,-,-,0.000,-,66.720,-
'35:24:18.552',-,-0.032,-,-,-0.008,-,65.760,-
'35:24:18.560',-,0.000,-,-,-0.016,-,65.760,-
'35:24:18.568',-,0.096,-,-,-0.064,-,65.760,-
'35:24:18.576',-,0.168,-,-,-0.064,-,64.320,-
'35:24:18.584',-,0.136,-,-,-0.072,-,64.320,-
'35:24:18.592',-,0.096,-,-,-0.136,-,63.360,-
'35:24:18.600',-,0.096,-,-,-0.176,-,63.360,-
'35:24:18.608',-,0.136,-,-,-0.152,-,63.360,-
'35:24:18.616',-,0.136,-,-,-0.152,-,61.920,-
'35:24:18.624',-,0.064,-,-,-0.144,-,61.920,-
'35:24:18.632',-,0.000,-,-,-0.136,-,61.920,-
'35:24:18.640',-,-0.168,-,-,-0.088,-,60.960,-
'35:24:18.648',-,-0.344,-,-,-0.040,-,60.960,-
