'Elapsed time','II','III','AVF','V','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'14:31:42.432',-0.014,-,-,0.042,66.400
'14:31:42.440',-0.014,-,-,0.028,65.600
'14:31:42.448',-0.042,-,-,0.028,65.600
'14:31:42.456',-0.083,-,-,0.000,64.800
'14:31:42.464',-0.097,-,-,0.014,64.000
'14:31:42.472',-0.125,-,-,0.000,64.000
'14:31:42.480',-0.153,-,-,-0.014,63.200
'14:31:42.488',-0.181,-,-,-0.028,64.000
'14:31:42.496',-0.208,-,-,-0.028,65.600
'14:31:42.504',-0.250,-,-,-0.056,69.600
'14:31:42.512',-0.264,-,-,-0.056,76.800
'14:31:42.520',-0.278,-,-,-0.113,86.400
'14:31:42.528',-0.292,-,-,-0.127,96.000
'14:31:42.536',-0.306,-,-,-0.141,104.000
'14:31:42.544',-0.347,-,-,-0.155,108.000
'14:31:42.552',-0.361,-,-,-0.169,108.800
'14:31:42.560',-0.361,-,-,-0.169,108.000
'14:31:42.568',-0.347,-,-,-0.183,105.600
'14:31:42.576',-0.347,-,-,-0.169,102.400
'14:31:42.584',-0.319,-,-,-0.183,100.000
'14:31:42.592',-0.292,-,-,-0.169,97.600
'14:31:42.600',-0.264,-,-,-0.169,96.000
'14:31:42.608',-0.236,-,-,-0.155,95.200
'14:31:42.616',-0.181,-,-,-0.169,93.600
'14:31:42.624',-0.153,-,-,-0.127,92.800
'14:31:42.632',-0.139,-,-,-0.085,91.200
'14:31:42.640',-0.139,-,-,-0.070,89.600
'14:31:42.648',-0.125,-,-,-0.070,88.000
'14:31:42.656',-0.139,-,-,-0.028,85.600
'14:31:42.664',-0.153,-,-,0.000,83.200
'14:31:42.672',-0.139,-,-,-0.014,80.000
'14:31:42.680',-0.125,-,-,0.000,77.600
'14:31:42.688',-0.097,-,-,0.014,76.000
'14:31:42.696',-0.097,-,-,0.028,75.200
'14:31:42.704',-0.125,-,-,0.028,74.400
'14:31:42.712',-0.097,-,-,0.028,74.400
'14:31:42.720',-0.097,-,-,0.014,75.200
'14:31:42.728',-0.083,-,-,0.028,75.200
'14:31:42.736',-0.083,-,-,0.028,75.200
'14:31:42.744',-0.083,-,-,0.028,75.200
'14:31:42.752',-0.083,-,-,0.028,74.400
'14:31:42.760',-0.069,-,-,0.028,73.600
'14:31:42.768',-0.069,-,-,0.014,72.800
'14:31:42.776',-0.069,-,-,0.028,72.000
'14:31:42.784',-0.056,-,-,0.028,72.000
'14:31:42.792',-0.056,-,-,0.028,71.200
'14:31:42.800',-0.042,-,-,0.014,70.400
'14:31:42.808',-0.042,-,-,0.028,69.600
'14:31:42.816',-0.056,-,-,0.028,69.600
'14:31:42.824',-0.056,-,-,0.028,68.800
'14:31:42.832',-0.069,-,-,0.028,68.000
'14:31:42.840',-0.083,-,-,0.014,68.000
'14:31:42.848',-0.083,-,-,0.014,67.200
'14:31:42.856',-0.083,-,-,0.000,67.200
'14:31:42.864',-0.083,-,-,0.000,66.400
'14:31:42.872',-0.069,-,-,0.000,66.400
