'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:39:48.576',-,0.136,-,-,-0.096,-,60.960,-
'34:39:48.584',-,0.096,-,-,-0.088,-,61.920,-
'34:39:48.592',-,0.064,-,-,-0.064,-,61.920,-
'34:39:48.600',-,0.000,-,-,-0.032,-,61.920,-
'34:39:48.608',-,0.000,-,-,-0.016,-,63.360,-
'34:39:48.616',-,0.000,-,-,-0.016,-,63.360,-
'34:39:48.624',-,0.000,-,-,-0.008,-,63.360,-
'34:39:48.632',-,0.000,-,-,-0.016,-,63.360,-
'34:39:48.640',-,0.000,-,-,-0.008,-,63.360,-
'34:39:48.648',-,0.000,-,-,0.000,-,63.360,-
'34:39:48.656',-,0.000,-,-,-0.008,-,63.360,-
'34:39:48.664',-,0.000,-,-,-0.016,-,63.360,-
'34:39:48.672',-,0.000,-,-,-0.008,-,63.360,-
'34:39:48.680',-,0.000,-,-,-0.008,-,63.360,-
'34:39:48.688',-,0.000,-,-,0.000,-,63.360,-
'34:39:48.696',-,0.000,-,-,-0.008,-,61.920,-
'34:39:48.704',-,0.000,-,-,-0.008,-,61.920,-
'34:39:48.712',-,0.000,-,-,-0.016,-,61.920,-
'34:39:48.720',-,0.096,-,-,-0.040,-,61.920,-
'34:39:48.728',-,0.200,-,-,-0.080,-,60.960,-
'34:39:48.736',-,0.168,-,-,-0.064,-,60.960,-
'34:39:48.744',-,0.096,-,-,-0.096,-,60.960,-
'34:39:48.752',-,0.096,-,-,-0.160,-,59.520,-
'34:39:48.760',-,0.096,-,-,-0.144,-,59.520,-
'34:39:48.768',-,0.136,-,-,-0.136,-,58.560,-
'34:39:48.776',-,0.096,-,-,-0.128,-,58.560,-
'34:39:48.784',-,0.000,-,-,-0.112,-,58.560,-
'34:39:48.792',-,-0.168,-,-,-0.080,-,57.120,-
'34:39:48.800',-,-0.304,-,-,-0.040,-,57.120,-
'34:39:48.808',-,-0.448,-,-,0.000,-,57.120,-
'34:39:48.816',-,-0.512,-,-,0.032,-,56.160,-
'34:39:48.824',-,-0.544,-,-,0.080,-,56.160,-
'34:39:48.832',-,-0.376,-,-,0.096,-,56.160,-
'34:39:48.840',-,-0.240,-,-,0.080,-,56.160,-
'34:39:48.848',-,-0.136,-,-,0.048,-,56.160,-
'34:39:48.856',-,-0.064,-,-,0.064,-,54.720,-
'34:39:48.864',-,-0.032,-,-,0.048,-,54.720,-
'34:39:48.872',-,-0.064,-,-,0.072,-,54.720,-
'34:39:48.880',-,-0.064,-,-,0.072,-,54.720,-
'34:39:48.888',-,-0.064,-,-,0.072,-,54.720,-
'34:39:48.896',-,-0.032,-,-,0.080,-,54.720,-
'34:39:48.904',-,-0.064,-,-,0.072,-,54.720,-
'34:39:48.912',-,-0.032,-,-,0.072,-,56.160,-
'34:39:48.920',-,-0.064,-,-,0.072,-,57.120,-
'34:39:48.928',-,-0.032,-,-,0.072,-,59.520,-
'34:39:48.936',-,-0.032,-,-,0.080,-,61.920,-
