'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP','CVP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg','mmHg'
'37:13:35.064',-,0.040,-,-,-,-,122.400,42.720,45.000
'37:13:35.072',-,0.040,-,-,-,-,122.400,42.720,45.000
'37:13:35.080',-,0.040,-,-,-,-,122.400,43.080,45.000
'37:13:35.088',-,0.040,-,-,-,-,121.200,43.080,45.000
'37:13:35.096',-,0.040,-,-,-,-,120.000,42.720,45.000
'37:13:35.104',-,0.040,-,-,-,-,118.800,42.360,45.000
'37:13:35.112',-,0.040,-,-,-,-,117.600,41.520,45.000
'37:13:35.120',-,0.040,-,-,-,-,116.400,40.320,45.000
'37:13:35.128',-,0.024,-,-,-,-,115.200,39.120,45.000
'37:13:35.136',-,0.024,-,-,-,-,114.000,37.560,45.000
'37:13:35.144',-,0.024,-,-,-,-,112.800,36.720,45.000
'37:13:35.152',-,0.008,-,-,-,-,110.400,35.880,45.000
'37:13:35.160',-,0.008,-,-,-,-,109.200,35.880,45.000
'37:13:35.168',-,0.000,-,-,-,-,106.800,36.360,45.000
'37:13:35.176',-,0.000,-,-,-,-,105.600,36.360,45.000
'37:13:35.184',-,0.000,-,-,-,-,103.200,36.360,45.000
'37:13:35.192',-,0.000,-,-,-,-,100.800,36.360,45.000
'37:13:35.200',-,0.000,-,-,-,-,97.200,35.880,45.000
'37:13:35.208',-,0.000,-,-,-,-,93.600,35.520,45.000
'37:13:35.216',-,0.000,-,-,-,-,90.000,35.160,45.000
'37:13:35.224',-,0.000,-,-,-,-,86.400,34.680,45.000
'37:13:35.232',-,0.008,-,-,-,-,81.600,34.680,45.000
'37:13:35.240',-,0.008,-,-,-,-,78.000,34.680,45.000
'37:13:35.248',-,0.008,-,-,-,-,76.800,34.680,45.000
'37:13:35.256',-,0.024,-,-,-,-,75.600,34.680,45.000
'37:13:35.264',-,0.024,-,-,-,-,76.800,34.320,45.000
'37:13:35.272',-,0.024,-,-,-,-,78.000,33.960,45.000
'37:13:35.280',-,0.024,-,-,-,-,79.200,33.960,45.000
'37:13:35.288',-,0.024,-,-,-,-,80.400,34.320,45.000
'37:13:35.296',-,0.024,-,-,-,-,80.400,34.320,45.000
'37:13:35.304',-,0.008,-,-,-,-,80.400,33.960,45.000
'37:13:35.312',-,0.008,-,-,-,-,80.400,33.480,45.000
'37:13:35.320',-,0.000,-,-,-,-,80.400,33.120,45.000
'37:13:35.328',-,0.000,-,-,-,-,80.400,32.280,45.000
'37:13:35.336',-,0.000,-,-,-,-,80.400,31.560,45.000
'37:13:35.344',-,0.000,-,-,-,-,80.400,30.720,45.000
'37:13:35.352',-,0.000,-,-,-,-,79.200,30.720,45.000
'37:13:35.360',-,0.000,-,-,-,-,79.200,30.360,45.000
'37:13:35.368',-,0.000,-,-,-,-,79.200,30.360,45.000
'37:13:35.376',-,0.000,-,-,-,-,78.000,29.880,45.000
'37:13:35.384',-,0.000,-,-,-,-,78.000,29.880,45.000
'37:13:35.392',-,0.000,-,-,-,-,76.800,29.520,45.000
'37:13:35.400',-,0.000,-,-,-,-,76.800,29.520,45.000
'37:13:35.408',-,0.000,-,-,-,-,76.800,29.880,45.000
'37:13:35.416',-,0.000,-,-,-,-,75.600,29.880,45.000
'37:13:35.424',-,0.000,-,-,-,-,75.600,30.360,45.000
'37:13:35.432',-,0.000,-,-,-,-,75.600,30.360,45.000
'37:13:35.440',-,0.000,-,-,-,-,74.400,29.880,45.000
'37:13:35.448',-,0.000,-,-,-,-,74.400,29.520,45.000
'37:13:35.456',-,0.000,-,-,-,-,73.200,29.160,45.000
'37:13:35.464',-,0.000,-,-,-,-,73.200,28.680,45.000
'37:13:35.472',-,0.000,-,-,-,-,73.200,28.320,45.000
'37:13:35.480',-,0.000,-,-,-,-,72.000,27.960,45.000
'37:13:35.488',-,0.000,-,-,-,-,72.000,27.480,45.000
'37:13:35.496',-,0.000,-,-,-,-,70.800,27.480,45.000
'37:13:35.504',-,0.000,-,-,-,-,70.800,27.480,45.000
'37:13:35.512',-,0.000,-,-,-,-,70.800,27.120,45.000
