'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'15:14:47.936',-0.115,-0.135,160.000,90.000
'15:14:47.944',-0.038,-0.162,161.600,90.000
'15:14:47.952',-0.231,-0.054,163.200,90.000
'15:14:47.960',-0.038,-0.162,164.800,90.000
'15:14:47.968',-0.115,-0.189,166.400,90.000
'15:14:47.976',-0.038,-0.162,168.000,90.000
'15:14:47.984',0.000,-0.162,168.800,90.000
'15:14:47.992',0.000,-0.135,168.800,90.000
'15:14:48.000',0.038,-0.162,168.800,90.000
'15:14:48.008',0.000,-0.081,168.800,90.000
'15:14:48.016',0.000,-0.135,168.000,90.000
'15:14:48.024',0.038,-0.054,168.000,90.000
'15:14:48.032',0.000,-0.054,168.000,90.000
'15:14:48.040',0.038,-0.027,167.200,90.000
'15:14:48.048',0.000,-0.054,164.800,90.000
'15:14:48.056',0.115,-0.027,162.400,90.000
'15:14:48.064',0.000,0.000,160.800,90.000
'15:14:48.072',0.000,0.000,159.200,90.000
'15:14:48.080',0.038,0.000,156.000,90.000
'15:14:48.088',0.000,0.000,152.000,90.000
'15:14:48.096',0.000,0.000,148.000,90.000
'15:14:48.104',0.000,0.000,144.800,90.000
'15:14:48.112',0.000,0.000,141.600,90.000
'15:14:48.120',0.038,0.000,138.400,90.000
'15:14:48.128',0.000,0.000,135.200,90.000
'15:14:48.136',0.038,0.027,132.000,90.000
'15:14:48.144',0.000,0.054,128.800,90.000
'15:14:48.152',0.000,0.027,126.400,90.000
'15:14:48.160',0.000,0.054,124.000,90.000
'15:14:48.168',0.000,0.054,122.400,90.000
'15:14:48.176',0.000,0.135,119.200,90.000
'15:14:48.184',0.038,0.027,116.800,87.600
'15:14:48.192',0.000,0.000,113.600,84.400
'15:14:48.200',0.115,-0.054,111.200,81.600
'15:14:48.208',0.038,-0.054,109.600,78.400
'15:14:48.216',0.115,-0.054,106.400,75.200
'15:14:48.224',0.038,-0.027,103.200,72.000
'15:14:48.232',0.038,-0.054,100.000,68.400
'15:14:48.240',0.038,-0.027,98.400,65.200
'15:14:48.248',0.038,-0.054,96.000,62.000
'15:14:48.256',0.038,-0.027,93.600,58.800
'15:14:48.264',0.038,-0.054,91.200,55.600
'15:14:48.272',0.115,0.027,89.600,52.800
'15:14:48.280',0.500,0.135,87.200,50.000
'15:14:48.288',0.846,0.054,84.800,47.200
'15:14:48.296',1.385,-0.405,82.400,44.400
'15:14:48.304',1.577,-0.838,80.000,42.000
'15:14:48.312',-0.308,-0.405,77.600,39.600
'15:14:48.320',-1.192,0.189,74.400,37.200
'15:14:48.328',-1.231,0.514,72.000,35.200
'15:14:48.336',-0.654,0.622,68.800,33.600
'15:14:48.344',-0.462,0.351,66.400,32.000
'15:14:48.352',-0.115,0.081,64.000,30.400
'15:14:48.360',-0.115,0.054,62.400,28.800
'15:14:48.368',-0.038,0.027,61.600,27.200
'15:14:48.376',-0.115,0.027,60.800,25.200
'15:14:48.384',-0.038,0.027,60.000,23.600
'15:14:48.392',0.000,0.027,60.000,21.600
'15:14:48.400',-0.038,0.000,60.800,19.600
'15:14:48.408',-0.115,0.054,61.600,18.000
'15:14:48.416',-0.115,0.081,63.200,16.800
'15:14:48.424',-0.115,0.135,64.800,16.400
'15:14:48.432',-0.115,0.081,66.400,16.400
'15:14:48.440',-0.038,0.027,67.200,17.200
'15:14:48.448',0.000,-0.027,68.000,18.800
'15:14:48.456',0.000,-0.027,70.400,20.400
'15:14:48.464',0.000,0.000,71.200,22.400
'15:14:48.472',0.000,-0.027,71.200,24.400
'15:14:48.480',0.000,-0.054,71.200,26.000
'15:14:48.488',0.000,-0.027,72.800,27.200
'15:14:48.496',0.000,0.000,71.200,28.000
'15:14:48.504',0.000,-0.054,64.800,28.400
'15:14:48.512',-0.038,-0.027,57.600,28.000
'15:14:48.520',0.000,-0.027,53.600,28.000
'15:14:48.528',0.000,0.000,53.600,27.600
'15:14:48.536',-0.038,-0.027,55.200,27.200
'15:14:48.544',-0.115,0.000,57.600,26.800
'15:14:48.552',-0.115,-0.027,57.600,26.000
'15:14:48.560',-0.115,-0.027,56.800,25.600
'15:14:48.568',-0.115,0.000,55.200,24.800
'15:14:48.576',-0.192,-0.027,54.400,24.000
