'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:44:05.352',-0.320,-,-,55.200,16.400
'13:44:05.360',-0.320,-,-,54.400,19.200
'13:44:05.368',-0.320,-,-,54.400,22.800
'13:44:05.376',-0.320,-,-,55.200,26.400
'13:44:05.384',-0.320,-,-,55.200,29.600
'13:44:05.392',-0.320,-,-,56.000,32.800
'13:44:05.400',-0.320,-,-,56.800,34.800
'13:44:05.408',-0.320,-,-,58.400,36.000
'13:44:05.416',-0.320,-,-,59.200,36.400
'13:44:05.424',-0.320,-,-,60.800,36.000
'13:44:05.432',-0.320,-,-,62.400,35.200
'13:44:05.440',-0.320,-,-,64.800,34.000
'13:44:05.448',-0.320,-,-,67.200,32.800
'13:44:05.456',-0.320,-,-,69.600,31.600
'13:44:05.464',-0.320,-,-,72.000,30.400
'13:44:05.472',-0.320,-,-,72.800,28.800
'13:44:05.480',-0.320,-,-,74.400,27.600
'13:44:05.488',-0.320,-,-,76.000,26.800
'13:44:05.496',-0.320,-,-,77.600,26.000
'13:44:05.504',-0.288,-,-,79.200,25.600
'13:44:05.512',-0.320,-,-,80.800,25.200
'13:44:05.520',-0.304,-,-,80.800,24.000
'13:44:05.528',-0.320,-,-,80.800,22.800
'13:44:05.536',-0.288,-,-,80.800,21.200
'13:44:05.544',-0.288,-,-,80.800,19.200
'13:44:05.552',-0.272,-,-,80.800,16.800
'13:44:05.560',-0.272,-,-,80.000,14.400
'13:44:05.568',-0.272,-,-,78.400,12.400
'13:44:05.576',-0.272,-,-,77.600,11.600
'13:44:05.584',-0.256,-,-,76.000,11.600
'13:44:05.592',-0.272,-,-,75.200,12.800
'13:44:05.600',-0.256,-,-,73.600,14.000
'13:44:05.608',-0.272,-,-,72.800,15.200
'13:44:05.616',-0.256,-,-,72.000,16.400
'13:44:05.624',-0.256,-,-,71.200,17.200
'13:44:05.632',-0.256,-,-,70.400,17.600
'13:44:05.640',-0.256,-,-,70.400,18.000
'13:44:05.648',-0.256,-,-,70.400,18.000
'13:44:05.656',-0.240,-,-,70.400,18.000
'13:44:05.664',-0.240,-,-,71.200,17.200
'13:44:05.672',-0.240,-,-,72.000,16.400
'13:44:05.680',-0.224,-,-,72.800,15.600
'13:44:05.688',-0.208,-,-,73.600,14.400
'13:44:05.696',-0.208,-,-,74.400,14.000
'13:44:05.704',-0.208,-,-,75.200,13.600
'13:44:05.712',-0.208,-,-,76.800,13.200
'13:44:05.720',-0.176,-,-,78.400,13.200
'13:44:05.728',-0.144,-,-,79.200,13.200
'13:44:05.736',-0.128,-,-,80.800,12.800
'13:44:05.744',-0.112,-,-,81.600,12.400
'13:44:05.752',-0.112,-,-,83.200,12.400
'13:44:05.760',-0.096,-,-,84.000,12.400
