'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:50:31.576',-,-0.064,-,-,0.080,-,73.920,-
'34:50:31.584',-,0.000,-,-,0.088,-,78.720,-
'34:50:31.592',-,0.000,-,-,0.096,-,83.520,-
'34:50:31.600',-,0.000,-,-,0.104,-,88.320,-
'34:50:31.608',-,0.000,-,-,0.080,-,93.120,-
'34:50:31.616',-,0.032,-,-,0.088,-,96.960,-
'34:50:31.624',-,0.064,-,-,0.072,-,100.320,-
'34:50:31.632',-,0.064,-,-,0.048,-,104.160,-
'34:50:31.640',-,0.136,-,-,0.032,-,105.120,-
'34:50:31.648',-,0.136,-,-,0.024,-,106.560,-
'34:50:31.656',-,0.168,-,-,0.008,-,106.560,-
'34:50:31.664',-,0.168,-,-,0.000,-,106.560,-
'34:50:31.672',-,0.200,-,-,-0.008,-,105.120,-
'34:50:31.680',-,0.240,-,-,0.000,-,102.720,-
'34:50:31.688',-,0.200,-,-,-0.008,-,100.320,-
'34:50:31.696',-,0.272,-,-,-0.016,-,96.960,-
'34:50:31.704',-,0.304,-,-,-0.072,-,93.120,-
'34:50:31.712',-,0.304,-,-,-0.088,-,89.760,-
'34:50:31.720',-,0.344,-,-,-0.112,-,85.920,-
'34:50:31.728',-,0.304,-,-,-0.096,-,82.560,-
'34:50:31.736',-,0.272,-,-,-0.112,-,78.720,-
'34:50:31.744',-,0.200,-,-,-0.072,-,75.360,-
'34:50:31.752',-,0.136,-,-,-0.040,-,71.520,-
'34:50:31.760',-,0.064,-,-,-0.016,-,69.120,-
'34:50:31.768',-,0.000,-,-,0.000,-,68.160,-
'34:50:31.776',-,0.000,-,-,0.000,-,66.720,-
'34:50:31.784',-,0.000,-,-,0.000,-,66.720,-
'34:50:31.792',-,0.000,-,-,0.000,-,66.720,-
'34:50:31.800',-,0.000,-,-,0.000,-,68.160,-
'34:50:31.808',-,0.000,-,-,0.000,-,68.160,-
'34:50:31.816',-,0.000,-,-,0.000,-,69.120,-
'34:50:31.824',-,0.000,-,-,0.000,-,69.120,-
'34:50:31.832',-,0.000,-,-,0.000,-,69.120,-
'34:50:31.840',-,0.000,-,-,0.008,-,70.560,-
'34:50:31.848',-,0.000,-,-,0.000,-,70.560,-
'34:50:31.856',-,0.000,-,-,0.000,-,70.560,-
'34:50:31.864',-,0.032,-,-,0.000,-,70.560,-
'34:50:31.872',-,0.032,-,-,0.000,-,70.560,-
'34:50:31.880',-,0.000,-,-,0.000,-,70.560,-
'34:50:31.888',-,0.032,-,-,0.000,-,69.120,-
'34:50:31.896',-,0.064,-,-,-0.016,-,69.120,-
'34:50:31.904',-,0.200,-,-,-0.040,-,69.120,-
'34:50:31.912',-,0.272,-,-,-0.064,-,68.160,-
'34:50:31.920',-,0.272,-,-,-0.040,-,68.160,-
'34:50:31.928',-,0.272,-,-,-0.128,-,66.720,-
