'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:18.192',-0.139,-,-,-,-,92.800,14.280
'34:18.200',-0.035,-,-,-,-,88.800,13.920
'34:18.208',0.000,-,-,-,-,86.400,13.680
'34:18.216',-0.017,-,-,-,-,83.200,14.160
'34:18.224',-0.035,-,-,-,-,80.800,15.960
'34:18.232',-0.017,-,-,-,-,78.400,18.360
'34:18.240',-0.009,-,-,-,-,76.000,19.560
'34:18.248',0.000,-,-,-,-,73.600,17.280
'34:18.256',0.009,-,-,-,-,72.800,12.960
'34:18.264',0.009,-,-,-,-,72.000,9.840
'34:18.272',0.009,-,-,-,-,72.000,10.440
'34:18.280',0.017,-,-,-,-,72.800,13.680
'34:18.288',0.017,-,-,-,-,73.600,18.480
'34:18.296',0.017,-,-,-,-,76.000,24.120
'34:18.304',0.017,-,-,-,-,78.400,28.680
'34:18.312',0.009,-,-,-,-,81.600,30.480
'34:18.320',0.009,-,-,-,-,84.000,29.280
'34:18.328',0.000,-,-,-,-,87.200,26.280
'34:18.336',0.000,-,-,-,-,90.400,22.680
'34:18.344',0.000,-,-,-,-,92.800,19.920
'34:18.352',-0.009,-,-,-,-,95.200,18.480
'34:18.360',-0.017,-,-,-,-,97.600,18.720
'34:18.368',-0.035,-,-,-,-,99.200,20.160
'34:18.376',-0.035,-,-,-,-,101.600,21.480
'34:18.384',-0.017,-,-,-,-,102.400,22.560
'34:18.392',-0.035,-,-,-,-,104.000,22.680
'34:18.400',-0.035,-,-,-,-,104.800,21.720
'34:18.408',-0.043,-,-,-,-,104.800,20.280
'34:18.416',-0.043,-,-,-,-,105.600,18.960
'34:18.424',-0.035,-,-,-,-,105.600,18.120
'34:18.432',-0.035,-,-,-,-,105.600,17.280
'34:18.440',-0.017,-,-,-,-,104.800,16.560
'34:18.448',-0.009,-,-,-,-,104.000,15.720
'34:18.456',0.000,-,-,-,-,103.200,14.880
'34:18.464',0.000,-,-,-,-,101.600,13.320
'34:18.472',0.000,-,-,-,-,100.000,11.640
'34:18.480',0.009,-,-,-,-,98.400,10.680
'34:18.488',0.009,-,-,-,-,97.600,10.680
'34:18.496',0.017,-,-,-,-,96.800,11.400
'34:18.504',0.017,-,-,-,-,96.800,12.120
'34:18.512',0.009,-,-,-,-,97.600,12.960
'34:18.520',0.009,-,-,-,-,98.400,13.080
'34:18.528',0.009,-,-,-,-,100.000,13.080
'34:18.536',0.009,-,-,-,-,101.600,12.960
'34:18.544',0.035,-,-,-,-,104.000,12.960
'34:18.552',0.052,-,-,-,-,106.400,12.960
'34:18.560',0.070,-,-,-,-,108.800,12.960
'34:18.568',0.070,-,-,-,-,111.200,12.360
'34:18.576',0.043,-,-,-,-,113.600,12.000
'34:18.584',0.043,-,-,-,-,116.000,12.120
'34:18.592',0.052,-,-,-,-,118.400,12.960
'34:18.600',0.035,-,-,-,-,121.600,13.320
'34:18.608',0.009,-,-,-,-,123.200,12.960
'34:18.616',0.000,-,-,-,-,125.600,12.000
'34:18.624',0.000,-,-,-,-,126.400,11.040
'34:18.632',0.009,-,-,-,-,127.200,10.800
'34:18.640',0.000,-,-,-,-,127.200,11.040
'34:18.648',0.000,-,-,-,-,125.600,11.400
'34:18.656',0.000,-,-,-,-,123.200,12.000
'34:18.664',-0.009,-,-,-,-,120.000,12.960
'34:18.672',-0.043,-,-,-,-,116.800,13.680
'34:18.680',-0.104,-,-,-,-,112.800,13.920
'34:18.688',-0.139,-,-,-,-,108.800,13.560
'34:18.696',-0.113,-,-,-,-,104.000,12.960
'34:18.704',-0.009,-,-,-,-,100.000,12.360
'34:18.712',0.096,-,-,-,-,96.000,12.360
'34:18.720',0.104,-,-,-,-,92.800,13.080
'34:18.728',0.070,-,-,-,-,88.800,14.880
'34:18.736',0.052,-,-,-,-,85.600,17.760
'34:18.744',0.035,-,-,-,-,83.200,20.280
'34:18.752',0.009,-,-,-,-,80.000,20.160
'34:18.760',0.000,-,-,-,-,77.600,15.720
'34:18.768',0.017,-,-,-,-,76.000,9.000
'34:18.776',0.035,-,-,-,-,74.400,4.680
'34:18.784',0.035,-,-,-,-,74.400,6.600
'34:18.792',0.035,-,-,-,-,74.400,14.160
'34:18.800',0.043,-,-,-,-,76.800,23.520
'34:18.808',0.035,-,-,-,-,79.200,31.320
'34:18.816',0.009,-,-,-,-,81.600,34.680
'34:18.824',0.000,-,-,-,-,84.800,33.120
'34:18.832',0.000,-,-,-,-,88.000,27.960
