'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'8:03.192',-0.009,-0.025,-,-,-,120.800,44.880
'8:03.200',-0.017,-0.025,-,-,-,122.400,44.880
'8:03.208',-0.043,-0.050,-,-,-,124.000,44.880
'8:03.216',-0.052,-0.050,-,-,-,124.800,44.880
'8:03.224',-0.078,-0.025,-,-,-,126.400,44.880
'8:03.232',-0.070,-0.025,-,-,-,127.200,44.880
'8:03.240',-0.070,0.000,-,-,-,129.600,44.880
'8:03.248',-0.070,0.000,-,-,-,131.200,44.880
'8:03.256',-0.052,0.000,-,-,-,133.600,44.880
'8:03.264',-0.043,0.000,-,-,-,135.200,44.880
'8:03.272',-0.043,0.000,-,-,-,136.800,44.880
'8:03.280',-0.043,-0.025,-,-,-,138.400,44.880
'8:03.288',-0.043,-0.050,-,-,-,139.200,44.880
'8:03.296',-0.043,-0.050,-,-,-,140.800,44.880
'8:03.304',-0.043,-0.075,-,-,-,141.600,44.880
'8:03.312',-0.043,-0.100,-,-,-,143.200,44.880
'8:03.320',-0.043,-0.100,-,-,-,144.000,44.880
'8:03.328',-0.043,-0.100,-,-,-,145.600,44.880
'8:03.336',-0.017,-0.100,-,-,-,145.600,44.880
'8:03.344',-0.009,-0.075,-,-,-,145.600,44.880
'8:03.352',-0.009,-0.050,-,-,-,144.800,44.880
'8:03.360',-0.017,-0.025,-,-,-,143.200,44.880
'8:03.368',-0.017,0.000,-,-,-,141.600,44.880
'8:03.376',-0.009,0.000,-,-,-,140.000,44.880
'8:03.384',0.000,0.000,-,-,-,137.600,44.880
'8:03.392',-0.009,0.000,-,-,-,134.400,44.880
'8:03.400',-0.009,-0.025,-,-,-,132.000,44.880
'8:03.408',-0.035,-0.050,-,-,-,129.600,44.880
'8:03.416',-0.052,-0.100,-,-,-,126.400,44.880
'8:03.424',-0.096,-0.150,-,-,-,124.000,44.880
'8:03.432',-0.096,-0.150,-,-,-,121.600,44.880
'8:03.440',-0.070,-0.150,-,-,-,119.200,44.880
'8:03.448',-0.070,-0.150,-,-,-,116.800,44.880
'8:03.456',-0.070,-0.175,-,-,-,114.400,44.880
'8:03.464',-0.078,-0.175,-,-,-,112.000,44.880
'8:03.472',-0.078,-0.175,-,-,-,110.400,44.880
'8:03.480',-0.070,-0.200,-,-,-,108.800,44.880
'8:03.488',-0.078,-0.200,-,-,-,107.200,44.880
'8:03.496',-0.104,-0.175,-,-,-,106.400,44.880
'8:03.504',-0.139,-0.125,-,-,-,105.600,44.880
'8:03.512',-0.139,-0.025,-,-,-,104.800,44.880
'8:03.520',-0.078,0.025,-,-,-,104.000,44.880
'8:03.528',-0.009,0.025,-,-,-,103.200,44.880
'8:03.536',0.043,-0.025,-,-,-,102.400,44.880
'8:03.544',0.043,-0.100,-,-,-,102.400,44.880
'8:03.552',0.009,-0.175,-,-,-,101.600,44.880
'8:03.560',0.000,-0.250,-,-,-,101.600,44.880
'8:03.568',-0.009,-0.275,-,-,-,100.800,44.880
'8:03.576',-0.017,-0.275,-,-,-,100.800,44.880
'8:03.584',-0.035,-0.275,-,-,-,100.800,44.880
'8:03.592',-0.035,-0.275,-,-,-,100.800,44.880
'8:03.600',-0.035,-0.275,-,-,-,100.800,44.880
'8:03.608',-0.035,-0.275,-,-,-,101.600,44.880
'8:03.616',-0.035,-0.275,-,-,-,103.200,44.880
'8:03.624',-0.035,-0.275,-,-,-,104.000,44.880
'8:03.632',-0.017,-0.250,-,-,-,106.400,44.880
'8:03.640',-0.017,-0.250,-,-,-,108.000,44.880
'8:03.648',-0.035,-0.250,-,-,-,110.400,44.880
'8:03.656',-0.017,-0.225,-,-,-,112.800,44.880
'8:03.664',-0.009,-0.225,-,-,-,115.200,44.880
'8:03.672',-0.035,-0.225,-,-,-,117.600,44.880
'8:03.680',-0.035,-0.200,-,-,-,119.200,44.880
'8:03.688',-0.017,-0.175,-,-,-,121.600,44.880
'8:03.696',-0.043,-0.175,-,-,-,123.200,44.880
'8:03.704',-0.052,-0.175,-,-,-,124.800,44.880
'8:03.712',-0.043,-0.150,-,-,-,125.600,44.880
'8:03.720',-0.043,-0.125,-,-,-,126.400,44.880
'8:03.728',-0.052,-0.125,-,-,-,127.200,44.880
'8:03.736',-0.052,-0.125,-,-,-,127.200,44.880
'8:03.744',-0.043,-0.125,-,-,-,127.200,44.880
'8:03.752',-0.043,-0.125,-,-,-,127.200,44.880
'8:03.760',-0.043,-0.125,-,-,-,127.200,44.880
'8:03.768',-0.035,-0.125,-,-,-,127.200,44.880
'8:03.776',-0.035,-0.125,-,-,-,128.000,44.880
'8:03.784',-0.035,-0.150,-,-,-,128.800,44.880
'8:03.792',-0.043,-0.175,-,-,-,128.800,44.880
'8:03.800',-0.043,-0.175,-,-,-,129.600,44.880
'8:03.808',-0.043,-0.175,-,-,-,130.400,44.880
'8:03.816',-0.035,-0.175,-,-,-,131.200,44.880
'8:03.824',-0.035,-0.175,-,-,-,132.000,44.880
'8:03.832',-0.043,-0.175,-,-,-,133.600,44.880
'8:03.840',-0.035,-0.150,-,-,-,134.400,44.880
'8:03.848',-0.017,-0.100,-,-,-,136.000,44.880
'8:03.856',-0.009,-0.075,-,-,-,136.800,44.880
'8:03.864',-0.009,-0.050,-,-,-,138.400,44.880
'8:03.872',0.000,-0.025,-,-,-,139.200,44.880
'8:03.880',0.035,-0.025,-,-,-,139.200,44.880
'8:03.888',0.052,-0.050,-,-,-,139.200,44.880
'8:03.896',0.035,-0.075,-,-,-,138.400,44.880
'8:03.904',0.009,-0.100,-,-,-,136.800,44.880
'8:03.912',-0.017,-0.150,-,-,-,135.200,44.880
'8:03.920',-0.035,-0.175,-,-,-,133.600,44.880
'8:03.928',-0.043,-0.200,-,-,-,131.200,44.880
'8:03.936',-0.052,-0.225,-,-,-,128.800,44.880
'8:03.944',-0.052,-0.200,-,-,-,125.600,44.880
'8:03.952',-0.043,-0.200,-,-,-,123.200,44.880
'8:03.960',-0.052,-0.200,-,-,-,120.800,44.880
'8:03.968',-0.078,-0.200,-,-,-,118.400,44.880
'8:03.976',-0.078,-0.200,-,-,-,115.200,44.880
'8:03.984',-0.096,-0.175,-,-,-,112.800,44.880
'8:03.992',-0.113,-0.150,-,-,-,110.400,44.880
'8:04.000',-0.157,-0.075,-,-,-,108.000,44.880
'8:04.008',-0.174,0.025,-,-,-,106.400,44.880
'8:04.016',-0.113,0.100,-,-,-,104.000,44.880
'8:04.024',-0.017,0.075,-,-,-,102.400,44.880
'8:04.032',0.035,0.000,-,-,-,101.600,44.880
'8:04.040',0.035,-0.050,-,-,-,100.000,44.880
'8:04.048',0.009,-0.125,-,-,-,99.200,44.880
'8:04.056',0.009,-0.175,-,-,-,98.400,44.880
'8:04.064',0.009,-0.175,-,-,-,97.600,44.880
'8:04.072',0.009,-0.200,-,-,-,97.600,44.880
'8:04.080',0.009,-0.200,-,-,-,96.800,44.880
'8:04.088',0.009,-0.200,-,-,-,96.800,44.880
'8:04.096',0.009,-0.200,-,-,-,96.800,44.880
'8:04.104',0.035,-0.200,-,-,-,97.600,44.880
'8:04.112',0.043,-0.175,-,-,-,99.200,44.880
'8:04.120',0.035,-0.175,-,-,-,100.800,44.880
'8:04.128',0.035,-0.175,-,-,-,102.400,44.880
'8:04.136',0.035,-0.150,-,-,-,104.800,44.880
'8:04.144',0.035,-0.175,-,-,-,106.400,44.880
'8:04.152',0.009,-0.175,-,-,-,108.800,44.880
'8:04.160',0.000,-0.200,-,-,-,111.200,44.880
'8:04.168',-0.017,-0.175,-,-,-,113.600,44.880
'8:04.176',-0.035,-0.150,-,-,-,115.200,44.880
'8:04.184',-0.017,-0.150,-,-,-,116.800,44.880
'8:04.192',-0.017,-0.125,-,-,-,118.400,44.880
'8:04.200',-0.017,-0.100,-,-,-,120.000,44.880
'8:04.208',-0.017,-0.075,-,-,-,120.800,44.880
'8:04.216',-0.017,-0.075,-,-,-,121.600,44.880
'8:04.224',-0.017,-0.075,-,-,-,122.400,44.880
'8:04.232',-0.017,-0.050,-,-,-,123.200,44.880
'8:04.240',-0.017,-0.050,-,-,-,123.200,44.880
'8:04.248',-0.035,-0.075,-,-,-,123.200,44.880
'8:04.256',-0.017,-0.075,-,-,-,123.200,44.880
'8:04.264',-0.009,-0.075,-,-,-,123.200,44.880
'8:04.272',-0.009,-0.075,-,-,-,122.400,44.880
'8:04.280',-0.009,-0.075,-,-,-,121.600,44.880
'8:04.288',-0.009,-0.075,-,-,-,120.800,44.880
'8:04.296',-0.009,-0.100,-,-,-,120.000,44.880
'8:04.304',-0.035,-0.100,-,-,-,120.000,44.880
'8:04.312',-0.043,-0.125,-,-,-,120.000,44.880
'8:04.320',-0.035,-0.100,-,-,-,120.000,44.880
'8:04.328',-0.017,-0.075,-,-,-,120.800,44.880
'8:04.336',-0.009,-0.050,-,-,-,122.400,44.880
'8:04.344',0.009,-0.025,-,-,-,123.200,44.880
'8:04.352',0.017,0.000,-,-,-,124.800,44.880
'8:04.360',0.009,0.025,-,-,-,126.400,44.880
'8:04.368',0.009,0.025,-,-,-,128.000,44.880
'8:04.376',0.017,0.050,-,-,-,129.600,44.880
'8:04.384',0.035,0.025,-,-,-,131.200,44.880
'8:04.392',0.009,0.000,-,-,-,132.800,44.880
'8:04.400',0.000,-0.025,-,-,-,135.200,44.880
'8:04.408',0.000,-0.050,-,-,-,136.800,44.880
'8:04.416',-0.009,-0.075,-,-,-,138.400,44.880
'8:04.424',-0.009,-0.075,-,-,-,140.000,44.880
'8:04.432',-0.017,-0.100,-,-,-,141.600,44.880
'8:04.440',-0.017,-0.100,-,-,-,142.400,44.880
'8:04.448',-0.017,-0.100,-,-,-,142.400,44.880
'8:04.456',-0.017,-0.100,-,-,-,141.600,44.880
'8:04.464',-0.009,-0.100,-,-,-,140.800,44.880
'8:04.472',-0.035,-0.100,-,-,-,139.200,44.880
'8:04.480',-0.052,-0.100,-,-,-,136.800,44.880
'8:04.488',-0.078,-0.050,-,-,-,134.400,44.880
'8:04.496',-0.113,0.050,-,-,-,131.200,44.880
'8:04.504',-0.113,0.150,-,-,-,128.000,44.880
'8:04.512',-0.035,0.200,-,-,-,125.600,44.880
'8:04.520',0.035,0.125,-,-,-,122.400,44.880
'8:04.528',0.052,0.025,-,-,-,119.200,44.880
'8:04.536',0.043,-0.050,-,-,-,116.000,44.880
'8:04.544',0.035,-0.100,-,-,-,112.800,44.880
'8:04.552',0.017,-0.100,-,-,-,110.400,44.880
'8:04.560',0.017,-0.075,-,-,-,108.000,44.880
'8:04.568',0.035,-0.075,-,-,-,105.600,44.880
'8:04.576',0.043,-0.075,-,-,-,103.200,44.880
'8:04.584',0.035,-0.075,-,-,-,101.600,44.880
'8:04.592',0.017,-0.075,-,-,-,100.800,44.880
'8:04.600',0.017,-0.100,-,-,-,100.800,44.880
'8:04.608',0.017,-0.075,-,-,-,101.600,44.880
'8:04.616',0.017,-0.075,-,-,-,102.400,44.880
'8:04.624',0.035,-0.050,-,-,-,104.000,44.880
'8:04.632',0.043,-0.050,-,-,-,106.400,44.880
'8:04.640',0.035,-0.050,-,-,-,108.000,44.880
'8:04.648',0.035,-0.025,-,-,-,110.400,44.880
'8:04.656',0.035,-0.050,-,-,-,112.000,44.880
'8:04.664',0.035,-0.050,-,-,-,113.600,44.880
'8:04.672',0.017,-0.025,-,-,-,115.200,44.880
'8:04.680',0.017,-0.025,-,-,-,116.800,44.880
'8:04.688',0.017,-0.025,-,-,-,117.600,44.880
