'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:54:28.576',-,-0.096,-,-,0.088,-,96.960,-
'34:54:28.584',-,-0.096,-,-,0.096,-,100.320,-
'34:54:28.592',-,-0.064,-,-,0.096,-,105.120,-
'34:54:28.600',-,-0.064,-,-,0.104,-,108.960,-
'34:54:28.608',-,-0.064,-,-,0.096,-,112.320,-
'34:54:28.616',-,-0.096,-,-,0.112,-,114.720,-
'34:54:28.624',-,0.000,-,-,0.080,-,117.120,-
'34:54:28.632',-,0.000,-,-,0.072,-,118.560,-
'34:54:28.640',-,0.000,-,-,0.064,-,119.520,-
'34:54:28.648',-,0.032,-,-,0.032,-,120.960,-
'34:54:28.656',-,0.064,-,-,0.024,-,119.520,-
'34:54:28.664',-,0.096,-,-,0.000,-,119.520,-
'34:54:28.672',-,0.136,-,-,0.000,-,118.560,-
'34:54:28.680',-,0.168,-,-,-0.008,-,116.160,-
'34:54:28.688',-,0.136,-,-,0.000,-,113.760,-
'34:54:28.696',-,0.168,-,-,-0.032,-,111.360,-
'34:54:28.704',-,0.200,-,-,-0.080,-,107.520,-
'34:54:28.712',-,0.240,-,-,-0.112,-,104.160,-
'34:54:28.720',-,0.168,-,-,-0.096,-,101.760,-
'34:54:28.728',-,0.200,-,-,-0.112,-,97.920,-
'34:54:28.736',-,0.168,-,-,-0.128,-,94.560,-
'34:54:28.744',-,0.200,-,-,-0.088,-,92.160,-
'34:54:28.752',-,0.096,-,-,-0.072,-,89.760,-
'34:54:28.760',-,0.096,-,-,-0.040,-,88.320,-
'34:54:28.768',-,0.064,-,-,-0.016,-,87.360,-
'34:54:28.776',-,0.272,-,-,-0.032,-,88.320,-
'34:54:28.784',-,0.376,-,-,-0.016,-,88.320,-
'34:54:28.792',-,0.448,-,-,-0.016,-,89.760,-
'34:54:28.800',-,0.480,-,-,-0.016,-,89.760,-
