'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'19:09.760',0.040,-,4.000,-,-,-,-,-,91.200,-
'19:09.768',-0.040,-,-3.000,-,-,-,-,-,96.000,-
'19:09.776',-0.056,-,-5.000,-,-,-,-,-,99.600,-
'19:09.784',-0.008,-,-4.000,-,-,-,-,-,102.000,-
'19:09.792',0.000,-,-2.000,-,-,-,-,-,104.400,-
'19:09.800',-0.008,-,-5.000,-,-,-,-,-,106.800,-
'19:09.808',-0.032,-,-8.000,-,-,-,-,-,109.200,-
'19:09.816',-0.040,-,-11.000,-,-,-,-,-,109.200,-
'19:09.824',-0.016,-,-9.000,-,-,-,-,-,110.400,-
'19:09.832',0.016,-,-4.000,-,-,-,-,-,111.600,-
'19:09.840',-0.024,-,-10.000,-,-,-,-,-,111.600,-
'19:09.848',-0.056,-,-13.000,-,-,-,-,-,111.600,-
'19:09.856',-0.024,-,-8.000,-,-,-,-,-,111.600,-
'19:09.864',0.000,-,-7.000,-,-,-,-,-,110.400,-
'19:09.872',-0.024,-,-11.000,-,-,-,-,-,110.400,-
'19:09.880',-0.016,-,-10.000,-,-,-,-,-,109.200,-
'19:09.888',-0.008,-,-9.000,-,-,-,-,-,108.000,-
'19:09.896',-0.032,-,-13.000,-,-,-,-,-,106.800,-
'19:09.904',-0.024,-,-14.000,-,-,-,-,-,105.600,-
'19:09.912',-0.040,-,-13.000,-,-,-,-,-,104.400,-
'19:09.920',-0.008,-,-17.000,-,-,-,-,-,103.200,-
'19:09.928',0.016,-,-13.000,-,-,-,-,-,102.000,-
'19:09.936',-0.032,-,-16.000,-,-,-,-,-,99.600,-
'19:09.944',-0.048,-,-16.000,-,-,-,-,-,97.200,-
'19:09.952',-0.008,-,-9.000,-,-,-,-,-,93.600,-
'19:09.960',0.000,-,-9.000,-,-,-,-,-,90.000,-
'19:09.968',-0.064,-,-13.000,-,-,-,-,-,87.600,-
'19:09.976',-0.064,-,-11.000,-,-,-,-,-,85.200,-
'19:09.984',-0.040,-,-9.000,-,-,-,-,-,85.200,-
'19:09.992',-0.056,-,-10.000,-,-,-,-,-,84.000,-
'19:10.000',-0.016,-,-8.000,-,-,-,-,-,84.000,-
'19:10.008',-0.032,-,-9.000,-,-,-,-,-,82.800,-
'19:10.016',-0.016,-,-8.000,-,-,-,-,-,82.800,-
'19:10.024',-0.048,-,-9.000,-,-,-,-,-,81.600,-
'19:10.032',-0.016,-,-5.000,-,-,-,-,-,81.600,-
'19:10.040',-0.032,-,-5.000,-,-,-,-,-,80.400,-
'19:10.048',-0.024,-,-4.000,-,-,-,-,-,79.200,-
'19:10.056',-0.008,-,-3.000,-,-,-,-,-,79.200,-
'19:10.064',-0.024,-,-4.000,-,-,-,-,-,78.000,-
'19:10.072',-0.040,-,-5.000,-,-,-,-,-,78.000,-
'19:10.080',-0.024,-,-3.000,-,-,-,-,-,76.800,-
'19:10.088',-0.064,-,-7.000,-,-,-,-,-,76.800,-
'19:10.096',0.000,-,1.000,-,-,-,-,-,75.600,-
'19:10.104',0.008,-,4.000,-,-,-,-,-,75.600,-
'19:10.112',0.000,-,6.000,-,-,-,-,-,74.400,-
'19:10.120',0.008,-,6.000,-,-,-,-,-,74.400,-
'19:10.128',-0.024,-,2.000,-,-,-,-,-,74.400,-
'19:10.136',0.016,-,1.000,-,-,-,-,-,73.200,-
'19:10.144',0.024,-,0.000,-,-,-,-,-,73.200,-
'19:10.152',0.000,-,0.000,-,-,-,-,-,73.200,-
