'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:31:24.352',0.000,-,-,84.000,10.800
'13:31:24.360',0.032,-,-,84.000,11.200
'13:31:24.368',0.112,-,-,84.000,12.000
'13:31:24.376',0.208,-,-,83.200,12.400
'13:31:24.384',0.272,-,-,83.200,12.800
'13:31:24.392',0.176,-,-,82.400,12.400
'13:31:24.400',0.096,-,-,81.600,12.400
'13:31:24.408',0.000,-,-,80.800,12.000
'13:31:24.416',0.048,-,-,79.200,12.000
'13:31:24.424',0.032,-,-,77.600,12.000
'13:31:24.432',0.048,-,-,76.000,12.000
'13:31:24.440',0.000,-,-,74.400,11.600
'13:31:24.448',-0.080,-,-,72.000,10.800
'13:31:24.456',-0.064,-,-,70.400,10.400
'13:31:24.464',-0.016,-,-,68.000,10.000
'13:31:24.472',-0.080,-,-,66.400,10.000
'13:31:24.480',-0.064,-,-,64.000,10.400
'13:31:24.488',-0.032,-,-,62.400,10.400
'13:31:24.496',-0.016,-,-,60.800,10.400
'13:31:24.504',-0.032,-,-,59.200,10.400
'13:31:24.512',-0.016,-,-,57.600,11.200
'13:31:24.520',-0.032,-,-,56.000,12.800
'13:31:24.528',-0.016,-,-,55.200,14.800
'13:31:24.536',-0.016,-,-,54.400,18.000
'13:31:24.544',-0.016,-,-,54.400,21.200
'13:31:24.552',-0.016,-,-,54.400,24.400
'13:31:24.560',-0.016,-,-,55.200,28.000
'13:31:24.568',-0.016,-,-,56.000,30.800
'13:31:24.576',-0.016,-,-,56.800,32.800
'13:31:24.584',-0.016,-,-,58.400,34.400
'13:31:24.592',-0.016,-,-,60.000,34.800
'13:31:24.600',-0.032,-,-,60.800,34.800
'13:31:24.608',-0.016,-,-,62.400,34.000
'13:31:24.616',-0.016,-,-,64.800,33.200
'13:31:24.624',-0.032,-,-,66.400,31.600
'13:31:24.632',-0.016,-,-,68.800,30.400
'13:31:24.640',-0.032,-,-,72.000,28.800
'13:31:24.648',-0.016,-,-,74.400,27.200
'13:31:24.656',-0.032,-,-,76.800,26.000
'13:31:24.664',-0.016,-,-,77.600,24.800
'13:31:24.672',-0.032,-,-,77.600,23.600
'13:31:24.680',-0.032,-,-,79.200,22.800
'13:31:24.688',-0.016,-,-,80.800,22.000
'13:31:24.696',-0.032,-,-,81.600,21.200
'13:31:24.704',-0.016,-,-,82.400,20.000
'13:31:24.712',-0.016,-,-,82.400,18.800
