'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:16.760',-,-,-,-,-,-,-0.080,-0.088,68.400,-
'35:16.768',-,-,-,-,-,-,-0.080,-0.112,68.400,-
'35:16.776',-,-,-,-,-,-,-0.080,-0.088,68.400,-
'35:16.784',-,-,-,-,-,-,-0.080,-0.112,68.400,-
'35:16.792',-,-,-,-,-,-,-0.080,-0.112,68.400,-
'35:16.800',-,-,-,-,-,-,-0.104,-0.136,68.400,-
'35:16.808',-,-,-,-,-,-,-0.104,-0.112,67.200,-
'35:16.816',-,-,-,-,-,-,-0.104,-0.160,67.200,-
'35:16.824',-,-,-,-,-,-,-0.104,-0.112,66.000,-
'35:16.832',-,-,-,-,-,-,-0.104,-0.136,66.000,-
'35:16.840',-,-,-,-,-,-,-0.080,-0.160,66.000,-
'35:16.848',-,-,-,-,-,-,0.016,-0.040,64.800,-
'35:16.856',-,-,-,-,-,-,0.104,0.040,64.800,-
'35:16.864',-,-,-,-,-,-,0.016,0.064,64.800,-
'35:16.872',-,-,-,-,-,-,-0.248,-0.064,63.600,-
'35:16.880',-,-,-,-,-,-,-0.568,-0.416,62.400,-
'35:16.888',-,-,-,-,-,-,-0.680,-0.808,62.400,-
'35:16.896',-,-,-,-,-,-,-0.552,-0.808,61.200,-
'35:16.904',-,-,-,-,-,-,-0.400,-0.488,61.200,-
'35:16.912',-,-,-,-,-,-,-0.336,-0.368,60.000,-
'35:16.920',-,-,-,-,-,-,-0.272,-0.272,60.000,-
'35:16.928',-,-,-,-,-,-,-0.208,-0.208,61.200,-
'35:16.936',-,-,-,-,-,-,-0.184,-0.208,62.400,-
'35:16.944',-,-,-,-,-,-,-0.168,-0.184,64.800,-
'35:16.952',-,-,-,-,-,-,-0.144,-0.184,68.400,-
'35:16.960',-,-,-,-,-,-,-0.104,-0.136,74.400,-
'35:16.968',-,-,-,-,-,-,-0.056,-0.088,81.600,-
'35:16.976',-,-,-,-,-,-,-0.040,-0.040,88.800,-
'35:16.984',-,-,-,-,-,-,-0.040,-0.040,93.600,-
'35:16.992',-,-,-,-,-,-,-0.040,-0.040,97.200,-
'35:17.000',-,-,-,-,-,-,-0.016,-0.016,98.400,-
'35:17.008',-,-,-,-,-,-,-0.016,-0.016,102.000,-
'35:17.016',-,-,-,-,-,-,-0.016,-0.040,104.400,-
'35:17.024',-,-,-,-,-,-,-0.040,-0.016,105.600,-
