'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'7:48.192',-0.043,-0.125,-,-,-,124.000,44.880
'7:48.200',-0.035,-0.125,-,-,-,125.600,44.880
'7:48.208',-0.035,-0.125,-,-,-,128.000,44.880
'7:48.216',-0.052,-0.100,-,-,-,129.600,44.880
'7:48.224',-0.070,-0.100,-,-,-,132.000,44.880
'7:48.232',-0.017,-0.050,-,-,-,134.400,44.880
'7:48.240',0.009,-0.025,-,-,-,136.800,44.880
'7:48.248',0.000,-0.025,-,-,-,139.200,44.880
'7:48.256',-0.009,0.000,-,-,-,140.800,44.880
'7:48.264',-0.017,0.025,-,-,-,143.200,44.880
'7:48.272',-0.035,0.050,-,-,-,144.800,44.880
'7:48.280',-0.043,0.100,-,-,-,146.400,44.880
'7:48.288',-0.035,0.125,-,-,-,147.200,44.880
'7:48.296',-0.035,0.150,-,-,-,148.000,44.880
'7:48.304',-0.035,0.175,-,-,-,148.800,44.880
'7:48.312',-0.017,0.175,-,-,-,148.800,44.880
'7:48.320',-0.043,0.150,-,-,-,148.800,44.880
'7:48.328',-0.070,0.100,-,-,-,148.800,44.880
'7:48.336',-0.035,0.050,-,-,-,148.800,44.880
'7:48.344',0.009,0.025,-,-,-,148.800,44.880
'7:48.352',0.017,0.000,-,-,-,148.000,44.880
'7:48.360',-0.009,0.000,-,-,-,148.000,44.880
'7:48.368',-0.009,-0.025,-,-,-,147.200,44.880
'7:48.376',-0.017,-0.025,-,-,-,146.400,44.880
'7:48.384',-0.035,-0.025,-,-,-,144.800,44.880
'7:48.392',-0.043,0.000,-,-,-,144.000,44.880
'7:48.400',-0.035,0.025,-,-,-,143.200,44.880
'7:48.408',-0.017,0.075,-,-,-,141.600,44.880
'7:48.416',-0.017,0.125,-,-,-,140.800,44.880
'7:48.424',-0.017,0.175,-,-,-,140.000,44.880
'7:48.432',-0.009,0.225,-,-,-,139.200,44.880
'7:48.440',0.009,0.275,-,-,-,137.600,44.880
'7:48.448',0.017,0.275,-,-,-,136.800,44.880
'7:48.456',0.017,0.300,-,-,-,136.000,44.880
'7:48.464',0.017,0.275,-,-,-,135.200,44.880
'7:48.472',0.035,0.250,-,-,-,134.400,44.880
'7:48.480',0.035,0.225,-,-,-,134.400,44.880
'7:48.488',0.000,0.200,-,-,-,133.600,44.880
'7:48.496',-0.017,0.175,-,-,-,132.800,44.880
'7:48.504',-0.043,0.200,-,-,-,132.800,44.880
'7:48.512',-0.035,0.225,-,-,-,132.000,44.880
'7:48.520',0.035,0.200,-,-,-,131.200,44.880
'7:48.528',0.070,0.150,-,-,-,131.200,44.880
'7:48.536',0.052,0.075,-,-,-,130.400,44.880
'7:48.544',0.035,0.025,-,-,-,130.400,44.880
'7:48.552',-0.009,0.000,-,-,-,129.600,44.880
'7:48.560',-0.043,0.075,-,-,-,128.800,44.880
'7:48.568',-0.052,0.150,-,-,-,128.000,44.880
'7:48.576',-0.017,0.200,-,-,-,128.000,44.880
'7:48.584',0.052,0.225,-,-,-,127.200,44.880
'7:48.592',0.104,0.200,-,-,-,126.400,44.880
'7:48.600',0.078,0.125,-,-,-,126.400,44.880
'7:48.608',0.052,0.075,-,-,-,125.600,44.880
'7:48.616',0.035,0.050,-,-,-,124.800,44.880
'7:48.624',0.035,0.050,-,-,-,124.800,44.880
'7:48.632',0.017,0.075,-,-,-,124.000,44.880
'7:48.640',0.009,0.100,-,-,-,124.000,44.880
'7:48.648',0.035,0.125,-,-,-,123.200,44.880
'7:48.656',0.070,0.150,-,-,-,124.000,44.880
'7:48.664',0.078,0.175,-,-,-,124.800,44.880
'7:48.672',0.070,0.100,-,-,-,125.600,44.880
'7:48.680',0.043,0.050,-,-,-,127.200,44.880
'7:48.688',0.035,0.050,-,-,-,128.800,44.880
'7:48.696',0.017,0.025,-,-,-,130.400,44.880
'7:48.704',0.017,-0.025,-,-,-,132.800,44.880
'7:48.712',0.035,-0.050,-,-,-,135.200,44.880
'7:48.720',0.035,-0.075,-,-,-,137.600,44.880
'7:48.728',0.017,-0.050,-,-,-,140.000,44.880
'7:48.736',0.000,-0.050,-,-,-,142.400,44.880
'7:48.744',0.000,-0.050,-,-,-,144.800,44.880
'7:48.752',0.000,-0.050,-,-,-,146.400,44.880
'7:48.760',-0.009,-0.050,-,-,-,147.200,44.880
'7:48.768',-0.017,-0.025,-,-,-,148.800,44.880
'7:48.776',-0.035,0.025,-,-,-,149.600,44.880
'7:48.784',-0.017,0.050,-,-,-,150.400,44.880
'7:48.792',-0.017,0.050,-,-,-,150.400,44.880
'7:48.800',-0.052,0.050,-,-,-,150.400,44.880
'7:48.808',-0.043,0.050,-,-,-,150.400,44.880
'7:48.816',-0.009,0.075,-,-,-,150.400,44.880
'7:48.824',-0.009,0.050,-,-,-,149.600,44.880
'7:48.832',-0.017,0.050,-,-,-,148.800,44.880
'7:48.840',-0.035,0.025,-,-,-,148.000,44.880
