'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'2:36.192',0.165,-0.150,-,-,-,92.000,-
'2:36.200',0.104,-0.250,-,-,-,89.600,-
'2:36.208',0.096,-0.275,-,-,-,87.200,-
'2:36.216',0.096,-0.300,-,-,-,84.800,-
'2:36.224',0.096,-0.300,-,-,-,82.400,-
'2:36.232',0.078,-0.325,-,-,-,80.000,-
'2:36.240',0.078,-0.325,-,-,-,78.400,-
'2:36.248',0.070,-0.300,-,-,-,76.800,-
'2:36.256',0.070,-0.300,-,-,-,76.000,-
'2:36.264',0.052,-0.300,-,-,-,76.000,-
'2:36.272',0.035,-0.325,-,-,-,76.800,-
'2:36.280',0.035,-0.300,-,-,-,78.400,-
'2:36.288',0.070,-0.275,-,-,-,79.200,-
'2:36.296',0.070,-0.275,-,-,-,80.800,-
'2:36.304',0.070,-0.275,-,-,-,82.400,-
'2:36.312',0.052,-0.275,-,-,-,84.800,-
'2:36.320',0.017,-0.275,-,-,-,86.400,-
'2:36.328',0.009,-0.250,-,-,-,88.000,-
'2:36.336',-0.009,-0.225,-,-,-,88.800,-
'2:36.344',-0.035,-0.225,-,-,-,90.400,-
'2:36.352',-0.043,-0.225,-,-,-,91.200,-
'2:36.360',-0.052,-0.200,-,-,-,92.000,-
'2:36.368',-0.052,-0.175,-,-,-,92.800,-
'2:36.376',-0.052,-0.175,-,-,-,93.600,-
'2:36.384',-0.052,-0.150,-,-,-,93.600,-
'2:36.392',-0.052,-0.150,-,-,-,94.400,-
'2:36.400',-0.052,-0.125,-,-,-,94.400,-
'2:36.408',-0.043,-0.125,-,-,-,94.400,-
'2:36.416',-0.035,-0.125,-,-,-,94.400,-
'2:36.424',-0.043,-0.150,-,-,-,94.400,-
'2:36.432',-0.070,-0.175,-,-,-,93.600,-
'2:36.440',-0.043,-0.175,-,-,-,93.600,-
'2:36.448',-0.009,-0.175,-,-,-,93.600,-
'2:36.456',-0.009,-0.175,-,-,-,93.600,-
'2:36.464',-0.017,-0.175,-,-,-,94.400,-
'2:36.472',-0.017,-0.200,-,-,-,95.200,-
'2:36.480',-0.009,-0.200,-,-,-,96.000,-
'2:36.488',0.000,-0.200,-,-,-,96.800,-
'2:36.496',0.000,-0.175,-,-,-,97.600,-
'2:36.504',-0.009,-0.175,-,-,-,99.200,-
'2:36.512',0.009,-0.125,-,-,-,100.000,-
'2:36.520',0.009,-0.075,-,-,-,101.600,-
'2:36.528',0.009,-0.050,-,-,-,103.200,-
'2:36.536',0.017,-0.025,-,-,-,104.800,-
'2:36.544',0.017,-0.025,-,-,-,106.400,-
'2:36.552',0.009,-0.050,-,-,-,108.800,-
'2:36.560',0.000,-0.100,-,-,-,110.400,-
'2:36.568',-0.009,-0.125,-,-,-,112.000,-
'2:36.576',-0.017,-0.150,-,-,-,113.600,-
'2:36.584',-0.043,-0.175,-,-,-,114.400,-
'2:36.592',-0.078,-0.225,-,-,-,115.200,-
'2:36.600',-0.096,-0.250,-,-,-,114.400,-
'2:36.608',-0.070,-0.250,-,-,-,113.600,-
'2:36.616',-0.035,-0.250,-,-,-,112.000,-
'2:36.624',-0.017,-0.275,-,-,-,110.400,-
'2:36.632',-0.035,-0.275,-,-,-,108.000,-
'2:36.640',-0.052,-0.300,-,-,-,105.600,-
