'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'34:30:55.152',-0.032,-,-,68.800
'34:30:55.160',-0.040,-,-,66.400
'34:30:55.168',-0.040,-,-,64.000
'34:30:55.176',-0.048,-,-,61.600
'34:30:55.184',-0.040,-,-,59.200
'34:30:55.192',-0.040,-,-,57.600
'34:30:55.200',-0.048,-,-,55.200
'34:30:55.208',-0.048,-,-,53.600
'34:30:55.216',-0.048,-,-,52.800
'34:30:55.224',-0.048,-,-,51.200
'34:30:55.232',-0.048,-,-,50.400
'34:30:55.240',-0.056,-,-,50.400
'34:30:55.248',-0.064,-,-,49.600
'34:30:55.256',-0.064,-,-,49.600
'34:30:55.264',-0.056,-,-,49.600
'34:30:55.272',-0.056,-,-,49.600
'34:30:55.280',-0.048,-,-,49.600
'34:30:55.288',-0.056,-,-,49.600
'34:30:55.296',-0.056,-,-,50.400
'34:30:55.304',-0.056,-,-,50.400
'34:30:55.312',-0.056,-,-,51.200
'34:30:55.320',-0.056,-,-,51.200
'34:30:55.328',-0.064,-,-,51.200
'34:30:55.336',-0.064,-,-,51.200
'34:30:55.344',-0.064,-,-,51.200
'34:30:55.352',-0.064,-,-,52.000
'34:30:55.360',-0.064,-,-,52.000
'34:30:55.368',-0.064,-,-,52.000
'34:30:55.376',-0.064,-,-,51.200
'34:30:55.384',-0.056,-,-,51.200
'34:30:55.392',-0.056,-,-,51.200
'34:30:55.400',-0.056,-,-,51.200
'34:30:55.408',-0.056,-,-,50.400
'34:30:55.416',-0.064,-,-,50.400
'34:30:55.424',-0.072,-,-,50.400
'34:30:55.432',-0.072,-,-,49.600
'34:30:55.440',-0.072,-,-,49.600
'34:30:55.448',-0.072,-,-,48.800
'34:30:55.456',-0.072,-,-,48.800
'34:30:55.464',-0.056,-,-,48.000
'34:30:55.472',-0.048,-,-,48.000
'34:30:55.480',-0.048,-,-,47.200
'34:30:55.488',-0.048,-,-,47.200
'34:30:55.496',-0.048,-,-,47.200
'34:30:55.504',-0.048,-,-,46.400
'34:30:55.512',-0.048,-,-,46.400
'34:30:55.520',-0.056,-,-,46.400
'34:30:55.528',-0.056,-,-,46.400
'34:30:55.536',-0.056,-,-,45.600
'34:30:55.544',-0.056,-,-,45.600
'34:30:55.552',-0.048,-,-,45.600
'34:30:55.560',-0.048,-,-,45.600
'34:30:55.568',-0.048,-,-,44.800
'34:30:55.576',-0.048,-,-,44.800
'34:30:55.584',-0.048,-,-,44.800
'34:30:55.592',-0.048,-,-,44.800
'34:30:55.600',-0.040,-,-,44.800
'34:30:55.608',-0.040,-,-,44.000
'34:30:55.616',0.008,-,-,44.000
'34:30:55.624',0.120,-,-,44.000
'34:30:55.632',0.296,-,-,44.000
'34:30:55.640',0.440,-,-,43.200
'34:30:55.648',0.504,-,-,43.200
'34:30:55.656',0.512,-,-,43.200
'34:30:55.664',0.432,-,-,43.200
'34:30:55.672',0.280,-,-,43.200
'34:30:55.680',0.112,-,-,43.200
'34:30:55.688',0.000,-,-,42.400
'34:30:55.696',-0.056,-,-,42.400
'34:30:55.704',-0.056,-,-,42.400
'34:30:55.712',-0.048,-,-,42.400
'34:30:55.720',-0.048,-,-,42.400
'34:30:55.728',-0.056,-,-,42.400
'34:30:55.736',-0.064,-,-,42.400
'34:30:55.744',-0.064,-,-,42.400
'34:30:55.752',-0.064,-,-,42.400
'34:30:55.760',-0.064,-,-,42.400
'34:30:55.768',-0.072,-,-,42.400
'34:30:55.776',-0.064,-,-,42.400
'34:30:55.784',-0.056,-,-,42.400
'34:30:55.792',-0.048,-,-,43.200
'34:30:55.800',-0.040,-,-,44.000
'34:30:55.808',-0.032,-,-,45.600
'34:30:55.816',-0.024,-,-,48.000
'34:30:55.824',-0.016,-,-,52.000
'34:30:55.832',-0.008,-,-,56.800
'34:30:55.840',0.008,-,-,61.600
'34:30:55.848',0.008,-,-,67.200
'34:30:55.856',0.016,-,-,72.800
'34:30:55.864',0.024,-,-,79.200
'34:30:55.872',0.032,-,-,84.800
'34:30:55.880',0.040,-,-,89.600
'34:30:55.888',0.040,-,-,94.400
'34:30:55.896',0.032,-,-,97.600
'34:30:55.904',0.024,-,-,100.800
'34:30:55.912',0.024,-,-,103.200
'34:30:55.920',0.024,-,-,104.800
'34:30:55.928',0.024,-,-,105.600
'34:30:55.936',0.024,-,-,105.600
'34:30:55.944',0.024,-,-,104.800
'34:30:55.952',0.024,-,-,104.000
'34:30:55.960',0.016,-,-,103.200
'34:30:55.968',0.000,-,-,101.600
'34:30:55.976',-0.016,-,-,100.000
'34:30:55.984',-0.024,-,-,97.600
'34:30:55.992',-0.024,-,-,96.000
'34:30:56.000',-0.032,-,-,92.800
'34:30:56.008',-0.032,-,-,90.400
'34:30:56.016',-0.032,-,-,87.200
'34:30:56.024',-0.024,-,-,84.000
'34:30:56.032',-0.024,-,-,80.800
'34:30:56.040',-0.024,-,-,77.600
'34:30:56.048',-0.032,-,-,74.400
'34:30:56.056',-0.032,-,-,72.000
'34:30:56.064',-0.032,-,-,69.600
'34:30:56.072',-0.032,-,-,67.200
'34:30:56.080',-0.032,-,-,65.600
'34:30:56.088',-0.032,-,-,64.000
'34:30:56.096',-0.032,-,-,63.200
'34:30:56.104',-0.024,-,-,62.400
'34:30:56.112',-0.024,-,-,62.400
'34:30:56.120',-0.024,-,-,61.600
'34:30:56.128',-0.024,-,-,62.400
'34:30:56.136',-0.040,-,-,62.400
'34:30:56.144',-0.048,-,-,62.400
'34:30:56.152',-0.048,-,-,63.200
'34:30:56.160',-0.048,-,-,63.200
'34:30:56.168',-0.048,-,-,64.000
'34:30:56.176',-0.040,-,-,64.000
'34:30:56.184',-0.040,-,-,64.000
'34:30:56.192',-0.040,-,-,64.800
'34:30:56.200',-0.040,-,-,64.800
'34:30:56.208',-0.040,-,-,64.800
'34:30:56.216',-0.040,-,-,64.800
'34:30:56.224',-0.040,-,-,64.000
'34:30:56.232',-0.040,-,-,64.000
'34:30:56.240',-0.040,-,-,64.000
'34:30:56.248',-0.048,-,-,63.200
'34:30:56.256',-0.048,-,-,63.200
'34:30:56.264',-0.048,-,-,62.400
'34:30:56.272',-0.048,-,-,62.400
'34:30:56.280',-0.048,-,-,61.600
'34:30:56.288',-0.048,-,-,61.600
'34:30:56.296',-0.048,-,-,60.800
'34:30:56.304',-0.032,-,-,60.000
'34:30:56.312',0.040,-,-,60.000
'34:30:56.320',0.176,-,-,59.200
'34:30:56.328',0.312,-,-,58.400
'34:30:56.336',0.400,-,-,58.400
'34:30:56.344',0.408,-,-,57.600
'34:30:56.352',0.344,-,-,56.800
'34:30:56.360',0.240,-,-,56.800
'34:30:56.368',0.096,-,-,56.000
'34:30:56.376',-0.024,-,-,56.000
'34:30:56.384',-0.080,-,-,55.200
'34:30:56.392',-0.096,-,-,55.200
'34:30:56.400',-0.080,-,-,54.400
'34:30:56.408',-0.064,-,-,54.400
'34:30:56.416',-0.048,-,-,53.600
'34:30:56.424',-0.040,-,-,53.600
'34:30:56.432',-0.032,-,-,53.600
'34:30:56.440',-0.024,-,-,52.800
'34:30:56.448',-0.024,-,-,52.800
'34:30:56.456',-0.032,-,-,52.800
'34:30:56.464',-0.032,-,-,52.800
'34:30:56.472',-0.024,-,-,52.800
'34:30:56.480',-0.024,-,-,52.800
'34:30:56.488',-0.024,-,-,53.600
