'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:25:32.352',-0.032,-,-,57.600,32.400
'13:25:32.360',-0.032,-,-,58.400,36.000
'13:25:32.368',-0.032,-,-,59.200,39.200
'13:25:32.376',-0.032,-,-,60.800,41.200
'13:25:32.384',-0.032,-,-,61.600,42.000
'13:25:32.392',-0.032,-,-,63.200,42.000
'13:25:32.400',-0.032,-,-,64.800,41.600
'13:25:32.408',-0.048,-,-,66.400,40.000
'13:25:32.416',-0.032,-,-,68.000,38.400
'13:25:32.424',-0.032,-,-,71.200,36.800
'13:25:32.432',-0.048,-,-,74.400,34.800
'13:25:32.440',-0.032,-,-,77.600,33.200
'13:25:32.448',-0.032,-,-,80.800,31.600
'13:25:32.456',-0.032,-,-,82.400,30.400
'13:25:32.464',-0.032,-,-,83.200,29.600
'13:25:32.472',-0.032,-,-,84.000,28.800
'13:25:32.480',-0.032,-,-,85.600,28.000
'13:25:32.488',-0.032,-,-,86.400,27.600
'13:25:32.496',-0.032,-,-,88.000,26.800
'13:25:32.504',-0.032,-,-,88.000,26.000
'13:25:32.512',-0.032,-,-,88.000,24.400
'13:25:32.520',-0.016,-,-,87.200,22.000
'13:25:32.528',-0.032,-,-,85.600,19.600
'13:25:32.536',-0.016,-,-,84.800,17.200
'13:25:32.544',-0.016,-,-,83.200,14.800
'13:25:32.552',-0.016,-,-,81.600,13.600
'13:25:32.560',-0.016,-,-,80.000,13.600
'13:25:32.568',-0.016,-,-,78.400,14.800
'13:25:32.576',-0.016,-,-,76.800,16.400
'13:25:32.584',-0.016,-,-,76.000,17.600
'13:25:32.592',-0.016,-,-,74.400,19.200
'13:25:32.600',-0.016,-,-,73.600,20.400
'13:25:32.608',-0.032,-,-,72.000,21.200
'13:25:32.616',-0.016,-,-,71.200,21.600
'13:25:32.624',-0.016,-,-,70.400,21.600
'13:25:32.632',-0.016,-,-,70.400,21.200
'13:25:32.640',0.000,-,-,70.400,20.400
'13:25:32.648',-0.016,-,-,70.400,19.200
'13:25:32.656',0.000,-,-,71.200,18.400
'13:25:32.664',0.000,-,-,72.000,17.200
'13:25:32.672',0.000,-,-,72.000,16.400
'13:25:32.680',0.000,-,-,72.800,16.000
'13:25:32.688',0.000,-,-,73.600,15.600
'13:25:32.696',0.000,-,-,75.200,15.200
'13:25:32.704',0.032,-,-,76.000,15.200
'13:25:32.712',0.048,-,-,76.800,14.800
'13:25:32.720',0.064,-,-,77.600,14.400
'13:25:32.728',0.080,-,-,78.400,14.400
