'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'53:13.760',-,-,-,-,-,-,0.120,0.088,97.200,-
'53:13.768',-,-,-,-,-,-,0.184,0.160,97.200,-
'53:13.776',-,-,-,-,-,-,0.248,0.232,97.200,-
'53:13.784',-,-,-,-,-,-,0.336,0.320,96.000,-
'53:13.792',-,-,-,-,-,-,0.424,0.392,94.800,-
'53:13.800',-,-,-,-,-,-,0.488,0.464,94.800,-
'53:13.808',-,-,-,-,-,-,0.528,0.528,93.600,-
'53:13.816',-,-,-,-,-,-,0.552,0.552,92.400,-
'53:13.824',-,-,-,-,-,-,0.568,0.552,91.200,-
'53:13.832',-,-,-,-,-,-,0.528,0.576,90.000,-
'53:13.840',-,-,-,-,-,-,0.464,0.504,88.800,-
'53:13.848',-,-,-,-,-,-,0.376,0.392,86.400,-
'53:13.856',-,-,-,-,-,-,0.312,0.344,84.000,-
'53:13.864',-,-,-,-,-,-,0.232,0.248,81.600,-
'53:13.872',-,-,-,-,-,-,0.168,0.184,78.000,-
'53:13.880',-,-,-,-,-,-,0.120,0.136,75.600,-
'53:13.888',-,-,-,-,-,-,0.080,0.088,73.200,-
'53:13.896',-,-,-,-,-,-,0.056,0.064,72.000,-
'53:13.904',-,-,-,-,-,-,0.040,0.040,72.000,-
'53:13.912',-,-,-,-,-,-,0.040,0.016,72.000,-
'53:13.920',-,-,-,-,-,-,0.040,0.000,70.800,-
'53:13.928',-,-,-,-,-,-,0.016,0.040,69.600,-
'53:13.936',-,-,-,-,-,-,0.000,0.000,69.600,-
'53:13.944',-,-,-,-,-,-,0.000,0.000,68.400,-
'53:13.952',-,-,-,-,-,-,0.000,-0.016,68.400,-
'53:13.960',-,-,-,-,-,-,0.000,0.000,68.400,-
'53:13.968',-,-,-,-,-,-,-0.016,0.000,67.200,-
'53:13.976',-,-,-,-,-,-,0.000,-0.016,67.200,-
'53:13.984',-,-,-,-,-,-,0.000,0.000,66.000,-
'53:13.992',-,-,-,-,-,-,0.000,0.000,66.000,-
'53:14.000',-,-,-,-,-,-,0.016,0.000,66.000,-
'53:14.008',-,-,-,-,-,-,0.016,0.016,64.800,-
'53:14.016',-,-,-,-,-,-,0.000,0.040,64.800,-
'53:14.024',-,-,-,-,-,-,-0.016,0.000,64.800,-
'53:14.032',-,-,-,-,-,-,-0.016,-0.016,63.600,-
'53:14.040',-,-,-,-,-,-,-0.016,0.000,63.600,-
'53:14.048',-,-,-,-,-,-,-0.016,-0.016,63.600,-
'53:14.056',-,-,-,-,-,-,-0.040,-0.040,62.400,-
'53:14.064',-,-,-,-,-,-,-0.040,-0.040,62.400,-
'53:14.072',-,-,-,-,-,-,-0.016,-0.016,62.400,-
'53:14.080',-,-,-,-,-,-,-0.016,0.000,62.400,-
'53:14.088',-,-,-,-,-,-,0.000,0.000,62.400,-
'53:14.096',-,-,-,-,-,-,-0.016,-0.016,62.400,-
'53:14.104',-,-,-,-,-,-,-0.040,-0.016,61.200,-
'53:14.112',-,-,-,-,-,-,-0.040,-0.040,61.200,-
'53:14.120',-,-,-,-,-,-,-0.040,-0.040,61.200,-
'53:14.128',-,-,-,-,-,-,-0.016,-0.016,61.200,-
'53:14.136',-,-,-,-,-,-,-0.016,-0.040,61.200,-
'53:14.144',-,-,-,-,-,-,-0.016,-0.016,60.000,-
'53:14.152',-,-,-,-,-,-,-0.016,-0.016,60.000,-
'53:14.160',-,-,-,-,-,-,0.000,-0.040,58.800,-
'53:14.168',-,-,-,-,-,-,0.080,0.000,58.800,-
'53:14.176',-,-,-,-,-,-,0.120,0.088,58.800,-
'53:14.184',-,-,-,-,-,-,0.040,0.136,57.600,-
'53:14.192',-,-,-,-,-,-,-0.184,-0.040,57.600,-
'53:14.200',-,-,-,-,-,-,-0.440,-0.344,56.400,-
'53:14.208',-,-,-,-,-,-,-0.504,-0.648,56.400,-
'53:14.216',-,-,-,-,-,-,-0.400,-0.488,56.400,-
'53:14.224',-,-,-,-,-,-,-0.272,-0.368,55.200,-
'53:14.232',-,-,-,-,-,-,-0.184,-0.248,55.200,-
'53:14.240',-,-,-,-,-,-,-0.120,-0.136,55.200,-
'53:14.248',-,-,-,-,-,-,-0.104,-0.088,55.200,-
'53:14.256',-,-,-,-,-,-,-0.080,-0.112,56.400,-
'53:14.264',-,-,-,-,-,-,-0.080,-0.064,58.800,-
'53:14.272',-,-,-,-,-,-,-0.056,-0.064,62.400,-
'53:14.280',-,-,-,-,-,-,-0.040,-0.016,68.400,-
'53:14.288',-,-,-,-,-,-,-0.040,0.000,75.600,-
'53:14.296',-,-,-,-,-,-,-0.040,-0.040,84.000,-
'53:14.304',-,-,-,-,-,-,-0.040,-0.040,88.800,-
'53:14.312',-,-,-,-,-,-,0.000,-0.064,91.200,-
'53:14.320',-,-,-,-,-,-,0.016,0.000,93.600,-
'53:14.328',-,-,-,-,-,-,0.016,0.016,96.000,-
'53:14.336',-,-,-,-,-,-,0.016,0.000,97.200,-
'53:14.344',-,-,-,-,-,-,0.040,0.000,98.400,-
'53:14.352',-,-,-,-,-,-,0.056,0.040,98.400,-
'53:14.360',-,-,-,-,-,-,0.080,0.040,98.400,-
'53:14.368',-,-,-,-,-,-,0.104,0.064,98.400,-
'53:14.376',-,-,-,-,-,-,0.168,0.136,98.400,-
'53:14.384',-,-,-,-,-,-,0.208,0.184,97.200,-
'53:14.392',-,-,-,-,-,-,0.248,0.232,97.200,-
'53:14.400',-,-,-,-,-,-,0.336,0.296,96.000,-
'53:14.408',-,-,-,-,-,-,0.424,0.392,94.800,-
'53:14.416',-,-,-,-,-,-,0.464,0.440,94.800,-
'53:14.424',-,-,-,-,-,-,0.504,0.488,93.600,-
'53:14.432',-,-,-,-,-,-,0.528,0.504,92.400,-
'53:14.440',-,-,-,-,-,-,0.488,0.488,91.200,-
'53:14.448',-,-,-,-,-,-,0.440,0.440,88.800,-
'53:14.456',-,-,-,-,-,-,0.376,0.392,87.600,-
'53:14.464',-,-,-,-,-,-,0.296,0.296,85.200,-
'53:14.472',-,-,-,-,-,-,0.232,0.208,82.800,-
'53:14.480',-,-,-,-,-,-,0.168,0.160,79.200,-
'53:14.488',-,-,-,-,-,-,0.104,0.112,76.800,-
'53:14.496',-,-,-,-,-,-,0.040,0.040,74.400,-
'53:14.504',-,-,-,-,-,-,0.016,0.000,73.200,-
'53:14.512',-,-,-,-,-,-,0.016,0.000,72.000,-
'53:14.520',-,-,-,-,-,-,0.016,0.000,72.000,-
'53:14.528',-,-,-,-,-,-,0.000,0.000,70.800,-
'53:14.536',-,-,-,-,-,-,0.000,-0.016,70.800,-
'53:14.544',-,-,-,-,-,-,-0.016,-0.016,69.600,-
'53:14.552',-,-,-,-,-,-,-0.016,-0.040,69.600,-
'53:14.560',-,-,-,-,-,-,-0.016,-0.064,68.400,-
'53:14.568',-,-,-,-,-,-,-0.016,-0.040,68.400,-
'53:14.576',-,-,-,-,-,-,-0.040,-0.040,67.200,-
'53:14.584',-,-,-,-,-,-,-0.040,-0.040,67.200,-
'53:14.592',-,-,-,-,-,-,-0.040,-0.040,66.000,-
