'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'34:49:05.152',0.384,-,-,51.200
'34:49:05.160',0.448,-,-,51.200
'34:49:05.168',0.448,-,-,51.200
'34:49:05.176',0.408,-,-,51.200
'34:49:05.184',0.296,-,-,51.200
'34:49:05.192',0.136,-,-,51.200
'34:49:05.200',0.016,-,-,51.200
'34:49:05.208',-0.040,-,-,50.400
'34:49:05.216',-0.056,-,-,50.400
'34:49:05.224',-0.048,-,-,50.400
'34:49:05.232',-0.040,-,-,50.400
'34:49:05.240',-0.048,-,-,50.400
'34:49:05.248',-0.048,-,-,50.400
'34:49:05.256',-0.048,-,-,49.600
'34:49:05.264',-0.040,-,-,49.600
'34:49:05.272',-0.032,-,-,49.600
'34:49:05.280',-0.032,-,-,49.600
'34:49:05.288',-0.024,-,-,49.600
'34:49:05.296',-0.016,-,-,49.600
'34:49:05.304',-0.008,-,-,49.600
'34:49:05.312',0.000,-,-,49.600
'34:49:05.320',0.008,-,-,50.400
'34:49:05.328',0.008,-,-,52.000
'34:49:05.336',0.016,-,-,54.400
'34:49:05.344',0.024,-,-,57.600
'34:49:05.352',0.024,-,-,61.600
'34:49:05.360',0.032,-,-,66.400
'34:49:05.368',0.032,-,-,71.200
'34:49:05.376',0.032,-,-,76.000
'34:49:05.384',0.032,-,-,80.800
'34:49:05.392',0.040,-,-,85.600
'34:49:05.400',0.040,-,-,90.400
'34:49:05.408',0.040,-,-,94.400
'34:49:05.416',0.048,-,-,97.600
'34:49:05.424',0.056,-,-,100.800
'34:49:05.432',0.064,-,-,103.200
'34:49:05.440',0.064,-,-,104.800
'34:49:05.448',0.064,-,-,105.600
'34:49:05.456',0.064,-,-,105.600
'34:49:05.464',0.064,-,-,105.600
'34:49:05.472',0.048,-,-,104.800
'34:49:05.480',0.032,-,-,104.000
'34:49:05.488',0.016,-,-,102.400
'34:49:05.496',0.008,-,-,101.600
'34:49:05.504',0.000,-,-,100.000
'34:49:05.512',-0.008,-,-,97.600
'34:49:05.520',-0.016,-,-,96.000
'34:49:05.528',-0.024,-,-,93.600
'34:49:05.536',-0.032,-,-,91.200
'34:49:05.544',-0.032,-,-,88.800
'34:49:05.552',-0.040,-,-,85.600
'34:49:05.560',-0.048,-,-,82.400
'34:49:05.568',-0.048,-,-,79.200
'34:49:05.576',-0.048,-,-,76.000
'34:49:05.584',-0.048,-,-,73.600
'34:49:05.592',-0.040,-,-,71.200
'34:49:05.600',-0.032,-,-,68.800
'34:49:05.608',-0.032,-,-,66.400
'34:49:05.616',-0.024,-,-,64.800
'34:49:05.624',-0.024,-,-,64.000
'34:49:05.632',-0.024,-,-,63.200
'34:49:05.640',-0.032,-,-,62.400
'34:49:05.648',-0.032,-,-,62.400
'34:49:05.656',-0.032,-,-,62.400
'34:49:05.664',-0.040,-,-,62.400
'34:49:05.672',-0.040,-,-,62.400
'34:49:05.680',-0.040,-,-,63.200
'34:49:05.688',-0.040,-,-,63.200
'34:49:05.696',-0.048,-,-,63.200
'34:49:05.704',-0.048,-,-,64.000
'34:49:05.712',-0.056,-,-,64.000
'34:49:05.720',-0.064,-,-,64.000
'34:49:05.728',-0.072,-,-,64.000
'34:49:05.736',-0.072,-,-,64.000
'34:49:05.744',-0.072,-,-,64.000
'34:49:05.752',-0.064,-,-,63.200
'34:49:05.760',-0.064,-,-,63.200
'34:49:05.768',-0.056,-,-,62.400
'34:49:05.776',-0.056,-,-,62.400
'34:49:05.784',-0.048,-,-,61.600
'34:49:05.792',-0.048,-,-,60.800
'34:49:05.800',-0.040,-,-,60.800
'34:49:05.808',-0.040,-,-,60.000
'34:49:05.816',-0.048,-,-,59.200
'34:49:05.824',-0.048,-,-,59.200
'34:49:05.832',-0.048,-,-,58.400
'34:49:05.840',-0.048,-,-,57.600
'34:49:05.848',-0.048,-,-,57.600
'34:49:05.856',-0.048,-,-,56.800
'34:49:05.864',-0.048,-,-,56.800
'34:49:05.872',-0.048,-,-,56.000
'34:49:05.880',-0.056,-,-,56.000
'34:49:05.888',-0.064,-,-,55.200
'34:49:05.896',-0.064,-,-,55.200
'34:49:05.904',-0.064,-,-,54.400
'34:49:05.912',-0.064,-,-,54.400
'34:49:05.920',-0.064,-,-,53.600
'34:49:05.928',-0.056,-,-,53.600
'34:49:05.936',-0.056,-,-,52.800
'34:49:05.944',-0.048,-,-,52.800
'34:49:05.952',-0.048,-,-,52.000
'34:49:05.960',-0.048,-,-,52.000
'34:49:05.968',-0.040,-,-,51.200
'34:49:05.976',-0.040,-,-,51.200
'34:49:05.984',-0.040,-,-,51.200
'34:49:05.992',-0.040,-,-,51.200
'34:49:06.000',-0.040,-,-,51.200
'34:49:06.008',-0.008,-,-,50.400
'34:49:06.016',0.088,-,-,50.400
'34:49:06.024',0.256,-,-,50.400
'34:49:06.032',0.408,-,-,50.400
'34:49:06.040',0.472,-,-,50.400
'34:49:06.048',0.480,-,-,50.400
'34:49:06.056',0.408,-,-,49.600
'34:49:06.064',0.296,-,-,49.600
'34:49:06.072',0.136,-,-,49.600
'34:49:06.080',0.008,-,-,49.600
'34:49:06.088',-0.048,-,-,49.600
'34:49:06.096',-0.056,-,-,48.800
'34:49:06.104',-0.056,-,-,48.800
'34:49:06.112',-0.048,-,-,48.800
'34:49:06.120',-0.048,-,-,48.000
'34:49:06.128',-0.048,-,-,48.000
'34:49:06.136',-0.048,-,-,48.000
'34:49:06.144',-0.048,-,-,48.000
'34:49:06.152',-0.040,-,-,47.200
'34:49:06.160',-0.040,-,-,47.200
'34:49:06.168',-0.032,-,-,47.200
'34:49:06.176',-0.024,-,-,47.200
'34:49:06.184',-0.008,-,-,47.200
'34:49:06.192',0.000,-,-,48.000
