'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:19:16.352',0.000,-,-,79.200,13.200
'13:19:16.360',-0.032,-,-,76.800,14.000
'13:19:16.368',-0.032,-,-,74.400,15.200
'13:19:16.376',0.000,-,-,72.800,16.800
'13:19:16.384',-0.032,-,-,71.200,18.000
'13:19:16.392',0.000,-,-,70.400,19.200
'13:19:16.400',-0.032,-,-,69.600,20.000
'13:19:16.408',0.000,-,-,68.000,20.400
'13:19:16.416',-0.032,-,-,67.200,20.400
'13:19:16.424',0.000,-,-,66.400,20.000
'13:19:16.432',-0.032,-,-,65.600,19.200
'13:19:16.440',0.000,-,-,64.800,18.000
'13:19:16.448',-0.032,-,-,64.800,17.200
'13:19:16.456',0.000,-,-,64.800,16.000
'13:19:16.464',-0.016,-,-,64.000,14.800
'13:19:16.472',0.000,-,-,64.800,14.400
'13:19:16.480',0.000,-,-,65.600,14.000
'13:19:16.488',0.000,-,-,66.400,14.000
'13:19:16.496',0.000,-,-,67.200,14.000
'13:19:16.504',0.032,-,-,68.000,14.400
'13:19:16.512',0.000,-,-,68.800,14.400
'13:19:16.520',0.080,-,-,70.400,14.800
'13:19:16.528',0.064,-,-,71.200,14.800
'13:19:16.536',0.112,-,-,72.800,14.800
'13:19:16.544',0.096,-,-,73.600,14.400
'13:19:16.552',0.096,-,-,75.200,14.400
'13:19:16.560',0.064,-,-,76.000,14.000
'13:19:16.568',0.048,-,-,76.800,13.600
'13:19:16.576',0.064,-,-,78.400,13.200
'13:19:16.584',0.032,-,-,79.200,13.200
'13:19:16.592',0.064,-,-,80.800,12.800
'13:19:16.600',0.000,-,-,81.600,12.400
'13:19:16.608',0.032,-,-,82.400,12.400
'13:19:16.616',0.000,-,-,83.200,12.000
'13:19:16.624',0.000,-,-,84.000,12.000
'13:19:16.632',-0.032,-,-,84.000,12.000
'13:19:16.640',0.000,-,-,84.800,11.600
'13:19:16.648',-0.032,-,-,84.800,11.600
'13:19:16.656',0.000,-,-,84.800,12.000
'13:19:16.664',-0.032,-,-,84.000,12.000
'13:19:16.672',0.112,-,-,84.000,11.600
'13:19:16.680',0.304,-,-,84.000,11.600
'13:19:16.688',0.528,-,-,83.200,11.600
'13:19:16.696',0.432,-,-,83.200,11.600
'13:19:16.704',0.304,-,-,82.400,11.600
'13:19:16.712',0.128,-,-,81.600,11.600
'13:19:16.720',0.112,-,-,80.800,11.600
'13:19:16.728',0.064,-,-,80.000,11.200
'13:19:16.736',0.064,-,-,79.200,11.200
'13:19:16.744',0.000,-,-,78.400,11.200
'13:19:16.752',-0.112,-,-,77.600,11.200
'13:19:16.760',-0.176,-,-,76.800,10.800
'13:19:16.768',-0.080,-,-,75.200,10.800
'13:19:16.776',-0.080,-,-,73.600,11.200
'13:19:16.784',-0.128,-,-,72.000,11.600
'13:19:16.792',-0.080,-,-,70.400,12.000
'13:19:16.800',-0.096,-,-,68.800,12.400
'13:19:16.808',-0.048,-,-,67.200,12.800
'13:19:16.816',-0.080,-,-,65.600,13.600
'13:19:16.824',-0.032,-,-,63.200,15.600
'13:19:16.832',-0.080,-,-,62.400,19.200
'13:19:16.840',-0.032,-,-,61.600,23.200
'13:19:16.848',-0.080,-,-,60.800,27.200
'13:19:16.856',-0.032,-,-,60.800,31.200
'13:19:16.864',-0.080,-,-,61.600,34.000
'13:19:16.872',-0.032,-,-,62.400,36.400
'13:19:16.880',-0.080,-,-,63.200,38.000
'13:19:16.888',-0.032,-,-,64.000,39.600
'13:19:16.896',-0.080,-,-,65.600,40.000
'13:19:16.904',-0.032,-,-,66.400,40.000
'13:19:16.912',-0.080,-,-,68.000,38.800
'13:19:16.920',-0.048,-,-,69.600,37.200
'13:19:16.928',-0.080,-,-,71.200,35.200
'13:19:16.936',-0.048,-,-,72.800,33.600
'13:19:16.944',-0.032,-,-,74.400,32.000
'13:19:16.952',-0.080,-,-,76.800,30.400
'13:19:16.960',-0.032,-,-,78.400,28.800
'13:19:16.968',-0.064,-,-,80.000,28.000
'13:19:16.976',-0.032,-,-,82.400,26.800
'13:19:16.984',-0.064,-,-,84.800,26.000
'13:19:16.992',-0.032,-,-,85.600,24.800
'13:19:17.000',-0.064,-,-,85.600,23.600
'13:19:17.008',-0.032,-,-,84.000,21.600
'13:19:17.016',-0.048,-,-,83.200,19.600
'13:19:17.024',-0.016,-,-,82.400,17.200
'13:19:17.032',-0.032,-,-,82.400,15.200
'13:19:17.040',-0.016,-,-,81.600,14.000
'13:19:17.048',-0.032,-,-,80.000,13.200
'13:19:17.056',0.000,-,-,78.400,14.000
'13:19:17.064',-0.032,-,-,76.000,14.800
'13:19:17.072',0.000,-,-,74.400,16.400
'13:19:17.080',-0.032,-,-,72.800,17.600
'13:19:17.088',0.000,-,-,72.000,18.800
'13:19:17.096',-0.032,-,-,71.200,19.600
'13:19:17.104',-0.016,-,-,69.600,20.400
'13:19:17.112',-0.032,-,-,68.800,20.400
'13:19:17.120',0.000,-,-,68.000,20.000
'13:19:17.128',-0.032,-,-,67.200,19.600
'13:19:17.136',0.000,-,-,67.200,18.400
'13:19:17.144',-0.032,-,-,67.200,17.600
'13:19:17.152',0.000,-,-,68.000,16.400
'13:19:17.160',-0.016,-,-,68.000,15.600
'13:19:17.168',0.000,-,-,68.800,15.200
'13:19:17.176',0.000,-,-,69.600,14.400
'13:19:17.184',-0.016,-,-,71.200,14.000
'13:19:17.192',0.000,-,-,72.000,14.000
'13:19:17.200',0.000,-,-,72.800,14.000
'13:19:17.208',0.032,-,-,74.400,14.400
'13:19:17.216',0.064,-,-,75.200,14.800
'13:19:17.224',0.096,-,-,76.000,14.800
'13:19:17.232',0.064,-,-,77.600,14.800
'13:19:17.240',0.112,-,-,79.200,14.800
'13:19:17.248',0.096,-,-,80.000,14.400
'13:19:17.256',0.080,-,-,81.600,14.000
'13:19:17.264',0.032,-,-,82.400,14.000
'13:19:17.272',0.048,-,-,84.000,13.600
'13:19:17.280',0.032,-,-,84.800,13.200
'13:19:17.288',0.048,-,-,85.600,13.200
'13:19:17.296',0.000,-,-,86.400,12.800
'13:19:17.304',0.032,-,-,86.400,12.400
'13:19:17.312',-0.016,-,-,87.200,12.400
'13:19:17.320',0.000,-,-,88.000,12.000
'13:19:17.328',-0.032,-,-,88.000,12.000
'13:19:17.336',0.000,-,-,88.000,11.600
'13:19:17.344',-0.032,-,-,87.200,11.600
'13:19:17.352',0.000,-,-,87.200,11.600
'13:19:17.360',-0.016,-,-,86.400,12.000
'13:19:17.368',0.096,-,-,86.400,12.000
'13:19:17.376',0.288,-,-,85.600,11.600
'13:19:17.384',0.512,-,-,84.800,11.600
'13:19:17.392',0.544,-,-,84.000,11.600
'13:19:17.400',0.304,-,-,84.000,11.600
'13:19:17.408',0.160,-,-,83.200,11.600
'13:19:17.416',0.096,-,-,82.400,11.600
'13:19:17.424',0.112,-,-,81.600,11.600
'13:19:17.432',0.048,-,-,80.800,11.200
'13:19:17.440',0.064,-,-,80.000,11.200
'13:19:17.448',-0.112,-,-,78.400,11.200
'13:19:17.456',-0.144,-,-,77.600,10.800
'13:19:17.464',-0.144,-,-,76.000,10.800
'13:19:17.472',-0.080,-,-,75.200,11.200
'13:19:17.480',-0.144,-,-,73.600,11.600
'13:19:17.488',-0.080,-,-,72.000,12.000
'13:19:17.496',-0.080,-,-,69.600,12.400
'13:19:17.504',-0.048,-,-,68.000,12.800
'13:19:17.512',-0.080,-,-,66.400,13.600
'13:19:17.520',-0.032,-,-,64.800,15.200
'13:19:17.528',-0.080,-,-,63.200,18.400
'13:19:17.536',-0.080,-,-,62.400,22.000
'13:19:17.544',-0.032,-,-,61.600,26.000
'13:19:17.552',-0.080,-,-,61.600,30.000
'13:19:17.560',-0.032,-,-,61.600,32.800
'13:19:17.568',-0.080,-,-,62.400,35.200
'13:19:17.576',-0.032,-,-,64.000,36.800
'13:19:17.584',-0.080,-,-,64.800,38.400
'13:19:17.592',-0.032,-,-,65.600,39.200
'13:19:17.600',-0.080,-,-,67.200,39.200
'13:19:17.608',-0.032,-,-,68.800,38.000
'13:19:17.616',-0.080,-,-,70.400,36.400
'13:19:17.624',-0.032,-,-,71.200,34.800
'13:19:17.632',-0.080,-,-,72.800,33.200
'13:19:17.640',-0.032,-,-,74.400,31.600
'13:19:17.648',-0.080,-,-,76.000,30.400
'13:19:17.656',-0.032,-,-,77.600,28.800
'13:19:17.664',-0.064,-,-,80.000,27.600
'13:19:17.672',-0.032,-,-,82.400,26.400
'13:19:17.680',-0.064,-,-,84.000,25.200
'13:19:17.688',-0.032,-,-,85.600,24.400
'13:19:17.696',-0.064,-,-,85.600,23.200
'13:19:17.704',-0.016,-,-,84.000,21.200
'13:19:17.712',-0.048,-,-,83.200,19.200
'13:19:17.720',-0.016,-,-,82.400,16.800
'13:19:17.728',-0.032,-,-,81.600,14.800
'13:19:17.736',0.000,-,-,81.600,13.600
'13:19:17.744',-0.032,-,-,80.000,13.200
'13:19:17.752',0.000,-,-,78.400,13.600
'13:19:17.760',-0.032,-,-,76.000,14.800
'13:19:17.768',0.000,-,-,74.400,16.400
'13:19:17.776',-0.032,-,-,72.800,17.600
'13:19:17.784',-0.016,-,-,72.000,18.800
'13:19:17.792',0.000,-,-,71.200,19.600
'13:19:17.800',-0.032,-,-,69.600,20.000
'13:19:17.808',0.000,-,-,68.800,20.400
'13:19:17.816',-0.032,-,-,68.000,20.000
'13:19:17.824',0.000,-,-,67.200,19.600
'13:19:17.832',-0.032,-,-,66.400,18.400
'13:19:17.840',0.000,-,-,66.400,17.200
'13:19:17.848',-0.016,-,-,66.400,16.400
'13:19:17.856',0.000,-,-,66.400,15.200
'13:19:17.864',-0.016,-,-,67.200,14.400
'13:19:17.872',0.000,-,-,68.000,14.000
'13:19:17.880',0.000,-,-,68.800,14.000
'13:19:17.888',0.016,-,-,69.600,14.000
'13:19:17.896',0.000,-,-,70.400,14.400
'13:19:17.904',0.016,-,-,72.000,14.400
'13:19:17.912',0.000,-,-,72.800,14.800
'13:19:17.920',0.064,-,-,73.600,14.800
'13:19:17.928',0.064,-,-,75.200,14.800
'13:19:17.936',0.096,-,-,76.800,14.400
'13:19:17.944',0.096,-,-,77.600,14.400
'13:19:17.952',0.128,-,-,79.200,14.000
'13:19:17.960',0.064,-,-,80.800,14.000
'13:19:17.968',0.064,-,-,81.600,13.600
'13:19:17.976',0.064,-,-,83.200,13.200
'13:19:17.984',0.032,-,-,84.000,12.800
'13:19:17.992',0.064,-,-,84.800,12.800
'13:19:18.000',0.032,-,-,85.600,12.400
'13:19:18.008',0.032,-,-,86.400,12.000
'13:19:18.016',0.000,-,-,87.200,12.000
'13:19:18.024',0.000,-,-,88.000,12.000
'13:19:18.032',-0.016,-,-,88.000,11.600
'13:19:18.040',0.000,-,-,88.000,11.600
'13:19:18.048',-0.032,-,-,88.000,11.600
'13:19:18.056',0.000,-,-,88.000,11.600
'13:19:18.064',-0.032,-,-,87.200,12.000
'13:19:18.072',0.048,-,-,87.200,11.600
'13:19:18.080',0.208,-,-,86.400,11.600
'13:19:18.088',0.432,-,-,86.400,11.600
'13:19:18.096',0.512,-,-,85.600,11.200
'13:19:18.104',0.368,-,-,84.800,11.200
'13:19:18.112',0.224,-,-,84.000,11.200
'13:19:18.120',0.128,-,-,83.200,11.200
'13:19:18.128',0.064,-,-,82.400,11.200
'13:19:18.136',0.080,-,-,81.600,11.200
'13:19:18.144',0.032,-,-,80.800,11.200
'13:19:18.152',-0.032,-,-,80.000,11.200
'13:19:18.160',-0.176,-,-,79.200,10.800
'13:19:18.168',-0.112,-,-,77.600,10.800
'13:19:18.176',-0.080,-,-,76.800,10.800
'13:19:18.184',-0.128,-,-,75.200,11.200
'13:19:18.192',-0.112,-,-,72.800,12.000
'13:19:18.200',-0.080,-,-,71.200,12.400
'13:19:18.208',-0.064,-,-,69.600,12.400
'13:19:18.216',-0.080,-,-,67.200,13.200
'13:19:18.224',-0.048,-,-,65.600,14.800
'13:19:18.232',-0.080,-,-,64.000,17.600
'13:19:18.240',-0.032,-,-,63.200,21.600
'13:19:18.248',-0.080,-,-,62.400,26.000
'13:19:18.256',-0.048,-,-,62.400,30.000
'13:19:18.264',-0.080,-,-,62.400,33.200
'13:19:18.272',-0.048,-,-,63.200,36.000
'13:19:18.280',-0.080,-,-,64.000,38.000
'13:19:18.288',-0.048,-,-,64.800,39.600
'13:19:18.296',-0.080,-,-,66.400,40.800
'13:19:18.304',-0.064,-,-,67.200,40.800
'13:19:18.312',-0.080,-,-,68.800,40.000
'13:19:18.320',-0.048,-,-,70.400,38.400
'13:19:18.328',-0.096,-,-,72.000,36.800
'13:19:18.336',-0.048,-,-,73.600,34.800
'13:19:18.344',-0.080,-,-,75.200,33.200
'13:19:18.352',-0.048,-,-,76.800,31.600
'13:19:18.360',-0.032,-,-,79.200,30.000
'13:19:18.368',-0.080,-,-,80.800,28.800
'13:19:18.376',-0.032,-,-,83.200,27.600
'13:19:18.384',-0.064,-,-,85.600,26.800
'13:19:18.392',-0.032,-,-,87.200,26.000
'13:19:18.400',-0.064,-,-,87.200,24.800
'13:19:18.408',-0.032,-,-,86.400,23.200
'13:19:18.416',-0.064,-,-,84.800,21.600
'13:19:18.424',-0.032,-,-,84.800,19.200
'13:19:18.432',-0.048,-,-,84.800,16.800
'13:19:18.440',-0.016,-,-,84.000,14.800
'13:19:18.448',-0.032,-,-,83.200,14.000
'13:19:18.456',-0.016,-,-,80.800,13.600
'13:19:18.464',-0.032,-,-,79.200,14.400
'13:19:18.472',-0.016,-,-,76.800,15.600
'13:19:18.480',-0.032,-,-,76.000,16.800
'13:19:18.488',0.000,-,-,74.400,18.400
'13:19:18.496',-0.032,-,-,73.600,19.200
'13:19:18.504',-0.016,-,-,72.800,20.000
'13:19:18.512',-0.032,-,-,71.200,20.400
'13:19:18.520',-0.016,-,-,70.400,20.800
'13:19:18.528',-0.032,-,-,69.600,20.400
'13:19:18.536',-0.016,-,-,68.800,19.600
'13:19:18.544',-0.032,-,-,68.800,18.800
'13:19:18.552',0.000,-,-,68.000,17.600
'13:19:18.560',-0.032,-,-,68.000,16.400
'13:19:18.568',0.000,-,-,68.000,15.600
'13:19:18.576',-0.016,-,-,68.800,14.800
'13:19:18.584',0.000,-,-,69.600,14.400
'13:19:18.592',0.000,-,-,70.400,14.400
'13:19:18.600',-0.016,-,-,72.000,14.400
'13:19:18.608',0.000,-,-,72.800,14.800
'13:19:18.616',0.000,-,-,73.600,14.800
'13:19:18.624',0.032,-,-,75.200,14.800
'13:19:18.632',0.000,-,-,76.000,14.800
'13:19:18.640',0.064,-,-,77.600,14.800
'13:19:18.648',0.064,-,-,79.200,14.800
'13:19:18.656',0.112,-,-,80.000,14.400
'13:19:18.664',0.080,-,-,81.600,14.400
'13:19:18.672',0.096,-,-,83.200,14.000
'13:19:18.680',0.032,-,-,84.000,13.600
'13:19:18.688',0.048,-,-,85.600,13.200
'13:19:18.696',0.032,-,-,86.400,13.200
'13:19:18.704',0.048,-,-,87.200,12.800
'13:19:18.712',0.000,-,-,88.000,12.400
'13:19:18.720',0.032,-,-,88.800,12.400
'13:19:18.728',-0.016,-,-,89.600,12.000
'13:19:18.736',0.000,-,-,89.600,12.000
'13:19:18.744',-0.032,-,-,90.400,12.000
'13:19:18.752',-0.016,-,-,90.400,12.000
'13:19:18.760',-0.032,-,-,90.400,12.000
'13:19:18.768',-0.016,-,-,89.600,12.000
'13:19:18.776',-0.032,-,-,89.600,12.000
'13:19:18.784',0.064,-,-,88.800,12.000
'13:19:18.792',0.240,-,-,88.800,12.000
'13:19:18.800',0.464,-,-,88.000,11.600
'13:19:18.808',0.528,-,-,88.000,11.600
'13:19:18.816',0.320,-,-,87.200,11.600
'13:19:18.824',0.176,-,-,86.400,11.600
'13:19:18.832',0.096,-,-,85.600,11.600
'13:19:18.840',0.096,-,-,84.800,11.600
'13:19:18.848',0.048,-,-,84.000,11.200
'13:19:18.856',0.064,-,-,83.200,11.200
'13:19:18.864',-0.096,-,-,81.600,11.200
'13:19:18.872',-0.144,-,-,80.800,11.200
'13:19:18.880',-0.160,-,-,79.200,10.800
'13:19:18.888',-0.080,-,-,77.600,11.200
'13:19:18.896',-0.144,-,-,76.000,11.600
'13:19:18.904',-0.080,-,-,74.400,12.400
'13:19:18.912',-0.112,-,-,72.800,12.800
'13:19:18.920',-0.064,-,-,70.400,12.800
'13:19:18.928',-0.080,-,-,68.800,13.200
'13:19:18.936',-0.064,-,-,67.200,14.800
'13:19:18.944',-0.080,-,-,64.800,17.600
'13:19:18.952',-0.048,-,-,64.000,21.200
'13:19:18.960',-0.080,-,-,63.200,25.200
'13:19:18.968',-0.064,-,-,63.200,29.200
'13:19:18.976',-0.080,-,-,63.200,32.400
'13:19:18.984',-0.064,-,-,64.000,34.800
'13:19:18.992',-0.080,-,-,64.800,36.400
'13:19:19.000',-0.064,-,-,65.600,38.000
'13:19:19.008',-0.080,-,-,66.400,39.200
'13:19:19.016',-0.080,-,-,68.000,39.200
'13:19:19.024',-0.064,-,-,69.600,38.800
'13:19:19.032',-0.080,-,-,71.200,37.200
'13:19:19.040',-0.064,-,-,72.800,35.600
'13:19:19.048',-0.080,-,-,73.600,33.600
'13:19:19.056',-0.064,-,-,75.200,32.000
'13:19:19.064',-0.080,-,-,76.800,30.800
'13:19:19.072',-0.032,-,-,79.200,29.200
'13:19:19.080',-0.080,-,-,81.600,28.000
'13:19:19.088',-0.032,-,-,84.000,26.800
'13:19:19.096',-0.080,-,-,85.600,26.000
'13:19:19.104',-0.032,-,-,86.400,24.800
'13:19:19.112',-0.064,-,-,86.400,23.600
'13:19:19.120',-0.032,-,-,84.800,22.000
'13:19:19.128',-0.064,-,-,84.000,20.400
'13:19:19.136',-0.016,-,-,84.000,18.000
'13:19:19.144',-0.048,-,-,84.000,15.600
'13:19:19.152',-0.016,-,-,84.000,14.000
'13:19:19.160',-0.032,-,-,82.400,13.200
'13:19:19.168',-0.016,-,-,80.000,13.200
