'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:27:09.352',-0.032,-,-,43.200,21.600
'13:27:09.360',-0.032,-,-,44.800,24.800
'13:27:09.368',-0.032,-,-,46.400,28.000
'13:27:09.376',-0.032,-,-,48.000,30.800
'13:27:09.384',-0.032,-,-,49.600,33.200
'13:27:09.392',-0.048,-,-,52.000,34.400
'13:27:09.400',-0.048,-,-,54.400,35.200
'13:27:09.408',-0.048,-,-,56.800,34.800
'13:27:09.416',-0.032,-,-,59.200,34.000
'13:27:09.424',-0.048,-,-,61.600,33.200
'13:27:09.432',-0.048,-,-,64.000,31.600
'13:27:09.440',-0.048,-,-,66.400,30.400
'13:27:09.448',-0.032,-,-,68.000,28.800
'13:27:09.456',-0.048,-,-,70.400,27.600
'13:27:09.464',-0.048,-,-,72.000,26.400
'13:27:09.472',-0.032,-,-,73.600,25.600
'13:27:09.480',-0.048,-,-,75.200,24.800
'13:27:09.488',-0.032,-,-,76.000,24.000
'13:27:09.496',-0.032,-,-,76.800,23.200
'13:27:09.504',-0.032,-,-,77.600,22.400
'13:27:09.512',-0.032,-,-,77.600,21.200
'13:27:09.520',-0.032,-,-,77.600,19.600
'13:27:09.528',-0.032,-,-,77.600,17.600
'13:27:09.536',-0.016,-,-,76.800,15.200
'13:27:09.544',-0.032,-,-,76.000,13.200
'13:27:09.552',-0.016,-,-,74.400,11.600
'13:27:09.560',-0.032,-,-,72.800,10.800
'13:27:09.568',-0.016,-,-,72.000,11.200
'13:27:09.576',-0.016,-,-,70.400,12.400
'13:27:09.584',-0.016,-,-,69.600,14.000
'13:27:09.592',-0.016,-,-,68.800,15.600
'13:27:09.600',-0.016,-,-,67.200,16.800
'13:27:09.608',-0.016,-,-,66.400,18.000
'13:27:09.616',-0.016,-,-,65.600,18.800
'13:27:09.624',0.000,-,-,64.800,19.200
'13:27:09.632',-0.016,-,-,64.000,19.600
