'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'35:06:01.152',-0.056,-,-,60.000
'35:06:01.160',-0.056,-,-,60.000
'35:06:01.168',-0.056,-,-,59.200
'35:06:01.176',-0.056,-,-,59.200
'35:06:01.184',-0.048,-,-,59.200
'35:06:01.192',-0.040,-,-,59.200
'35:06:01.200',-0.024,-,-,59.200
'35:06:01.208',-0.016,-,-,60.000
'35:06:01.216',-0.008,-,-,60.800
'35:06:01.224',0.000,-,-,62.400
'35:06:01.232',0.008,-,-,64.800
'35:06:01.240',0.016,-,-,68.000
'35:06:01.248',0.024,-,-,72.000
'35:06:01.256',0.032,-,-,76.000
'35:06:01.264',0.040,-,-,80.000
'35:06:01.272',0.048,-,-,84.800
'35:06:01.280',0.056,-,-,89.600
'35:06:01.288',0.064,-,-,93.600
'35:06:01.296',0.056,-,-,97.600
'35:06:01.304',0.056,-,-,101.600
'35:06:01.312',0.048,-,-,104.800
'35:06:01.320',0.048,-,-,106.400
'35:06:01.328',0.040,-,-,108.800
'35:06:01.336',0.024,-,-,109.600
'35:06:01.344',0.000,-,-,109.600
'35:06:01.352',-0.016,-,-,109.600
'35:06:01.360',-0.032,-,-,108.800
'35:06:01.368',-0.040,-,-,108.000
'35:06:01.376',-0.048,-,-,107.200
'35:06:01.384',-0.056,-,-,104.800
'35:06:01.392',-0.064,-,-,103.200
'35:06:01.400',-0.064,-,-,100.800
'35:06:01.408',-0.064,-,-,98.400
'35:06:01.416',-0.064,-,-,95.200
'35:06:01.424',-0.064,-,-,92.000
'35:06:01.432',-0.064,-,-,88.800
'35:06:01.440',-0.064,-,-,84.800
'35:06:01.448',-0.056,-,-,81.600
'35:06:01.456',-0.064,-,-,78.400
'35:06:01.464',-0.064,-,-,75.200
'35:06:01.472',-0.064,-,-,72.800
'35:06:01.480',-0.072,-,-,70.400
'35:06:01.488',-0.064,-,-,68.000
'35:06:01.496',-0.064,-,-,66.400
'35:06:01.504',-0.064,-,-,65.600
'35:06:01.512',-0.064,-,-,64.800
'35:06:01.520',-0.064,-,-,64.800
'35:06:01.528',-0.064,-,-,64.800
'35:06:01.536',-0.072,-,-,64.800
'35:06:01.544',-0.064,-,-,65.600
'35:06:01.552',-0.072,-,-,65.600
'35:06:01.560',-0.072,-,-,66.400
'35:06:01.568',-0.080,-,-,67.200
