'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:45:10.240',-0.024,-,-,-,0.120,-,86.400,43.000
'5:45:10.248',-0.016,-,-,-,0.080,-,88.000,43.000
'5:45:10.256',0.000,-,-,-,0.060,-,89.600,43.000
'5:45:10.264',0.000,-,-,-,0.040,-,91.200,42.800
'5:45:10.272',0.016,-,-,-,0.020,-,92.000,42.800
'5:45:10.280',0.016,-,-,-,0.000,-,92.000,42.600
'5:45:10.288',0.032,-,-,-,0.000,-,91.200,42.600
'5:45:10.296',0.032,-,-,-,-0.040,-,90.400,42.600
'5:45:10.304',0.040,-,-,-,-0.040,-,88.800,42.600
'5:45:10.312',0.040,-,-,-,-0.040,-,84.800,42.400
'5:45:10.320',0.040,-,-,-,-0.060,-,80.000,42.400
'5:45:10.328',0.048,-,-,-,-0.060,-,75.200,42.200
'5:45:10.336',0.040,-,-,-,-0.060,-,72.000,42.000
'5:45:10.344',0.032,-,-,-,-0.080,-,70.400,41.800
'5:45:10.352',0.040,-,-,-,-0.080,-,69.600,41.600
'5:45:10.360',0.032,-,-,-,-0.100,-,69.600,41.400
'5:45:10.368',0.032,-,-,-,-0.100,-,70.400,41.400
'5:45:10.376',0.032,-,-,-,-0.080,-,71.200,41.400
'5:45:10.384',0.024,-,-,-,-0.100,-,72.000,41.400
'5:45:10.392',0.032,-,-,-,-0.100,-,72.800,41.400
'5:45:10.400',0.024,-,-,-,-0.080,-,73.600,41.400
'5:45:10.408',0.032,-,-,-,-0.080,-,73.600,41.400
'5:45:10.416',0.024,-,-,-,-0.100,-,73.600,41.600
'5:45:10.424',0.024,-,-,-,-0.080,-,72.800,41.600
'5:45:10.432',0.016,-,-,-,-0.080,-,71.200,41.600
'5:45:10.440',0.024,-,-,-,-0.080,-,70.400,41.600
'5:45:10.448',0.016,-,-,-,-0.080,-,68.800,41.600
'5:45:10.456',0.024,-,-,-,-0.080,-,68.000,41.800
'5:45:10.464',0.016,-,-,-,-0.080,-,67.200,41.800
'5:45:10.472',0.024,-,-,-,-0.060,-,66.400,42.000
'5:45:10.480',0.016,-,-,-,-0.080,-,65.600,42.200
'5:45:10.488',0.016,-,-,-,-0.080,-,64.800,42.400
'5:45:10.496',0.024,-,-,-,-0.080,-,64.800,42.600
'5:45:10.504',0.016,-,-,-,-0.060,-,64.800,42.800
'5:45:10.512',0.008,-,-,-,-0.080,-,64.800,43.000
'5:45:10.520',0.016,-,-,-,-0.060,-,64.800,43.200
'5:45:10.528',0.016,-,-,-,-0.060,-,64.000,43.400
'5:45:10.536',0.016,-,-,-,-0.040,-,64.000,43.400
'5:45:10.544',0.008,-,-,-,-0.060,-,64.000,43.400
'5:45:10.552',0.008,-,-,-,-0.040,-,63.200,43.800
'5:45:10.560',0.016,-,-,-,-0.060,-,63.200,44.000
'5:45:10.568',0.008,-,-,-,-0.040,-,62.400,43.800
'5:45:10.576',0.008,-,-,-,-0.060,-,62.400,43.600
'5:45:10.584',0.008,-,-,-,-0.040,-,61.600,43.400
'5:45:10.592',0.008,-,-,-,-0.040,-,60.800,43.000
'5:45:10.600',0.008,-,-,-,-0.040,-,60.800,42.800
'5:45:10.608',0.008,-,-,-,-0.040,-,60.000,42.600
'5:45:10.616',0.008,-,-,-,-0.040,-,59.200,42.200
'5:45:10.624',0.008,-,-,-,-0.040,-,58.400,42.000
'5:45:10.632',0.000,-,-,-,-0.040,-,57.600,41.600
'5:45:10.640',0.008,-,-,-,-0.040,-,57.600,41.200
'5:45:10.648',0.000,-,-,-,-0.040,-,56.800,40.800
'5:45:10.656',0.008,-,-,-,-0.040,-,56.000,40.600
'5:45:10.664',0.000,-,-,-,-0.040,-,56.000,40.200
'5:45:10.672',0.008,-,-,-,-0.040,-,54.400,40.000
'5:45:10.680',0.000,-,-,-,-0.040,-,53.600,39.800
'5:45:10.688',0.008,-,-,-,-0.020,-,52.800,39.600
'5:45:10.696',0.016,-,-,-,-0.040,-,52.000,39.200
'5:45:10.704',0.000,-,-,-,-0.040,-,50.400,39.000
'5:45:10.712',0.000,-,-,-,-0.040,-,48.800,38.600
'5:45:10.720',0.008,-,-,-,-0.040,-,47.200,38.400
'5:45:10.728',0.000,-,-,-,-0.040,-,45.600,38.200
'5:45:10.736',0.000,-,-,-,-0.040,-,44.000,38.000
'5:45:10.744',0.000,-,-,-,-0.040,-,42.400,37.600
'5:45:10.752',0.000,-,-,-,-0.040,-,41.600,37.400
'5:45:10.760',0.008,-,-,-,-0.040,-,40.000,37.000
'5:45:10.768',0.000,-,-,-,-0.040,-,40.000,36.600
'5:45:10.776',0.000,-,-,-,-0.040,-,39.200,36.400
'5:45:10.784',0.000,-,-,-,-0.040,-,38.400,36.200
'5:45:10.792',0.000,-,-,-,-0.040,-,38.400,35.800
'5:45:10.800',0.000,-,-,-,-0.040,-,39.200,35.600
'5:45:10.808',0.000,-,-,-,-0.040,-,39.200,35.200
'5:45:10.816',0.000,-,-,-,-0.040,-,40.000,35.000
'5:45:10.824',0.000,-,-,-,-0.040,-,40.000,34.800
'5:45:10.832',0.000,-,-,-,-0.040,-,40.000,34.600
'5:45:10.840',0.000,-,-,-,-0.040,-,40.000,34.400
'5:45:10.848',0.000,-,-,-,-0.040,-,40.800,34.200
'5:45:10.856',0.000,-,-,-,-0.040,-,40.800,33.800
'5:45:10.864',0.000,-,-,-,-0.040,-,40.800,33.600
'5:45:10.872',0.000,-,-,-,-0.020,-,40.800,33.200
'5:45:10.880',0.000,-,-,-,-0.040,-,40.800,33.000
'5:45:10.888',-0.008,-,-,-,-0.020,-,40.800,32.800
'5:45:10.896',0.000,-,-,-,-0.020,-,40.000,32.400
'5:45:10.904',-0.008,-,-,-,-0.020,-,40.000,32.400
'5:45:10.912',0.000,-,-,-,-0.020,-,40.000,32.200
'5:45:10.920',0.000,-,-,-,-0.020,-,39.200,32.000
'5:45:10.928',-0.008,-,-,-,-0.020,-,38.400,31.800
'5:45:10.936',0.000,-,-,-,-0.020,-,38.400,31.800
'5:45:10.944',0.000,-,-,-,-0.040,-,38.400,31.600
'5:45:10.952',0.000,-,-,-,-0.020,-,38.400,31.600
'5:45:10.960',0.000,-,-,-,-0.020,-,38.400,31.600
'5:45:10.968',0.000,-,-,-,-0.020,-,38.400,31.400
'5:45:10.976',0.000,-,-,-,-0.020,-,38.400,31.400
'5:45:10.984',0.000,-,-,-,-0.020,-,39.200,31.400
'5:45:10.992',0.000,-,-,-,-0.020,-,39.200,31.400
'5:45:11.000',-0.008,-,-,-,-0.020,-,39.200,31.600
'5:45:11.008',0.000,-,-,-,-0.020,-,39.200,31.600
'5:45:11.016',0.000,-,-,-,-0.020,-,39.200,31.800
'5:45:11.024',0.000,-,-,-,-0.020,-,39.200,32.000
'5:45:11.032',-0.008,-,-,-,-0.020,-,39.200,32.200
'5:45:11.040',0.000,-,-,-,-0.020,-,39.200,32.400
'5:45:11.048',0.000,-,-,-,-0.020,-,39.200,32.400
'5:45:11.056',0.000,-,-,-,-0.040,-,38.400,32.600
'5:45:11.064',-0.008,-,-,-,-0.020,-,38.400,32.600
'5:45:11.072',0.000,-,-,-,-0.020,-,38.400,32.600
'5:45:11.080',0.000,-,-,-,-0.020,-,38.400,32.600
'5:45:11.088',-0.008,-,-,-,-0.020,-,38.400,32.800
'5:45:11.096',0.000,-,-,-,-0.020,-,37.600,32.800
