'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'28:45.760',-,-,-,-,-,-,0.000,-0.088,61.200,-
'28:45.768',-,-,-,-,-,-,0.040,0.000,61.200,-
'28:45.776',-,-,-,-,-,-,0.000,0.088,60.000,-
'28:45.784',-,-,-,-,-,-,-0.232,-0.040,60.000,-
'28:45.792',-,-,-,-,-,-,-0.528,-0.368,60.000,-
'28:45.800',-,-,-,-,-,-,-0.680,-0.760,58.800,-
'28:45.808',-,-,-,-,-,-,-0.592,-0.808,58.800,-
'28:45.816',-,-,-,-,-,-,-0.464,-0.504,57.600,-
'28:45.824',-,-,-,-,-,-,-0.360,-0.416,57.600,-
'28:45.832',-,-,-,-,-,-,-0.272,-0.296,57.600,-
'28:45.840',-,-,-,-,-,-,-0.232,-0.232,57.600,-
'28:45.848',-,-,-,-,-,-,-0.208,-0.208,58.800,-
'28:45.856',-,-,-,-,-,-,-0.168,-0.160,60.000,-
'28:45.864',-,-,-,-,-,-,-0.144,-0.112,63.600,-
'28:45.872',-,-,-,-,-,-,-0.120,-0.112,69.600,-
'28:45.880',-,-,-,-,-,-,-0.104,-0.112,78.000,-
'28:45.888',-,-,-,-,-,-,-0.080,-0.064,86.400,-
'28:45.896',-,-,-,-,-,-,-0.080,-0.088,92.400,-
'28:45.904',-,-,-,-,-,-,-0.080,-0.088,96.000,-
'28:45.912',-,-,-,-,-,-,-0.056,-0.040,97.200,-
'28:45.920',-,-,-,-,-,-,-0.056,-0.040,99.600,-
'28:45.928',-,-,-,-,-,-,-0.040,-0.040,102.000,-
'28:45.936',-,-,-,-,-,-,-0.040,-0.064,103.200,-
'28:45.944',-,-,-,-,-,-,-0.016,0.000,103.200,-
'28:45.952',-,-,-,-,-,-,0.016,0.000,103.200,-
'28:45.960',-,-,-,-,-,-,0.040,0.040,103.200,-
'28:45.968',-,-,-,-,-,-,0.080,0.040,104.400,-
'28:45.976',-,-,-,-,-,-,0.144,0.088,104.400,-
'28:45.984',-,-,-,-,-,-,0.232,0.184,104.400,-
'28:45.992',-,-,-,-,-,-,0.312,0.272,103.200,-
'28:46.000',-,-,-,-,-,-,0.400,0.344,102.000,-
'28:46.008',-,-,-,-,-,-,0.488,0.440,102.000,-
'28:46.016',-,-,-,-,-,-,0.528,0.504,100.800,-
