'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:12:36.352',-0.032,-,-,80.000,16.000
'13:12:36.360',-0.064,-,-,79.200,14.800
'13:12:36.368',-0.016,-,-,78.400,14.800
'13:12:36.376',-0.032,-,-,76.800,16.000
'13:12:36.384',-0.016,-,-,74.400,18.000
'13:12:36.392',-0.032,-,-,72.800,19.600
'13:12:36.400',-0.032,-,-,72.000,20.800
'13:12:36.408',-0.016,-,-,71.200,21.600
'13:12:36.416',-0.032,-,-,70.400,22.400
'13:12:36.424',-0.016,-,-,68.800,22.800
'13:12:36.432',-0.032,-,-,68.000,23.200
'13:12:36.440',-0.016,-,-,67.200,22.800
'13:12:36.448',-0.032,-,-,66.400,22.000
'13:12:36.456',-0.016,-,-,66.400,21.200
'13:12:36.464',-0.032,-,-,66.400,19.600
'13:12:36.472',0.000,-,-,67.200,18.800
'13:12:36.480',-0.032,-,-,67.200,17.600
'13:12:36.488',0.000,-,-,68.000,17.200
'13:12:36.496',-0.016,-,-,68.800,16.800
'13:12:36.504',0.000,-,-,70.400,16.800
'13:12:36.512',0.000,-,-,71.200,16.800
'13:12:36.520',0.016,-,-,72.000,16.800
'13:12:36.528',0.000,-,-,73.600,16.800
'13:12:36.536',0.064,-,-,75.200,16.800
'13:12:36.544',0.048,-,-,76.000,16.800
'13:12:36.552',0.064,-,-,77.600,16.800
'13:12:36.560',0.064,-,-,79.200,16.800
'13:12:36.568',0.096,-,-,80.000,16.400
'13:12:36.576',0.064,-,-,81.600,16.400
'13:12:36.584',0.048,-,-,82.400,16.000
'13:12:36.592',0.064,-,-,84.000,15.600
'13:12:36.600',0.032,-,-,84.800,15.600
'13:12:36.608',0.064,-,-,86.400,15.200
'13:12:36.616',0.016,-,-,87.200,15.200
'13:12:36.624',0.032,-,-,88.000,14.800
'13:12:36.632',0.000,-,-,88.800,14.400
'13:12:36.640',-0.016,-,-,88.800,14.000
'13:12:36.648',-0.032,-,-,89.600,13.600
'13:12:36.656',0.000,-,-,89.600,13.200
'13:12:36.664',-0.032,-,-,89.600,13.200
'13:12:36.672',0.000,-,-,89.600,13.600
'13:12:36.680',-0.032,-,-,88.800,13.600
'13:12:36.688',0.096,-,-,88.800,13.600
'13:12:36.696',0.352,-,-,88.800,13.600
'13:12:36.704',0.672,-,-,88.000,13.600
'13:12:36.712',0.688,-,-,88.000,13.600
'13:12:36.720',0.512,-,-,87.200,14.000
'13:12:36.728',0.352,-,-,86.400,14.000
'13:12:36.736',0.256,-,-,85.600,14.000
'13:12:36.744',0.176,-,-,84.800,14.000
'13:12:36.752',0.128,-,-,84.000,13.600
'13:12:36.760',0.032,-,-,83.200,13.600
'13:12:36.768',-0.112,-,-,82.400,13.200
'13:12:36.776',-0.176,-,-,80.800,12.400
'13:12:36.784',-0.128,-,-,79.200,12.400
'13:12:36.792',-0.160,-,-,77.600,12.800
'13:12:36.800',-0.176,-,-,76.000,14.000
'13:12:36.808',-0.144,-,-,74.400,15.200
'13:12:36.816',-0.112,-,-,72.800,15.600
'13:12:36.824',-0.112,-,-,70.400,15.600
'13:12:36.832',-0.128,-,-,68.800,16.000
'13:12:36.840',-0.112,-,-,67.200,17.600
'13:12:36.848',-0.128,-,-,65.600,20.000
'13:12:36.856',-0.096,-,-,64.000,23.600
'13:12:36.864',-0.112,-,-,63.200,27.200
'13:12:36.872',-0.096,-,-,63.200,30.800
'13:12:36.880',-0.112,-,-,63.200,33.600
'13:12:36.888',-0.096,-,-,64.000,36.000
'13:12:36.896',-0.128,-,-,64.800,38.000
'13:12:36.904',-0.112,-,-,65.600,39.600
'13:12:36.912',-0.128,-,-,66.400,40.800
'13:12:36.920',-0.112,-,-,67.200,41.200
'13:12:36.928',-0.144,-,-,68.800,40.400
'13:12:36.936',-0.128,-,-,70.400,39.600
'13:12:36.944',-0.144,-,-,72.000,38.000
'13:12:36.952',-0.112,-,-,73.600,36.800
'13:12:36.960',-0.144,-,-,75.200,35.200
'13:12:36.968',-0.128,-,-,76.800,34.000
'13:12:36.976',-0.144,-,-,78.400,32.400
'13:12:36.984',-0.112,-,-,80.800,31.200
'13:12:36.992',-0.144,-,-,83.200,29.600
'13:12:37.000',-0.112,-,-,84.800,28.400
'13:12:37.008',-0.112,-,-,85.600,26.800
'13:12:37.016',-0.080,-,-,85.600,25.600
'13:12:37.024',-0.080,-,-,84.800,23.200
'13:12:37.032',-0.080,-,-,84.000,20.800
'13:12:37.040',-0.048,-,-,84.000,18.000
'13:12:37.048',-0.064,-,-,84.000,16.000
'13:12:37.056',-0.032,-,-,83.200,15.200
'13:12:37.064',-0.048,-,-,81.600,15.600
'13:12:37.072',-0.016,-,-,80.000,16.800
'13:12:37.080',-0.032,-,-,77.600,18.000
'13:12:37.088',-0.016,-,-,76.000,19.200
'13:12:37.096',-0.032,-,-,75.200,20.400
'13:12:37.104',-0.016,-,-,73.600,21.600
'13:12:37.112',-0.032,-,-,72.800,22.000
'13:12:37.120',-0.032,-,-,72.000,22.800
'13:12:37.128',-0.048,-,-,70.400,22.800
'13:12:37.136',-0.016,-,-,70.400,22.400
'13:12:37.144',-0.048,-,-,70.400,21.600
'13:12:37.152',-0.016,-,-,70.400,20.800
'13:12:37.160',-0.064,-,-,71.200,19.600
'13:12:37.168',-0.048,-,-,72.000,18.800
'13:12:37.176',-0.064,-,-,72.800,18.000
'13:12:37.184',0.000,-,-,73.600,17.200
'13:12:37.192',0.000,-,-,74.400,16.400
'13:12:37.200',0.016,-,-,76.000,16.400
'13:12:37.208',-0.064,-,-,76.800,16.000
'13:12:37.216',-0.080,-,-,78.400,16.400
'13:12:37.224',-0.176,-,-,80.000,16.800
'13:12:37.232',-0.256,-,-,81.600,17.200
'13:12:37.240',-0.384,-,-,82.400,17.200
'13:12:37.248',-0.416,-,-,84.000,16.800
'13:12:37.256',-0.288,-,-,85.600,16.800
'13:12:37.264',-0.496,-,-,86.400,16.400
'13:12:37.272',-0.704,-,-,88.000,16.000
'13:12:37.280',-0.608,-,-,88.800,15.600
'13:12:37.288',-0.464,-,-,89.600,15.600
'13:12:37.296',-0.240,-,-,91.200,15.200
'13:12:37.304',-0.128,-,-,91.200,14.800
'13:12:37.312',-0.016,-,-,92.000,14.400
'13:12:37.320',0.128,-,-,92.000,14.000
'13:12:37.328',0.128,-,-,91.200,13.600
'13:12:37.336',0.160,-,-,89.600,13.600
'13:12:37.344',0.128,-,-,88.000,13.600
'13:12:37.352',0.144,-,-,86.400,13.600
'13:12:37.360',0.128,-,-,84.800,13.600
'13:12:37.368',0.144,-,-,83.200,13.200
'13:12:37.376',0.128,-,-,80.800,12.800
'13:12:37.384',0.160,-,-,78.400,12.800
'13:12:37.392',0.128,-,-,76.000,12.800
'13:12:37.400',0.160,-,-,74.400,13.600
'13:12:37.408',0.128,-,-,72.000,14.800
'13:12:37.416',0.176,-,-,70.400,16.000
'13:12:37.424',0.176,-,-,68.800,16.800
'13:12:37.432',0.208,-,-,67.200,16.800
'13:12:37.440',0.224,-,-,65.600,16.800
'13:12:37.448',0.208,-,-,64.800,16.800
'13:12:37.456',0.256,-,-,63.200,17.200
'13:12:37.464',0.240,-,-,62.400,17.600
'13:12:37.472',0.288,-,-,60.800,17.600
'13:12:37.480',0.272,-,-,60.000,18.000
'13:12:37.488',0.320,-,-,58.400,17.600
'13:12:37.496',0.304,-,-,57.600,17.600
'13:12:37.504',0.320,-,-,56.000,17.600
'13:12:37.512',0.304,-,-,55.200,17.600
'13:12:37.520',0.288,-,-,54.400,17.600
'13:12:37.528',0.240,-,-,52.800,17.600
'13:12:37.536',0.256,-,-,52.000,17.600
'13:12:37.544',0.192,-,-,51.200,17.600
'13:12:37.552',0.176,-,-,49.600,17.600
'13:12:37.560',0.112,-,-,48.800,17.600
'13:12:37.568',0.096,-,-,47.200,17.600
'13:12:37.576',0.032,-,-,46.400,17.600
'13:12:37.584',0.032,-,-,45.600,18.000
'13:12:37.592',0.000,-,-,44.800,18.000
'13:12:37.600',0.000,-,-,44.000,18.000
'13:12:37.608',-0.032,-,-,44.000,17.600
'13:12:37.616',-0.032,-,-,43.200,17.200
'13:12:37.624',-0.064,-,-,43.200,17.200
'13:12:37.632',-0.032,-,-,42.400,16.400
'13:12:37.640',-0.064,-,-,42.400,16.000
'13:12:37.648',-0.080,-,-,42.400,15.200
'13:12:37.656',-0.032,-,-,42.400,14.800
'13:12:37.664',-0.080,-,-,42.400,14.400
'13:12:37.672',-0.032,-,-,42.400,14.000
'13:12:37.680',-0.064,-,-,42.400,13.600
'13:12:37.688',-0.032,-,-,43.200,13.600
'13:12:37.696',-0.064,-,-,44.800,13.600
'13:12:37.704',-0.032,-,-,46.400,14.000
'13:12:37.712',-0.064,-,-,47.200,14.000
'13:12:37.720',-0.032,-,-,48.000,14.000
'13:12:37.728',-0.064,-,-,48.800,13.600
'13:12:37.736',-0.032,-,-,50.400,13.200
'13:12:37.744',-0.064,-,-,52.000,12.800
'13:12:37.752',-0.032,-,-,53.600,12.800
'13:12:37.760',-0.064,-,-,55.200,12.400
'13:12:37.768',-0.032,-,-,56.000,12.400
'13:12:37.776',-0.048,-,-,56.800,12.400
'13:12:37.784',-0.032,-,-,58.400,12.000
'13:12:37.792',-0.048,-,-,60.000,11.600
'13:12:37.800',-0.032,-,-,61.600,11.600
'13:12:37.808',-0.032,-,-,63.200,11.600
'13:12:37.816',-0.048,-,-,64.000,11.600
'13:12:37.824',-0.032,-,-,65.600,11.600
'13:12:37.832',-0.048,-,-,66.400,11.200
'13:12:37.840',-0.016,-,-,67.200,11.200
'13:12:37.848',-0.032,-,-,68.000,10.800
'13:12:37.856',-0.016,-,-,68.000,10.800
'13:12:37.864',-0.048,-,-,68.800,10.400
'13:12:37.872',-0.032,-,-,68.800,10.400
'13:12:37.880',-0.048,-,-,69.600,10.400
'13:12:37.888',-0.032,-,-,69.600,10.400
'13:12:37.896',-0.048,-,-,69.600,10.400
'13:12:37.904',-0.016,-,-,69.600,10.000
'13:12:37.912',-0.032,-,-,68.800,10.000
'13:12:37.920',-0.016,-,-,68.800,10.000
'13:12:37.928',-0.032,-,-,68.800,10.000
'13:12:37.936',0.000,-,-,68.800,10.000
'13:12:37.944',0.000,-,-,68.000,10.000
'13:12:37.952',0.032,-,-,68.000,9.600
'13:12:37.960',0.032,-,-,67.200,9.600
'13:12:37.968',0.032,-,-,67.200,9.600
'13:12:37.976',0.000,-,-,66.400,9.200
'13:12:37.984',0.000,-,-,65.600,9.200
'13:12:37.992',0.016,-,-,65.600,9.200
'13:12:38.000',0.000,-,-,64.800,9.200
'13:12:38.008',0.000,-,-,64.800,9.200
'13:12:38.016',-0.032,-,-,64.000,9.200
'13:12:38.024',-0.096,-,-,63.200,9.200
'13:12:38.032',-0.080,-,-,63.200,9.200
'13:12:38.040',-0.096,-,-,62.400,9.200
'13:12:38.048',-0.032,-,-,62.400,9.200
'13:12:38.056',-0.032,-,-,61.600,9.200
'13:12:38.064',-0.096,-,-,61.600,9.200
'13:12:38.072',-0.080,-,-,60.800,9.200
'13:12:38.080',-0.176,-,-,60.800,8.800
'13:12:38.088',-0.032,-,-,60.000,8.400
'13:12:38.096',0.144,-,-,60.000,7.600
'13:12:38.104',0.224,-,-,59.200,7.600
'13:12:38.112',0.000,-,-,59.200,7.600
'13:12:38.120',-0.016,-,-,58.400,7.600
'13:12:38.128',-0.080,-,-,58.400,8.000
'13:12:38.136',-0.064,-,-,57.600,8.000
'13:12:38.144',-0.096,-,-,57.600,8.000
'13:12:38.152',-0.048,-,-,57.600,7.600
'13:12:38.160',-0.080,-,-,57.600,7.200
'13:12:38.168',-0.064,-,-,57.600,7.200
'13:12:38.176',-0.080,-,-,58.400,8.000
'13:12:38.184',-0.064,-,-,60.000,10.000
'13:12:38.192',-0.080,-,-,60.800,12.800
'13:12:38.200',-0.064,-,-,62.400,16.400
'13:12:38.208',-0.080,-,-,63.200,20.000
'13:12:38.216',-0.048,-,-,64.800,24.800
'13:12:38.224',-0.080,-,-,66.400,30.400
'13:12:38.232',-0.032,-,-,68.000,35.600
'13:12:38.240',-0.064,-,-,70.400,40.400
'13:12:38.248',-0.048,-,-,73.600,44.400
'13:12:38.256',-0.032,-,-,76.000,46.800
'13:12:38.264',-0.080,-,-,78.400,48.400
'13:12:38.272',-0.048,-,-,80.800,49.200
'13:12:38.280',-0.064,-,-,82.400,48.400
'13:12:38.288',-0.032,-,-,84.800,47.200
'13:12:38.296',-0.032,-,-,86.400,45.200
'13:12:38.304',-0.016,-,-,88.000,42.400
'13:12:38.312',-0.032,-,-,88.800,40.000
'13:12:38.320',0.000,-,-,89.600,37.600
'13:12:38.328',0.000,-,-,89.600,35.600
'13:12:38.336',0.032,-,-,90.400,34.000
'13:12:38.344',0.032,-,-,89.600,32.800
'13:12:38.352',0.048,-,-,89.600,32.000
'13:12:38.360',0.016,-,-,88.800,31.200
'13:12:38.368',0.032,-,-,88.000,30.400
'13:12:38.376',0.016,-,-,87.200,29.600
'13:12:38.384',0.032,-,-,86.400,28.800
'13:12:38.392',-0.016,-,-,85.600,28.000
'13:12:38.400',0.000,-,-,83.200,26.800
'13:12:38.408',-0.016,-,-,80.800,25.200
'13:12:38.416',-0.032,-,-,77.600,23.200
'13:12:38.424',-0.080,-,-,74.400,21.200
'13:12:38.432',-0.064,-,-,71.200,18.800
'13:12:38.440',-0.080,-,-,68.800,16.800
'13:12:38.448',-0.080,-,-,67.200,15.600
'13:12:38.456',-0.112,-,-,66.400,15.200
'13:12:38.464',-0.112,-,-,64.800,15.600
'13:12:38.472',-0.096,-,-,63.200,16.400
'13:12:38.480',-0.112,-,-,61.600,17.200
'13:12:38.488',-0.064,-,-,60.000,18.000
'13:12:38.496',-0.112,-,-,59.200,18.400
'13:12:38.504',-0.080,-,-,58.400,18.800
'13:12:38.512',-0.112,-,-,57.600,18.800
'13:12:38.520',-0.064,-,-,56.800,18.400
'13:12:38.528',-0.096,-,-,56.000,18.400
'13:12:38.536',-0.064,-,-,55.200,17.600
'13:12:38.544',-0.064,-,-,55.200,16.800
'13:12:38.552',-0.032,-,-,54.400,16.000
'13:12:38.560',-0.080,-,-,54.400,14.800
'13:12:38.568',-0.032,-,-,54.400,14.000
'13:12:38.576',-0.048,-,-,54.400,13.200
'13:12:38.584',-0.032,-,-,54.400,12.400
'13:12:38.592',-0.032,-,-,54.400,11.600
'13:12:38.600',-0.032,-,-,56.000,11.200
'13:12:38.608',-0.016,-,-,56.800,10.800
'13:12:38.616',0.000,-,-,58.400,10.800
'13:12:38.624',-0.032,-,-,59.200,11.200
'13:12:38.632',0.016,-,-,60.000,11.200
'13:12:38.640',0.000,-,-,61.600,11.200
'13:12:38.648',0.032,-,-,63.200,11.200
'13:12:38.656',0.032,-,-,64.800,11.200
'13:12:38.664',0.064,-,-,66.400,11.200
'13:12:38.672',0.064,-,-,68.000,11.200
'13:12:38.680',0.032,-,-,68.800,11.200
'13:12:38.688',0.016,-,-,70.400,11.200
'13:12:38.696',0.000,-,-,72.000,10.800
'13:12:38.704',0.032,-,-,73.600,10.800
'13:12:38.712',0.000,-,-,75.200,10.400
'13:12:38.720',0.000,-,-,76.000,10.400
'13:12:38.728',-0.032,-,-,77.600,10.400
'13:12:38.736',-0.016,-,-,78.400,10.400
'13:12:38.744',-0.048,-,-,79.200,10.800
'13:12:38.752',-0.032,-,-,80.000,10.800
'13:12:38.760',-0.064,-,-,80.800,10.800
'13:12:38.768',-0.032,-,-,81.600,11.200
'13:12:38.776',-0.064,-,-,81.600,11.200
'13:12:38.784',0.064,-,-,81.600,11.600
'13:12:38.792',0.288,-,-,81.600,11.600
'13:12:38.800',0.624,-,-,81.600,12.000
'13:12:38.808',0.720,-,-,81.600,12.400
'13:12:38.816',0.560,-,-,80.800,12.400
'13:12:38.824',0.416,-,-,80.800,12.800
'13:12:38.832',0.288,-,-,80.800,12.800
'13:12:38.840',0.208,-,-,80.000,13.200
'13:12:38.848',0.176,-,-,79.200,13.200
'13:12:38.856',0.064,-,-,78.400,13.600
'13:12:38.864',-0.080,-,-,78.400,13.200
'13:12:38.872',-0.208,-,-,77.600,12.800
'13:12:38.880',-0.224,-,-,76.000,12.800
'13:12:38.888',-0.192,-,-,75.200,13.600
'13:12:38.896',-0.208,-,-,73.600,15.200
'13:12:38.904',-0.144,-,-,72.000,16.800
'13:12:38.912',-0.160,-,-,70.400,18.000
'13:12:38.920',-0.128,-,-,68.000,18.000
'13:12:38.928',-0.144,-,-,66.400,17.600
'13:12:38.936',-0.112,-,-,64.800,17.600
'13:12:38.944',-0.144,-,-,63.200,19.200
'13:12:38.952',-0.112,-,-,62.400,21.600
'13:12:38.960',-0.144,-,-,61.600,24.400
'13:12:38.968',-0.112,-,-,60.800,27.600
'13:12:38.976',-0.128,-,-,61.600,30.400
'13:12:38.984',-0.112,-,-,62.400,32.400
'13:12:38.992',-0.144,-,-,62.400,34.400
'13:12:39.000',-0.112,-,-,63.200,36.000
'13:12:39.008',-0.144,-,-,64.000,37.600
'13:12:39.016',-0.128,-,-,65.600,38.400
'13:12:39.024',-0.160,-,-,66.400,38.800
'13:12:39.032',-0.144,-,-,68.000,38.400
'13:12:39.040',-0.128,-,-,69.600,37.600
'13:12:39.048',-0.160,-,-,71.200,36.400
'13:12:39.056',-0.144,-,-,72.800,35.600
'13:12:39.064',-0.176,-,-,74.400,34.400
'13:12:39.072',-0.144,-,-,76.000,33.200
'13:12:39.080',-0.176,-,-,77.600,32.000
'13:12:39.088',-0.128,-,-,79.200,30.400
'13:12:39.096',-0.144,-,-,81.600,29.200
'13:12:39.104',-0.112,-,-,83.200,28.000
'13:12:39.112',-0.128,-,-,84.000,26.800
'13:12:39.120',-0.080,-,-,83.200,25.200
'13:12:39.128',-0.096,-,-,81.600,23.200
'13:12:39.136',-0.064,-,-,80.800,20.800
'13:12:39.144',-0.080,-,-,80.000,18.400
'13:12:39.152',-0.032,-,-,80.000,16.400
'13:12:39.160',-0.064,-,-,79.200,15.600
'13:12:39.168',-0.032,-,-,77.600,15.600
'13:12:39.176',-0.064,-,-,75.200,16.400
'13:12:39.184',-0.032,-,-,72.800,18.000
'13:12:39.192',-0.048,-,-,72.000,19.600
'13:12:39.200',-0.032,-,-,71.200,21.200
'13:12:39.208',-0.048,-,-,70.400,22.000
'13:12:39.216',-0.064,-,-,68.800,22.800
'13:12:39.224',-0.032,-,-,68.000,23.200
'13:12:39.232',-0.064,-,-,67.200,23.200
'13:12:39.240',-0.032,-,-,66.400,22.400
'13:12:39.248',-0.048,-,-,66.400,21.600
'13:12:39.256',-0.016,-,-,66.400,20.400
'13:12:39.264',-0.032,-,-,67.200,19.600
'13:12:39.272',-0.016,-,-,68.000,18.400
