'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:31:03.240',-0.160,-,-,-,0.400,-,83.200,35.400
'5:31:03.248',-0.152,-,-,-,0.400,-,81.600,35.200
'5:31:03.256',-0.152,-,-,-,0.380,-,80.000,35.000
'5:31:03.264',-0.136,-,-,-,0.380,-,78.400,34.800
'5:31:03.272',-0.144,-,-,-,0.380,-,77.600,34.400
'5:31:03.280',-0.128,-,-,-,0.360,-,76.000,34.200
'5:31:03.288',-0.104,-,-,-,0.340,-,74.400,34.000
'5:31:03.296',-0.096,-,-,-,0.300,-,72.800,33.800
'5:31:03.304',-0.088,-,-,-,0.300,-,70.400,33.400
'5:31:03.312',-0.072,-,-,-,0.260,-,68.800,33.200
'5:31:03.320',-0.056,-,-,-,0.240,-,67.200,33.000
'5:31:03.328',-0.040,-,-,-,0.220,-,64.800,33.000
'5:31:03.336',-0.032,-,-,-,0.180,-,63.200,32.800
'5:31:03.344',-0.024,-,-,-,0.160,-,62.400,32.600
'5:31:03.352',-0.008,-,-,-,0.140,-,61.600,32.400
'5:31:03.360',0.000,-,-,-,0.120,-,63.200,32.200
'5:31:03.368',0.000,-,-,-,0.120,-,65.600,32.000
'5:31:03.376',0.016,-,-,-,0.100,-,69.600,31.800
'5:31:03.384',0.024,-,-,-,0.080,-,74.400,31.800
'5:31:03.392',0.024,-,-,-,0.060,-,80.000,31.800
'5:31:03.400',0.032,-,-,-,0.040,-,84.800,31.600
'5:31:03.408',0.040,-,-,-,0.020,-,88.800,31.600
'5:31:03.416',0.032,-,-,-,0.020,-,90.400,31.800
'5:31:03.424',0.040,-,-,-,0.000,-,92.000,31.800
'5:31:03.432',0.040,-,-,-,0.000,-,92.000,32.200
'5:31:03.440',0.040,-,-,-,0.000,-,92.000,32.200
'5:31:03.448',0.040,-,-,-,-0.020,-,90.400,32.200
'5:31:03.456',0.040,-,-,-,-0.020,-,89.600,31.800
'5:31:03.464',0.032,-,-,-,-0.040,-,87.200,31.800
'5:31:03.472',0.040,-,-,-,-0.040,-,83.200,31.600
'5:31:03.480',0.032,-,-,-,-0.040,-,77.600,31.600
'5:31:03.488',0.032,-,-,-,-0.040,-,71.200,31.600
'5:31:03.496',0.024,-,-,-,-0.040,-,68.000,31.600
'5:31:03.504',0.032,-,-,-,-0.040,-,65.600,31.400
'5:31:03.512',0.024,-,-,-,-0.040,-,64.000,31.400
'5:31:03.520',0.016,-,-,-,-0.040,-,64.000,31.200
'5:31:03.528',0.024,-,-,-,-0.040,-,64.800,31.000
'5:31:03.536',0.016,-,-,-,-0.040,-,65.600,30.800
'5:31:03.544',0.024,-,-,-,-0.040,-,67.200,30.600
'5:31:03.552',0.016,-,-,-,-0.040,-,68.800,30.400
'5:31:03.560',0.024,-,-,-,-0.040,-,70.400,30.000
'5:31:03.568',0.008,-,-,-,-0.040,-,70.400,30.000
'5:31:03.576',0.016,-,-,-,-0.040,-,70.400,29.800
'5:31:03.584',0.008,-,-,-,-0.040,-,69.600,29.800
'5:31:03.592',0.016,-,-,-,-0.040,-,68.000,29.800
'5:31:03.600',0.000,-,-,-,-0.040,-,67.200,30.000
'5:31:03.608',0.016,-,-,-,-0.040,-,65.600,30.200
'5:31:03.616',0.008,-,-,-,-0.040,-,64.800,30.400
'5:31:03.624',0.016,-,-,-,-0.060,-,63.200,30.600
'5:31:03.632',0.008,-,-,-,-0.040,-,62.400,30.800
'5:31:03.640',0.016,-,-,-,-0.040,-,62.400,31.000
'5:31:03.648',0.008,-,-,-,-0.040,-,61.600,31.200
'5:31:03.656',0.016,-,-,-,-0.040,-,61.600,31.400
'5:31:03.664',0.000,-,-,-,-0.040,-,60.800,31.600
'5:31:03.672',0.008,-,-,-,-0.040,-,60.800,31.800
'5:31:03.680',0.008,-,-,-,-0.040,-,60.800,32.000
'5:31:03.688',0.016,-,-,-,-0.040,-,60.800,32.200
'5:31:03.696',0.000,-,-,-,-0.040,-,60.800,32.400
'5:31:03.704',0.008,-,-,-,-0.040,-,60.000,32.600
'5:31:03.712',0.008,-,-,-,-0.040,-,60.000,32.800
'5:31:03.720',0.008,-,-,-,-0.040,-,59.200,33.000
'5:31:03.728',0.008,-,-,-,-0.040,-,59.200,33.000
'5:31:03.736',0.000,-,-,-,-0.040,-,58.400,33.200
'5:31:03.744',0.008,-,-,-,-0.040,-,58.400,33.200
'5:31:03.752',0.008,-,-,-,-0.040,-,58.400,33.400
'5:31:03.760',0.008,-,-,-,-0.040,-,57.600,33.600
'5:31:03.768',0.008,-,-,-,-0.040,-,57.600,33.800
'5:31:03.776',0.000,-,-,-,-0.040,-,56.800,33.800
'5:31:03.784',0.008,-,-,-,-0.040,-,56.800,34.000
'5:31:03.792',0.016,-,-,-,-0.040,-,56.800,34.200
'5:31:03.800',0.000,-,-,-,-0.040,-,56.000,34.400
'5:31:03.808',0.008,-,-,-,-0.040,-,56.000,34.600
'5:31:03.816',0.000,-,-,-,-0.040,-,56.000,34.800
'5:31:03.824',0.008,-,-,-,-0.040,-,56.000,35.000
'5:31:03.832',0.008,-,-,-,-0.040,-,56.000,35.200
'5:31:03.840',0.000,-,-,-,-0.040,-,55.200,35.600
'5:31:03.848',0.008,-,-,-,-0.040,-,55.200,36.000
'5:31:03.856',0.000,-,-,-,-0.040,-,54.400,36.200
'5:31:03.864',0.008,-,-,-,-0.040,-,54.400,36.000
'5:31:03.872',0.008,-,-,-,-0.040,-,53.600,35.800
'5:31:03.880',0.000,-,-,-,-0.040,-,53.600,35.800
'5:31:03.888',0.008,-,-,-,-0.040,-,52.800,35.800
'5:31:03.896',0.000,-,-,-,-0.060,-,52.800,35.800
'5:31:03.904',0.016,-,-,-,-0.100,-,52.000,36.000
'5:31:03.912',0.040,-,-,-,-0.140,-,52.000,36.000
'5:31:03.920',0.088,-,-,-,-0.220,-,52.000,36.000
'5:31:03.928',0.144,-,-,-,-0.320,-,52.000,36.000
'5:31:03.936',0.200,-,-,-,-0.420,-,52.000,35.800
'5:31:03.944',0.240,-,-,-,-0.500,-,52.000,35.600
'5:31:03.952',0.304,-,-,-,-0.600,-,51.200,35.600
'5:31:03.960',0.344,-,-,-,-0.680,-,51.200,35.600
'5:31:03.968',0.368,-,-,-,-0.660,-,51.200,35.600
'5:31:03.976',0.360,-,-,-,-0.560,-,51.200,35.600
'5:31:03.984',0.416,-,-,-,-0.520,-,51.200,35.800
'5:31:03.992',0.448,-,-,-,-0.560,-,50.400,36.200
'5:31:04.000',0.416,-,-,-,-0.480,-,50.400,36.600
'5:31:04.008',0.328,-,-,-,-0.440,-,50.400,37.000
'5:31:04.016',0.240,-,-,-,-0.360,-,49.600,37.200
'5:31:04.024',0.104,-,-,-,-0.280,-,49.600,37.400
'5:31:04.032',0.000,-,-,-,-0.220,-,49.600,37.400
'5:31:04.040',-0.056,-,-,-,-0.180,-,49.600,37.400
'5:31:04.048',-0.128,-,-,-,-0.100,-,49.600,37.400
'5:31:04.056',-0.168,-,-,-,0.000,-,49.600,37.200
'5:31:04.064',-0.184,-,-,-,0.080,-,50.400,36.800
'5:31:04.072',-0.160,-,-,-,0.160,-,51.200,36.400
'5:31:04.080',-0.168,-,-,-,0.220,-,51.200,36.200
'5:31:04.088',-0.160,-,-,-,0.220,-,50.400,36.200
'5:31:04.096',-0.168,-,-,-,0.240,-,50.400,36.400
