'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:51:29.352',0.016,-,-,77.600,8.400
'13:51:29.360',0.032,-,-,76.800,8.400
'13:51:29.368',0.064,-,-,76.800,8.400
'13:51:29.376',0.096,-,-,76.000,8.400
'13:51:29.384',0.064,-,-,75.200,8.400
'13:51:29.392',0.048,-,-,74.400,8.000
'13:51:29.400',0.064,-,-,73.600,8.000
'13:51:29.408',0.064,-,-,72.800,8.000
'13:51:29.416',0.032,-,-,72.800,8.000
'13:51:29.424',0.000,-,-,72.000,7.600
'13:51:29.432',0.016,-,-,71.200,7.600
'13:51:29.440',0.000,-,-,70.400,7.200
'13:51:29.448',-0.016,-,-,69.600,7.200
'13:51:29.456',-0.064,-,-,68.800,7.200
'13:51:29.464',-0.048,-,-,68.800,7.600
'13:51:29.472',-0.064,-,-,68.000,8.400
'13:51:29.480',-0.032,-,-,67.200,9.200
'13:51:29.488',0.000,-,-,66.400,10.000
'13:51:29.496',0.064,-,-,66.400,10.000
'13:51:29.504',0.176,-,-,65.600,9.600
'13:51:29.512',0.304,-,-,64.800,9.200
'13:51:29.520',0.368,-,-,64.000,8.800
'13:51:29.528',0.240,-,-,64.000,8.800
'13:51:29.536',0.096,-,-,63.200,8.800
'13:51:29.544',0.048,-,-,62.400,9.200
'13:51:29.552',0.064,-,-,62.400,9.200
'13:51:29.560',0.032,-,-,61.600,9.200
'13:51:29.568',0.000,-,-,60.800,9.200
'13:51:29.576',-0.064,-,-,60.800,9.200
'13:51:29.584',-0.128,-,-,60.000,9.600
'13:51:29.592',-0.080,-,-,59.200,10.400
'13:51:29.600',-0.032,-,-,58.400,10.800
'13:51:29.608',-0.128,-,-,57.600,11.200
'13:51:29.616',-0.080,-,-,56.000,12.000
'13:51:29.624',-0.048,-,-,55.200,14.400
'13:51:29.632',-0.080,-,-,54.400,19.200
'13:51:29.640',-0.064,-,-,53.600,25.600
'13:51:29.648',-0.032,-,-,52.800,33.200
'13:51:29.656',-0.064,-,-,52.800,40.800
'13:51:29.664',-0.064,-,-,53.600,47.600
'13:51:29.672',-0.048,-,-,54.400,52.400
'13:51:29.680',-0.064,-,-,56.000,55.600
'13:51:29.688',-0.080,-,-,57.600,57.200
'13:51:29.696',-0.032,-,-,60.000,58.000
'13:51:29.704',-0.064,-,-,61.600,57.200
'13:51:29.712',-0.048,-,-,64.800,55.600
'13:51:29.720',-0.032,-,-,68.000,52.800
'13:51:29.728',-0.064,-,-,71.200,50.000
'13:51:29.736',-0.064,-,-,74.400,47.600
'13:51:29.744',-0.032,-,-,77.600,45.200
'13:51:29.752',-0.032,-,-,80.000,44.000
'13:51:29.760',-0.048,-,-,83.200,43.200
'13:51:29.768',-0.032,-,-,85.600,42.800
'13:51:29.776',-0.048,-,-,88.800,42.800
'13:51:29.784',-0.032,-,-,91.200,42.800
'13:51:29.792',-0.032,-,-,92.800,42.800
'13:51:29.800',-0.032,-,-,93.600,42.400
'13:51:29.808',-0.016,-,-,93.600,42.000
'13:51:29.816',-0.032,-,-,93.600,41.200
'13:51:29.824',-0.016,-,-,93.600,39.600
'13:51:29.832',-0.032,-,-,93.600,37.200
'13:51:29.840',-0.016,-,-,93.600,34.400
'13:51:29.848',0.000,-,-,92.800,31.200
'13:51:29.856',-0.016,-,-,92.000,27.200
'13:51:29.864',0.000,-,-,90.400,23.600
'13:51:29.872',0.000,-,-,88.800,20.800
'13:51:29.880',0.000,-,-,87.200,19.600
'13:51:29.888',0.000,-,-,85.600,20.000
'13:51:29.896',-0.016,-,-,84.000,21.200
'13:51:29.904',-0.032,-,-,82.400,22.800
'13:51:29.912',-0.016,-,-,80.800,24.400
'13:51:29.920',-0.016,-,-,79.200,25.600
'13:51:29.928',-0.016,-,-,77.600,26.400
'13:51:29.936',-0.032,-,-,76.000,26.800
'13:51:29.944',-0.032,-,-,75.200,27.200
'13:51:29.952',-0.032,-,-,74.400,27.600
'13:51:29.960',-0.016,-,-,73.600,27.200
'13:51:29.968',-0.032,-,-,72.800,26.800
'13:51:29.976',-0.016,-,-,72.800,26.400
'13:51:29.984',0.000,-,-,72.800,25.600
'13:51:29.992',0.016,-,-,73.600,24.800
'13:51:30.000',0.048,-,-,74.400,24.000
'13:51:30.008',0.064,-,-,75.200,23.200
'13:51:30.016',0.096,-,-,76.000,22.400
'13:51:30.024',0.064,-,-,76.800,22.000
'13:51:30.032',0.080,-,-,78.400,21.200
'13:51:30.040',0.064,-,-,80.000,20.800
'13:51:30.048',0.064,-,-,80.800,20.400
'13:51:30.056',0.064,-,-,82.400,19.600
'13:51:30.064',0.032,-,-,84.000,18.800
'13:51:30.072',0.000,-,-,84.800,18.000
'13:51:30.080',0.000,-,-,86.400,17.600
'13:51:30.088',0.000,-,-,87.200,17.600
'13:51:30.096',-0.016,-,-,88.800,17.600
'13:51:30.104',-0.016,-,-,89.600,17.200
'13:51:30.112',-0.016,-,-,90.400,17.200
'13:51:30.120',-0.016,-,-,90.400,17.200
'13:51:30.128',0.000,-,-,91.200,17.200
'13:51:30.136',0.016,-,-,91.200,17.600
'13:51:30.144',0.096,-,-,92.000,18.400
'13:51:30.152',0.176,-,-,92.000,18.800
'13:51:30.160',0.272,-,-,92.000,19.200
'13:51:30.168',0.176,-,-,92.000,18.800
'13:51:30.176',0.112,-,-,91.200,18.400
'13:51:30.184',0.000,-,-,91.200,17.600
'13:51:30.192',0.016,-,-,90.400,16.800
'13:51:30.200',0.032,-,-,89.600,16.800
'13:51:30.208',0.000,-,-,88.800,16.400
