'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:40.192',-0.209,-0.025,-,-,-,127.200,44.880
'5:40.200',-0.096,-0.050,-,-,-,129.600,44.880
'5:40.208',-0.052,-0.125,-,-,-,132.000,44.880
'5:40.216',-0.035,-0.150,-,-,-,134.400,44.880
'5:40.224',-0.009,-0.150,-,-,-,136.000,44.880
'5:40.232',-0.009,-0.150,-,-,-,136.000,44.880
'5:40.240',-0.052,-0.175,-,-,-,134.400,44.880
'5:40.248',-0.078,-0.200,-,-,-,131.200,44.880
'5:40.256',-0.104,-0.225,-,-,-,128.000,44.880
'5:40.264',-0.157,-0.275,-,-,-,124.800,44.880
'5:40.272',-0.165,-0.275,-,-,-,121.600,44.880
'5:40.280',-0.157,-0.175,-,-,-,119.200,44.880
'5:40.288',-0.165,-0.050,-,-,-,116.000,44.880
'5:40.296',-0.174,0.075,-,-,-,112.800,44.880
'5:40.304',-0.200,0.100,-,-,-,110.400,44.880
'5:40.312',-0.209,0.025,-,-,-,108.800,44.880
'5:40.320',-0.070,-0.050,-,-,-,108.000,44.880
'5:40.328',0.052,-0.125,-,-,-,107.200,44.880
'5:40.336',0.078,-0.150,-,-,-,106.400,44.880
'5:40.344',0.017,-0.200,-,-,-,104.800,44.880
'5:40.352',-0.035,-0.225,-,-,-,103.200,44.880
'5:40.360',-0.043,-0.200,-,-,-,103.200,44.880
'5:40.368',-0.035,-0.175,-,-,-,103.200,44.880
'5:40.376',-0.043,-0.150,-,-,-,104.800,44.880
'5:40.384',-0.070,-0.150,-,-,-,107.200,44.880
'5:40.392',-0.078,-0.150,-,-,-,112.000,44.880
'5:40.400',-0.070,-0.150,-,-,-,119.200,44.880
'5:40.408',-0.096,-0.150,-,-,-,125.600,44.880
'5:40.416',-0.139,-0.125,-,-,-,129.600,44.880
'5:40.424',-0.078,-0.125,-,-,-,133.600,44.880
'5:40.432',0.035,-0.075,-,-,-,137.600,44.880
'5:40.440',0.043,-0.075,-,-,-,142.400,44.880
'5:40.448',-0.070,-0.075,-,-,-,145.600,44.880
'5:40.456',-0.130,-0.025,-,-,-,146.400,44.880
'5:40.464',-0.157,0.000,-,-,-,148.000,44.880
'5:40.472',-0.052,0.000,-,-,-,148.000,44.880
'5:40.480',-0.009,0.025,-,-,-,148.000,44.880
'5:40.488',-0.043,0.075,-,-,-,148.800,44.880
'5:40.496',-0.052,0.100,-,-,-,149.600,44.880
'5:40.504',-0.035,0.150,-,-,-,150.400,44.880
'5:40.512',-0.104,0.150,-,-,-,150.400,44.880
'5:40.520',-0.261,0.150,-,-,-,149.600,44.880
'5:40.528',-0.287,0.175,-,-,-,148.000,44.880
'5:40.536',-0.165,0.200,-,-,-,144.800,44.880
'5:40.544',-0.035,0.200,-,-,-,142.400,44.880
'5:40.552',0.043,0.225,-,-,-,141.600,44.880
'5:40.560',0.052,0.250,-,-,-,141.600,44.880
'5:40.568',0.017,0.250,-,-,-,141.600,44.880
'5:40.576',0.009,0.250,-,-,-,139.200,44.880
'5:40.584',0.043,0.275,-,-,-,136.000,44.880
'5:40.592',-0.009,0.225,-,-,-,131.200,44.880
'5:40.600',-0.096,0.150,-,-,-,128.000,44.880
'5:40.608',-0.104,0.150,-,-,-,124.800,44.880
'5:40.616',-0.017,0.200,-,-,-,121.600,44.880
'5:40.624',0.052,0.250,-,-,-,116.800,44.880
'5:40.632',0.078,0.275,-,-,-,110.400,44.880
'5:40.640',0.043,0.200,-,-,-,106.400,44.880
'5:40.648',0.009,0.150,-,-,-,106.400,44.880
'5:40.656',0.000,0.125,-,-,-,107.200,44.880
'5:40.664',-0.009,0.100,-,-,-,108.000,44.880
'5:40.672',-0.043,0.075,-,-,-,106.400,44.880
'5:40.680',-0.052,0.050,-,-,-,104.000,44.880
'5:40.688',-0.043,0.025,-,-,-,100.000,44.880
'5:40.696',-0.035,0.000,-,-,-,96.000,44.880
'5:40.704',-0.043,-0.025,-,-,-,92.000,44.880
'5:40.712',-0.052,-0.025,-,-,-,89.600,44.880
'5:40.720',-0.070,-0.050,-,-,-,88.000,44.880
'5:40.728',-0.070,-0.050,-,-,-,86.400,44.880
'5:40.736',-0.078,-0.025,-,-,-,86.400,44.880
'5:40.744',-0.104,0.025,-,-,-,88.000,44.880
'5:40.752',-0.113,0.125,-,-,-,90.400,44.880
'5:40.760',-0.130,0.250,-,-,-,94.400,44.880
'5:40.768',-0.052,0.350,-,-,-,99.200,44.880
'5:40.776',0.052,0.400,-,-,-,104.000,44.880
'5:40.784',0.113,0.325,-,-,-,107.200,44.880
'5:40.792',0.078,0.225,-,-,-,109.600,44.880
'5:40.800',0.035,0.175,-,-,-,111.200,44.880
'5:40.808',0.017,0.200,-,-,-,112.800,44.880
'5:40.816',0.017,0.225,-,-,-,114.400,44.880
'5:40.824',0.017,0.275,-,-,-,116.000,44.880
'5:40.832',0.043,0.325,-,-,-,116.000,44.880
'5:40.840',0.052,0.350,-,-,-,115.200,44.880
'5:40.848',0.078,0.400,-,-,-,112.800,44.880
'5:40.856',0.096,0.450,-,-,-,111.200,44.880
'5:40.864',0.078,0.475,-,-,-,111.200,44.880
'5:40.872',0.113,0.550,-,-,-,112.000,44.880
'5:40.880',0.130,0.575,-,-,-,113.600,44.880
'5:40.888',0.104,0.600,-,-,-,116.800,44.880
'5:40.896',0.104,0.600,-,-,-,120.000,44.880
'5:40.904',0.113,0.575,-,-,-,122.400,44.880
'5:40.912',0.052,0.500,-,-,-,123.200,44.880
'5:40.920',0.043,0.475,-,-,-,122.400,44.880
