'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:12:31.360',-0.080,-,-,63.200,42.000
'13:12:31.368',-0.112,-,-,64.000,42.400
'13:12:31.376',-0.096,-,-,64.800,42.000
'13:12:31.384',-0.128,-,-,65.600,40.800
'13:12:31.392',-0.112,-,-,67.200,38.800
'13:12:31.400',-0.128,-,-,68.000,36.800
'13:12:31.408',-0.112,-,-,70.400,34.800
'13:12:31.416',-0.144,-,-,72.000,33.200
'13:12:31.424',-0.112,-,-,73.600,32.000
'13:12:31.432',-0.144,-,-,76.000,30.800
'13:12:31.440',-0.112,-,-,77.600,29.600
'13:12:31.448',-0.144,-,-,80.000,28.800
'13:12:31.456',-0.080,-,-,81.600,28.000
'13:12:31.464',-0.112,-,-,81.600,26.800
'13:12:31.472',-0.080,-,-,81.600,25.600
'13:12:31.480',-0.096,-,-,80.800,24.000
'13:12:31.488',-0.048,-,-,80.000,22.400
'13:12:31.496',-0.064,-,-,80.000,20.000
'13:12:31.504',-0.032,-,-,80.000,17.600
'13:12:31.512',-0.064,-,-,79.200,15.200
'13:12:31.520',-0.016,-,-,77.600,13.600
'13:12:31.528',-0.032,-,-,75.200,13.200
'13:12:31.536',-0.016,-,-,73.600,14.000
'13:12:31.544',-0.032,-,-,72.000,15.200
'13:12:31.552',-0.064,-,-,71.200,17.200
'13:12:31.560',-0.016,-,-,70.400,18.800
'13:12:31.568',-0.032,-,-,69.600,20.000
'13:12:31.576',0.000,-,-,68.000,20.800
'13:12:31.584',-0.032,-,-,67.200,20.800
'13:12:31.592',-0.016,-,-,66.400,20.400
'13:12:31.600',-0.032,-,-,65.600,19.600
'13:12:31.608',-0.032,-,-,64.800,18.400
'13:12:31.616',-0.032,-,-,64.800,17.200
'13:12:31.624',0.000,-,-,64.800,16.400
'13:12:31.632',-0.032,-,-,64.800,15.600
'13:12:31.640',0.000,-,-,65.600,14.800
'13:12:31.648',-0.016,-,-,66.400,14.000
'13:12:31.656',0.000,-,-,66.400,13.600
'13:12:31.664',-0.016,-,-,67.200,13.200
'13:12:31.672',0.000,-,-,68.000,13.200
'13:12:31.680',0.000,-,-,68.800,13.200
'13:12:31.688',0.048,-,-,69.600,13.200
'13:12:31.696',0.064,-,-,69.600,13.200
'13:12:31.704',0.032,-,-,71.200,12.800
'13:12:31.712',0.064,-,-,72.000,12.400
'13:12:31.720',0.048,-,-,72.800,12.400
'13:12:31.728',0.080,-,-,73.600,12.000
'13:12:31.736',0.064,-,-,74.400,12.000
'13:12:31.744',0.064,-,-,75.200,11.600
'13:12:31.752',0.032,-,-,76.000,11.600
'13:12:31.760',0.064,-,-,76.800,11.200
'13:12:31.768',0.000,-,-,77.600,10.800
'13:12:31.776',0.032,-,-,78.400,10.400
'13:12:31.784',0.000,-,-,79.200,10.400
'13:12:31.792',0.000,-,-,80.000,10.400
'13:12:31.800',-0.032,-,-,80.800,10.400
'13:12:31.808',0.000,-,-,81.600,10.400
'13:12:31.816',-0.032,-,-,81.600,10.400
'13:12:31.824',0.000,-,-,82.400,10.400
'13:12:31.832',-0.032,-,-,82.400,10.400
'13:12:31.840',0.032,-,-,83.200,10.400
'13:12:31.848',0.208,-,-,83.200,10.400
'13:12:31.856',0.528,-,-,83.200,10.400
'13:12:31.864',0.720,-,-,82.400,10.400
'13:12:31.872',0.736,-,-,82.400,10.400
'13:12:31.880',0.480,-,-,82.400,10.800
'13:12:31.888',0.320,-,-,81.600,10.800
'13:12:31.896',0.240,-,-,81.600,11.200
'13:12:31.904',0.208,-,-,80.800,11.600
'13:12:31.912',0.128,-,-,80.000,11.600
'13:12:31.920',0.000,-,-,79.200,12.000
'13:12:31.928',-0.160,-,-,78.400,12.000
'13:12:31.936',-0.176,-,-,76.800,11.600
'13:12:31.944',-0.128,-,-,76.000,11.600
'13:12:31.952',-0.176,-,-,74.400,12.400
'13:12:31.960',-0.144,-,-,72.800,14.000
'13:12:31.968',-0.112,-,-,71.200,15.600
'13:12:31.976',-0.112,-,-,68.800,16.400
'13:12:31.984',-0.128,-,-,67.200,16.400
'13:12:31.992',-0.096,-,-,65.600,16.400
'13:12:32.000',-0.112,-,-,64.000,17.200
