'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:41:10.240',0.024,-,-,-,-0.040,-,55.200,34.800
'5:41:10.248',0.008,-,-,-,-0.020,-,55.200,35.000
'5:41:10.256',0.016,-,-,-,-0.040,-,54.400,35.200
'5:41:10.264',0.008,-,-,-,-0.020,-,54.400,35.200
'5:41:10.272',0.016,-,-,-,-0.040,-,54.400,35.400
'5:41:10.280',0.008,-,-,-,-0.020,-,54.400,35.400
'5:41:10.288',0.016,-,-,-,-0.040,-,54.400,35.600
'5:41:10.296',0.008,-,-,-,-0.020,-,54.400,35.800
'5:41:10.304',0.016,-,-,-,-0.020,-,54.400,36.200
'5:41:10.312',0.008,-,-,-,-0.040,-,53.600,36.400
'5:41:10.320',0.016,-,-,-,-0.020,-,53.600,36.600
'5:41:10.328',0.008,-,-,-,-0.020,-,53.600,36.600
'5:41:10.336',0.016,-,-,-,-0.020,-,52.800,36.800
'5:41:10.344',0.008,-,-,-,-0.040,-,52.800,37.200
'5:41:10.352',0.016,-,-,-,-0.020,-,52.800,37.400
'5:41:10.360',0.008,-,-,-,-0.020,-,52.800,37.600
'5:41:10.368',0.016,-,-,-,-0.020,-,52.000,38.000
'5:41:10.376',0.008,-,-,-,-0.020,-,52.000,38.400
'5:41:10.384',0.008,-,-,-,-0.020,-,52.000,38.600
'5:41:10.392',0.016,-,-,-,-0.020,-,52.000,38.800
'5:41:10.400',0.000,-,-,-,-0.020,-,52.000,39.200
'5:41:10.408',0.008,-,-,-,-0.020,-,52.000,39.600
'5:41:10.416',0.000,-,-,-,-0.020,-,51.200,40.200
'5:41:10.424',0.008,-,-,-,-0.020,-,51.200,40.600
'5:41:10.432',0.008,-,-,-,-0.020,-,51.200,40.800
'5:41:10.440',0.008,-,-,-,-0.020,-,51.200,41.200
'5:41:10.448',0.008,-,-,-,-0.020,-,50.400,41.600
'5:41:10.456',0.008,-,-,-,-0.020,-,50.400,41.800
'5:41:10.464',0.000,-,-,-,0.000,-,50.400,42.000
'5:41:10.472',0.008,-,-,-,-0.020,-,50.400,42.400
'5:41:10.480',0.000,-,-,-,0.000,-,50.400,42.800
'5:41:10.488',0.008,-,-,-,0.000,-,50.400,43.000
'5:41:10.496',0.000,-,-,-,-0.020,-,50.400,43.200
'5:41:10.504',0.008,-,-,-,0.000,-,50.400,43.200
'5:41:10.512',0.000,-,-,-,0.000,-,49.600,43.600
'5:41:10.520',0.000,-,-,-,0.000,-,49.600,44.000
'5:41:10.528',0.008,-,-,-,0.000,-,49.600,44.400
'5:41:10.536',0.000,-,-,-,0.000,-,49.600,44.800
'5:41:10.544',0.000,-,-,-,-0.020,-,48.800,45.000
'5:41:10.552',0.000,-,-,-,0.000,-,48.800,45.000
'5:41:10.560',0.000,-,-,-,-0.020,-,48.800,45.000
'5:41:10.568',0.000,-,-,-,0.000,-,48.000,45.000
'5:41:10.576',0.000,-,-,-,0.000,-,48.000,45.000
'5:41:10.584',0.000,-,-,-,0.000,-,47.200,45.000
'5:41:10.592',0.000,-,-,-,0.000,-,47.200,44.800
'5:41:10.600',0.000,-,-,-,0.000,-,47.200,44.600
'5:41:10.608',0.000,-,-,-,0.000,-,47.200,44.200
'5:41:10.616',0.000,-,-,-,0.000,-,47.200,44.000
'5:41:10.624',0.000,-,-,-,0.000,-,46.400,43.600
'5:41:10.632',0.000,-,-,-,0.000,-,46.400,43.400
'5:41:10.640',0.000,-,-,-,-0.020,-,46.400,43.400
'5:41:10.648',0.000,-,-,-,0.000,-,46.400,43.600
'5:41:10.656',0.000,-,-,-,-0.020,-,47.200,43.800
