'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'41:01.760',-,-,-,-,-,-,0.056,0.064,67.200,-
'41:01.768',-,-,-,-,-,-,0.056,0.112,67.200,-
'41:01.776',-,-,-,-,-,-,0.016,0.040,67.200,-
'41:01.784',-,-,-,-,-,-,0.000,0.000,66.000,-
'41:01.792',-,-,-,-,-,-,-0.016,-0.016,66.000,-
'41:01.800',-,-,-,-,-,-,0.000,0.000,66.000,-
'41:01.808',-,-,-,-,-,-,0.000,0.016,66.000,-
'41:01.816',-,-,-,-,-,-,0.000,0.000,66.000,-
'41:01.824',-,-,-,-,-,-,0.016,0.000,66.000,-
'41:01.832',-,-,-,-,-,-,0.016,0.000,66.000,-
'41:01.840',-,-,-,-,-,-,0.016,0.040,66.000,-
'41:01.848',-,-,-,-,-,-,0.000,0.040,64.800,-
'41:01.856',-,-,-,-,-,-,0.000,0.000,64.800,-
'41:01.864',-,-,-,-,-,-,0.000,0.000,64.800,-
'41:01.872',-,-,-,-,-,-,0.000,-0.016,63.600,-
'41:01.880',-,-,-,-,-,-,0.000,0.016,63.600,-
'41:01.888',-,-,-,-,-,-,-0.016,0.040,63.600,-
'41:01.896',-,-,-,-,-,-,0.000,-0.040,62.400,-
'41:01.904',-,-,-,-,-,-,0.016,0.088,62.400,-
'41:01.912',-,-,-,-,-,-,0.080,0.000,62.400,-
'41:01.920',-,-,-,-,-,-,0.184,0.136,61.200,-
'41:01.928',-,-,-,-,-,-,0.184,0.232,61.200,-
'41:01.936',-,-,-,-,-,-,-0.080,0.088,61.200,-
'41:01.944',-,-,-,-,-,-,-0.376,-0.208,60.000,-
'41:01.952',-,-,-,-,-,-,-0.504,-0.600,60.000,-
'41:01.960',-,-,-,-,-,-,-0.400,-0.600,60.000,-
'41:01.968',-,-,-,-,-,-,-0.296,-0.344,58.800,-
'41:01.976',-,-,-,-,-,-,-0.208,-0.248,58.800,-
'41:01.984',-,-,-,-,-,-,-0.120,-0.160,58.800,-
'41:01.992',-,-,-,-,-,-,-0.080,-0.040,60.000,-
'41:02.000',-,-,-,-,-,-,-0.080,-0.040,61.200,-
'41:02.008',-,-,-,-,-,-,-0.056,-0.016,62.400,-
'41:02.016',-,-,-,-,-,-,-0.056,-0.040,63.600,-
'41:02.024',-,-,-,-,-,-,-0.040,0.000,66.000,-
'41:02.032',-,-,-,-,-,-,-0.016,-0.016,72.000,-
'41:02.040',-,-,-,-,-,-,-0.016,-0.016,78.000,-
'41:02.048',-,-,-,-,-,-,0.000,0.000,85.200,-
'41:02.056',-,-,-,-,-,-,0.000,0.000,90.000,-
'41:02.064',-,-,-,-,-,-,0.016,0.000,93.600,-
'41:02.072',-,-,-,-,-,-,0.040,0.040,96.000,-
'41:02.080',-,-,-,-,-,-,0.040,0.040,97.200,-
'41:02.088',-,-,-,-,-,-,0.040,0.016,99.600,-
'41:02.096',-,-,-,-,-,-,0.040,0.040,99.600,-
'41:02.104',-,-,-,-,-,-,0.040,0.088,99.600,-
'41:02.112',-,-,-,-,-,-,0.056,0.040,99.600,-
'41:02.120',-,-,-,-,-,-,0.120,0.088,99.600,-
'41:02.128',-,-,-,-,-,-,0.184,0.160,98.400,-
'41:02.136',-,-,-,-,-,-,0.272,0.272,98.400,-
'41:02.144',-,-,-,-,-,-,0.336,0.320,97.200,-
'41:02.152',-,-,-,-,-,-,0.400,0.368,97.200,-
'41:02.160',-,-,-,-,-,-,0.464,0.464,96.000,-
'41:02.168',-,-,-,-,-,-,0.504,0.488,96.000,-
'41:02.176',-,-,-,-,-,-,0.528,0.488,94.800,-
'41:02.184',-,-,-,-,-,-,0.504,0.488,94.800,-
'41:02.192',-,-,-,-,-,-,0.464,0.504,93.600,-
'41:02.200',-,-,-,-,-,-,0.400,0.392,91.200,-
'41:02.208',-,-,-,-,-,-,0.336,0.296,90.000,-
'41:02.216',-,-,-,-,-,-,0.248,0.248,87.600,-
'41:02.224',-,-,-,-,-,-,0.184,0.184,84.000,-
'41:02.232',-,-,-,-,-,-,0.120,0.136,81.600,-
'41:02.240',-,-,-,-,-,-,0.080,0.088,80.400,-
'41:02.248',-,-,-,-,-,-,0.040,0.040,79.200,-
'41:02.256',-,-,-,-,-,-,0.000,0.000,78.000,-
'41:02.264',-,-,-,-,-,-,-0.040,-0.016,78.000,-
'41:02.272',-,-,-,-,-,-,0.000,-0.112,76.800,-
'41:02.280',-,-,-,-,-,-,0.016,-0.016,75.600,-
'41:02.288',-,-,-,-,-,-,0.016,0.000,75.600,-
'41:02.296',-,-,-,-,-,-,0.000,-0.040,75.600,-
'41:02.304',-,-,-,-,-,-,-0.016,-0.040,75.600,-
'41:02.312',-,-,-,-,-,-,-0.016,-0.088,75.600,-
'41:02.320',-,-,-,-,-,-,-0.040,-0.064,75.600,-
'41:02.328',-,-,-,-,-,-,-0.040,-0.088,75.600,-
'41:02.336',-,-,-,-,-,-,-0.040,-0.064,75.600,-
'41:02.344',-,-,-,-,-,-,-0.040,-0.112,75.600,-
'41:02.352',-,-,-,-,-,-,-0.040,-0.088,74.400,-
'41:02.360',-,-,-,-,-,-,-0.056,-0.112,74.400,-
'41:02.368',-,-,-,-,-,-,-0.056,-0.112,74.400,-
'41:02.376',-,-,-,-,-,-,-0.080,-0.088,74.400,-
'41:02.384',-,-,-,-,-,-,-0.056,-0.112,74.400,-
'41:02.392',-,-,-,-,-,-,-0.040,-0.088,73.200,-
'41:02.400',-,-,-,-,-,-,-0.016,-0.040,73.200,-
'41:02.408',-,-,-,-,-,-,-0.040,-0.112,73.200,-
'41:02.416',-,-,-,-,-,-,-0.040,-0.112,73.200,-
'41:02.424',-,-,-,-,-,-,-0.040,-0.088,73.200,-
'41:02.432',-,-,-,-,-,-,-0.040,-0.112,73.200,-
'41:02.440',-,-,-,-,-,-,-0.040,-0.064,73.200,-
'41:02.448',-,-,-,-,-,-,-0.040,-0.112,73.200,-
'41:02.456',-,-,-,-,-,-,-0.016,-0.112,73.200,-
'41:02.464',-,-,-,-,-,-,-0.016,-0.040,73.200,-
'41:02.472',-,-,-,-,-,-,-0.040,-0.040,73.200,-
'41:02.480',-,-,-,-,-,-,-0.080,-0.112,73.200,-
'41:02.488',-,-,-,-,-,-,-0.104,-0.160,73.200,-
'41:02.496',-,-,-,-,-,-,-0.080,-0.160,73.200,-
