'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'0:10.192',0.000,0.000,-,-,-,-24.000,-
'0:10.200',0.000,0.000,-,-,-,-24.000,-
'0:10.208',0.000,0.000,-,-,-,24.000,-
'0:10.216',0.000,0.000,-,-,-,24.000,-
'0:10.224',0.000,0.000,-,-,-,24.000,-
'0:10.232',0.000,0.000,-,-,-,24.000,-
'0:10.240',0.000,0.000,-,-,-,-24.000,-
'0:10.248',0.000,0.000,-,-,-,-24.000,-
'0:10.256',0.000,0.000,-,-,-,-24.000,-
'0:10.264',0.000,0.000,-,-,-,-24.000,-
'0:10.272',0.000,0.000,-,-,-,24.000,-
'0:10.280',0.000,0.000,-,-,-,24.000,-
'0:10.288',0.000,0.000,-,-,-,24.000,-
'0:10.296',0.000,0.000,-,-,-,24.000,-
'0:10.304',0.000,0.000,-,-,-,-24.000,-
'0:10.312',0.000,0.000,-,-,-,-24.000,-
'0:10.320',0.000,0.000,-,-,-,-24.000,-
'0:10.328',0.000,0.000,-,-,-,-24.000,-
'0:10.336',0.000,0.000,-,-,-,24.000,-
'0:10.344',0.000,0.000,-,-,-,24.000,-
'0:10.352',0.000,0.000,-,-,-,24.000,-
'0:10.360',0.000,0.000,-,-,-,24.000,-
'0:10.368',0.000,0.000,-,-,-,-24.000,-
'0:10.376',0.000,0.000,-,-,-,-24.000,-
'0:10.384',0.000,0.000,-,-,-,-24.000,-
'0:10.392',0.000,0.000,-,-,-,-24.000,-
'0:10.400',0.000,0.000,-,-,-,24.000,-
'0:10.408',0.000,0.000,-,-,-,24.000,-
'0:10.416',0.000,0.000,-,-,-,24.000,-
'0:10.424',0.000,0.000,-,-,-,24.000,-
'0:10.432',0.000,0.000,-,-,-,-24.000,-
'0:10.440',0.000,0.000,-,-,-,-24.000,-
'0:10.448',0.000,0.000,-,-,-,-24.000,-
'0:10.456',0.000,0.000,-,-,-,-24.000,-
'0:10.464',0.000,0.000,-,-,-,24.000,-
'0:10.472',0.000,0.000,-,-,-,24.000,-
'0:10.480',0.000,0.000,-,-,-,24.000,-
'0:10.488',0.000,0.000,-,-,-,24.000,-
'0:10.496',0.000,0.000,-,-,-,-24.000,-
'0:10.504',0.000,0.000,-,-,-,-24.000,-
'0:10.512',0.000,0.000,-,-,-,-24.000,-
'0:10.520',0.000,0.000,-,-,-,-24.000,-
'0:10.528',0.000,0.000,-,-,-,24.000,-
'0:10.536',0.000,0.000,-,-,-,24.000,-
'0:10.544',0.000,0.000,-,-,-,24.000,-
'0:10.552',0.000,0.000,-,-,-,24.000,-
'0:10.560',0.000,0.000,-,-,-,-24.000,-
'0:10.568',0.000,0.000,-,-,-,-24.000,-
'0:10.576',0.000,0.000,-,-,-,-24.000,-
'0:10.584',0.000,0.000,-,-,-,-24.000,-
'0:10.592',0.000,0.000,-,-,-,24.000,-
'0:10.600',0.000,0.000,-,-,-,24.000,-
'0:10.608',0.000,0.000,-,-,-,24.000,-
'0:10.616',0.000,0.000,-,-,-,24.000,-
'0:10.624',0.000,0.000,-,-,-,-24.000,-
'0:10.632',0.000,0.000,-,-,-,-24.000,-
'0:10.640',0.000,0.000,-,-,-,-24.000,-
'0:10.648',0.000,0.000,-,-,-,-24.000,-
'0:10.656',0.000,0.000,-,-,-,24.000,-
'0:10.664',0.000,0.000,-,-,-,24.000,-
'0:10.672',0.000,0.000,-,-,-,24.000,-
'0:10.680',0.000,0.000,-,-,-,24.000,-
'0:10.688',0.000,0.000,-,-,-,-24.000,-
'0:10.696',0.000,0.000,-,-,-,-24.000,-
'0:10.704',0.000,0.000,-,-,-,-24.000,-
'0:10.712',0.000,0.000,-,-,-,-24.000,-
'0:10.720',0.000,0.000,-,-,-,24.000,-
'0:10.728',0.000,0.000,-,-,-,24.000,-
'0:10.736',0.000,0.000,-,-,-,24.000,-
'0:10.744',0.000,0.000,-,-,-,24.000,-
'0:10.752',0.000,0.000,-,-,-,-24.000,-
'0:10.760',0.000,0.000,-,-,-,-24.000,-
'0:10.768',0.000,0.000,-,-,-,-24.000,-
'0:10.776',0.000,0.000,-,-,-,-24.000,-
'0:10.784',0.000,0.000,-,-,-,24.000,-
