'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:06:28.576',-,-0.032,-,-,-0.008,-,65.760,-
'35:06:28.584',-,-0.032,-,-,-0.008,-,65.760,-
'35:06:28.592',-,-0.064,-,-,-0.016,-,66.720,-
'35:06:28.600',-,-0.064,-,-,-0.008,-,66.720,-
'35:06:28.608',-,-0.064,-,-,-0.008,-,66.720,-
'35:06:28.616',-,-0.136,-,-,0.000,-,68.160,-
'35:06:28.624',-,-0.168,-,-,0.008,-,68.160,-
'35:06:28.632',-,-0.096,-,-,0.032,-,68.160,-
'35:06:28.640',-,0.000,-,-,0.072,-,68.160,-
'35:06:28.648',-,0.064,-,-,0.104,-,68.160,-
'35:06:28.656',-,0.200,-,-,0.144,-,68.160,-
'35:06:28.664',-,0.376,-,-,0.168,-,66.720,-
'35:06:28.672',-,0.512,-,-,0.224,-,66.720,-
'35:06:28.680',-,0.544,-,-,0.264,-,66.720,-
'35:06:28.688',-,0.240,-,-,0.336,-,65.760,-
'35:06:28.696',-,0.032,-,-,0.352,-,65.760,-
'35:06:28.704',-,0.096,-,-,0.296,-,65.760,-
'35:06:28.712',-,0.032,-,-,0.256,-,64.320,-
'35:06:28.720',-,-0.136,-,-,0.168,-,64.320,-
'35:06:28.728',-,-0.200,-,-,0.048,-,64.320,-
'35:06:28.736',-,-0.200,-,-,0.000,-,63.360,-
'35:06:28.744',-,-0.240,-,-,-0.016,-,63.360,-
'35:06:28.752',-,-0.200,-,-,-0.032,-,63.360,-
'35:06:28.760',-,-0.200,-,-,-0.032,-,63.360,-
'35:06:28.768',-,-0.200,-,-,-0.040,-,61.920,-
'35:06:28.776',-,-0.200,-,-,-0.040,-,61.920,-
'35:06:28.784',-,-0.200,-,-,-0.040,-,61.920,-
'35:06:28.792',-,-0.200,-,-,-0.040,-,61.920,-
'35:06:28.800',-,-0.200,-,-,-0.064,-,63.360,-
'35:06:28.808',-,-0.200,-,-,-0.064,-,64.320,-
'35:06:28.816',-,-0.200,-,-,-0.064,-,66.720,-
'35:06:28.824',-,-0.240,-,-,-0.080,-,69.120,-
'35:06:28.832',-,-0.240,-,-,-0.072,-,72.960,-
'35:06:28.840',-,-0.240,-,-,-0.088,-,76.320,-
'35:06:28.848',-,-0.240,-,-,-0.096,-,80.160,-
'35:06:28.856',-,-0.240,-,-,-0.112,-,83.520,-
'35:06:28.864',-,-0.240,-,-,-0.136,-,85.920,-
'35:06:28.872',-,-0.240,-,-,-0.144,-,88.320,-
'35:06:28.880',-,-0.240,-,-,-0.152,-,89.760,-
'35:06:28.888',-,-0.240,-,-,-0.160,-,90.720,-
'35:06:28.896',-,-0.200,-,-,-0.168,-,92.160,-
'35:06:28.904',-,-0.168,-,-,-0.168,-,92.160,-
'35:06:28.912',-,-0.136,-,-,-0.168,-,92.160,-
'35:06:28.920',-,-0.064,-,-,-0.160,-,92.160,-
'35:06:28.928',-,-0.064,-,-,-0.152,-,90.720,-
'35:06:28.936',-,0.000,-,-,-0.144,-,89.760,-
'35:06:28.944',-,0.000,-,-,-0.128,-,88.320,-
'35:06:28.952',-,0.000,-,-,-0.112,-,85.920,-
'35:06:28.960',-,0.000,-,-,-0.088,-,83.520,-
'35:06:28.968',-,0.000,-,-,-0.080,-,81.120,-
'35:06:28.976',-,0.000,-,-,-0.064,-,78.720,-
'35:06:28.984',-,0.000,-,-,-0.040,-,76.320,-
'35:06:28.992',-,0.000,-,-,-0.032,-,73.920,-
'35:06:29.000',-,0.000,-,-,-0.024,-,71.520,-
'35:06:29.008',-,0.000,-,-,-0.032,-,70.560,-
'35:06:29.016',-,0.000,-,-,-0.016,-,69.120,-
'35:06:29.024',-,0.000,-,-,-0.016,-,68.160,-
'35:06:29.032',-,0.000,-,-,-0.016,-,68.160,-
'35:06:29.040',-,0.000,-,-,-0.016,-,68.160,-
'35:06:29.048',-,0.032,-,-,-0.008,-,68.160,-
'35:06:29.056',-,0.064,-,-,-0.016,-,68.160,-
'35:06:29.064',-,0.136,-,-,-0.008,-,68.160,-
'35:06:29.072',-,0.136,-,-,-0.032,-,68.160,-
'35:06:29.080',-,0.200,-,-,-0.080,-,68.160,-
'35:06:29.088',-,0.240,-,-,-0.096,-,68.160,-
'35:06:29.096',-,0.272,-,-,-0.112,-,68.160,-
'35:06:29.104',-,0.240,-,-,-0.112,-,68.160,-
'35:06:29.112',-,0.200,-,-,-0.096,-,68.160,-
'35:06:29.120',-,0.136,-,-,-0.072,-,68.160,-
'35:06:29.128',-,0.064,-,-,-0.040,-,66.720,-
'35:06:29.136',-,0.000,-,-,-0.008,-,66.720,-
'35:06:29.144',-,0.000,-,-,0.000,-,66.720,-
'35:06:29.152',-,0.000,-,-,0.008,-,66.720,-
'35:06:29.160',-,0.000,-,-,0.000,-,65.760,-
'35:06:29.168',-,0.000,-,-,0.008,-,65.760,-
'35:06:29.176',-,-0.032,-,-,0.000,-,65.760,-
'35:06:29.184',-,0.000,-,-,0.008,-,65.760,-
'35:06:29.192',-,-0.032,-,-,0.000,-,65.760,-
'35:06:29.200',-,-0.032,-,-,0.016,-,65.760,-
'35:06:29.208',-,0.000,-,-,0.008,-,65.760,-
'35:06:29.216',-,-0.032,-,-,0.016,-,65.760,-
'35:06:29.224',-,-0.032,-,-,0.008,-,64.320,-
'35:06:29.232',-,0.000,-,-,0.016,-,64.320,-
'35:06:29.240',-,-0.032,-,-,0.016,-,64.320,-
'35:06:29.248',-,0.000,-,-,0.008,-,64.320,-
'35:06:29.256',-,0.000,-,-,0.008,-,64.320,-
'35:06:29.264',-,0.000,-,-,0.000,-,63.360,-
'35:06:29.272',-,0.064,-,-,-0.016,-,63.360,-
'35:06:29.280',-,0.200,-,-,-0.064,-,63.360,-
'35:06:29.288',-,0.200,-,-,-0.040,-,63.360,-
'35:06:29.296',-,0.168,-,-,-0.096,-,61.920,-
'35:06:29.304',-,0.200,-,-,-0.168,-,61.920,-
'35:06:29.312',-,0.168,-,-,-0.152,-,61.920,-
'35:06:29.320',-,0.200,-,-,-0.144,-,60.960,-
'35:06:29.328',-,0.168,-,-,-0.144,-,60.960,-
'35:06:29.336',-,0.032,-,-,-0.136,-,60.960,-
'35:06:29.344',-,-0.064,-,-,-0.096,-,59.520,-
'35:06:29.352',-,-0.304,-,-,-0.040,-,59.520,-
'35:06:29.360',-,-0.512,-,-,0.008,-,59.520,-
'35:06:29.368',-,-0.584,-,-,0.048,-,59.520,-
'35:06:29.376',-,-0.616,-,-,0.096,-,58.560,-
'35:06:29.384',-,-0.408,-,-,0.088,-,58.560,-
'35:06:29.392',-,-0.272,-,-,0.080,-,58.560,-
'35:06:29.400',-,-0.136,-,-,0.064,-,58.560,-
'35:06:29.408',-,-0.064,-,-,0.048,-,58.560,-
'35:06:29.416',-,-0.064,-,-,0.064,-,58.560,-
'35:06:29.424',-,-0.064,-,-,0.072,-,58.560,-
'35:06:29.432',-,-0.064,-,-,0.072,-,58.560,-
'35:06:29.440',-,-0.064,-,-,0.072,-,58.560,-
'35:06:29.448',-,-0.064,-,-,0.072,-,59.520,-
'35:06:29.456',-,-0.032,-,-,0.072,-,60.960,-
'35:06:29.464',-,-0.064,-,-,0.072,-,63.360,-
'35:06:29.472',-,-0.032,-,-,0.072,-,65.760,-
'35:06:29.480',-,-0.032,-,-,0.072,-,69.120,-
'35:06:29.488',-,-0.032,-,-,0.072,-,73.920,-
'35:06:29.496',-,-0.032,-,-,0.080,-,77.760,-
'35:06:29.504',-,-0.032,-,-,0.088,-,81.120,-
'35:06:29.512',-,-0.032,-,-,0.088,-,84.960,-
'35:06:29.520',-,0.000,-,-,0.096,-,88.320,-
'35:06:29.528',-,0.000,-,-,0.096,-,92.160,-
'35:06:29.536',-,0.000,-,-,0.088,-,94.560,-
'35:06:29.544',-,0.000,-,-,0.088,-,96.960,-
'35:06:29.552',-,0.000,-,-,0.072,-,97.920,-
'35:06:29.560',-,0.032,-,-,0.072,-,99.360,-
'35:06:29.568',-,0.064,-,-,0.048,-,100.320,-
'35:06:29.576',-,0.064,-,-,0.032,-,100.320,-
'35:06:29.584',-,0.096,-,-,0.016,-,100.320,-
'35:06:29.592',-,0.136,-,-,0.000,-,100.320,-
'35:06:29.600',-,0.136,-,-,0.000,-,99.360,-
'35:06:29.608',-,0.136,-,-,-0.016,-,97.920,-
