'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'55:33:02.904',-0.088,-,-,-
'55:33:02.912',-0.072,-,-,-
'55:33:02.920',-0.048,-,-,-
'55:33:02.928',-0.024,-,-,-
'55:33:02.936',0.000,-,-,-
'55:33:02.944',0.024,-,-,-
'55:33:02.952',0.048,-,-,-
'55:33:02.960',0.072,-,-,-
'55:33:02.968',0.080,-,-,-
'55:33:02.976',0.072,-,-,-
'55:33:02.984',0.056,-,-,-
'55:33:02.992',0.048,-,-,-
'55:33:03.000',0.040,-,-,-
'55:33:03.008',0.040,-,-,-
'55:33:03.016',0.048,-,-,-
'55:33:03.024',0.040,-,-,-
'55:33:03.032',0.024,-,-,-
'55:33:03.040',0.016,-,-,-
'55:33:03.048',0.016,-,-,-
'55:33:03.056',0.008,-,-,-
'55:33:03.064',0.016,-,-,-
'55:33:03.072',0.016,-,-,-
'55:33:03.080',0.016,-,-,-
'55:33:03.088',0.024,-,-,-
'55:33:03.096',0.024,-,-,-
'55:33:03.104',0.024,-,-,-
'55:33:03.112',0.024,-,-,-
'55:33:03.120',0.040,-,-,-
'55:33:03.128',0.040,-,-,-
'55:33:03.136',0.048,-,-,-
'55:33:03.144',0.048,-,-,-
'55:33:03.152',0.048,-,-,-
'55:33:03.160',0.048,-,-,-
'55:33:03.168',0.040,-,-,-
'55:33:03.176',0.040,-,-,-
'55:33:03.184',0.024,-,-,-
'55:33:03.192',0.016,-,-,-
'55:33:03.200',0.016,-,-,-
'55:33:03.208',0.016,-,-,-
'55:33:03.216',0.008,-,-,-
'55:33:03.224',-0.008,-,-,-
'55:33:03.232',-0.024,-,-,-
'55:33:03.240',-0.016,-,-,-
'55:33:03.248',-0.008,-,-,-
'55:33:03.256',0.000,-,-,-
'55:33:03.264',-0.008,-,-,-
'55:33:03.272',-0.008,-,-,-
'55:33:03.280',-0.008,-,-,-
'55:33:03.288',0.008,-,-,-
'55:33:03.296',0.016,-,-,-
'55:33:03.304',0.016,-,-,-
'55:33:03.312',0.008,-,-,-
'55:33:03.320',0.008,-,-,-
'55:33:03.328',0.000,-,-,-
'55:33:03.336',0.000,-,-,-
'55:33:03.344',0.000,-,-,-
'55:33:03.352',0.008,-,-,-
'55:33:03.360',0.016,-,-,-
'55:33:03.368',0.008,-,-,-
'55:33:03.376',0.008,-,-,-
'55:33:03.384',-0.008,-,-,-
'55:33:03.392',-0.024,-,-,-
'55:33:03.400',0.000,-,-,-
'55:33:03.408',0.176,-,-,-
'55:33:03.416',0.528,-,-,-
'55:33:03.424',0.816,-,-,-
'55:33:03.432',0.816,-,-,-
'55:33:03.440',0.296,-,-,-
'55:33:03.448',-0.104,-,-,-
'55:33:03.456',-0.296,-,-,-
'55:33:03.464',-0.320,-,-,-
'55:33:03.472',-0.224,-,-,-
'55:33:03.480',-0.152,-,-,-
'55:33:03.488',-0.112,-,-,-
'55:33:03.496',-0.088,-,-,-
'55:33:03.504',-0.104,-,-,-
'55:33:03.512',-0.112,-,-,-
'55:33:03.520',-0.112,-,-,-
'55:33:03.528',-0.104,-,-,-
'55:33:03.536',-0.104,-,-,-
'55:33:03.544',-0.104,-,-,-
'55:33:03.552',-0.088,-,-,-
'55:33:03.560',-0.104,-,-,-
'55:33:03.568',-0.104,-,-,-
'55:33:03.576',-0.088,-,-,-
'55:33:03.584',-0.088,-,-,-
'55:33:03.592',-0.088,-,-,-
'55:33:03.600',-0.088,-,-,-
'55:33:03.608',-0.112,-,-,-
'55:33:03.616',-0.120,-,-,-
'55:33:03.624',-0.104,-,-,-
'55:33:03.632',-0.088,-,-,-
'55:33:03.640',-0.080,-,-,-
'55:33:03.648',-0.088,-,-,-
'55:33:03.656',-0.088,-,-,-
'55:33:03.664',-0.104,-,-,-
'55:33:03.672',-0.080,-,-,-
'55:33:03.680',-0.040,-,-,-
'55:33:03.688',-0.008,-,-,-
'55:33:03.696',0.024,-,-,-
'55:33:03.704',0.056,-,-,-
'55:33:03.712',0.080,-,-,-
'55:33:03.720',0.088,-,-,-
'55:33:03.728',0.104,-,-,-
'55:33:03.736',0.120,-,-,-
'55:33:03.744',0.120,-,-,-
'55:33:03.752',0.112,-,-,-
'55:33:03.760',0.088,-,-,-
'55:33:03.768',0.072,-,-,-
'55:33:03.776',0.056,-,-,-
'55:33:03.784',0.048,-,-,-
'55:33:03.792',0.040,-,-,-
'55:33:03.800',0.040,-,-,-
'55:33:03.808',0.048,-,-,-
'55:33:03.816',0.048,-,-,-
'55:33:03.824',0.048,-,-,-
'55:33:03.832',0.048,-,-,-
'55:33:03.840',0.048,-,-,-
'55:33:03.848',0.048,-,-,-
'55:33:03.856',0.056,-,-,-
'55:33:03.864',0.056,-,-,-
'55:33:03.872',0.048,-,-,-
'55:33:03.880',0.056,-,-,-
'55:33:03.888',0.072,-,-,-
'55:33:03.896',0.056,-,-,-
'55:33:03.904',0.048,-,-,-
'55:33:03.912',0.040,-,-,-
'55:33:03.920',0.040,-,-,-
'55:33:03.928',0.048,-,-,-
'55:33:03.936',0.048,-,-,-
'55:33:03.944',0.048,-,-,-
'55:33:03.952',0.048,-,-,-
'55:33:03.960',0.056,-,-,-
'55:33:03.968',0.040,-,-,-
'55:33:03.976',0.048,-,-,-
'55:33:03.984',0.056,-,-,-
'55:33:03.992',0.056,-,-,-
'55:33:04.000',0.056,-,-,-
'55:33:04.008',0.040,-,-,-
'55:33:04.016',0.040,-,-,-
'55:33:04.024',0.048,-,-,-
'55:33:04.032',0.024,-,-,-
'55:33:04.040',0.024,-,-,-
'55:33:04.048',0.040,-,-,-
'55:33:04.056',0.016,-,-,-
'55:33:04.064',0.008,-,-,-
'55:33:04.072',0.016,-,-,-
'55:33:04.080',0.024,-,-,-
'55:33:04.088',0.024,-,-,-
'55:33:04.096',0.024,-,-,-
'55:33:04.104',0.080,-,-,-
'55:33:04.112',0.280,-,-,-
'55:33:04.120',0.624,-,-,-
'55:33:04.128',0.816,-,-,-
'55:33:04.136',0.664,-,-,-
'55:33:04.144',0.288,-,-,-
'55:33:04.152',-0.080,-,-,-
'55:33:04.160',-0.296,-,-,-
'55:33:04.168',-0.328,-,-,-
'55:33:04.176',-0.224,-,-,-
'55:33:04.184',-0.160,-,-,-
'55:33:04.192',-0.128,-,-,-
'55:33:04.200',-0.112,-,-,-
'55:33:04.208',-0.104,-,-,-
'55:33:04.216',-0.104,-,-,-
'55:33:04.224',-0.088,-,-,-
'55:33:04.232',-0.088,-,-,-
'55:33:04.240',-0.088,-,-,-
'55:33:04.248',-0.088,-,-,-
'55:33:04.256',-0.104,-,-,-
'55:33:04.264',-0.104,-,-,-
'55:33:04.272',-0.088,-,-,-
'55:33:04.280',-0.104,-,-,-
'55:33:04.288',-0.104,-,-,-
'55:33:04.296',-0.112,-,-,-
'55:33:04.304',-0.104,-,-,-
'55:33:04.312',-0.120,-,-,-
'55:33:04.320',-0.128,-,-,-
'55:33:04.328',-0.128,-,-,-
'55:33:04.336',-0.128,-,-,-
'55:33:04.344',-0.128,-,-,-
'55:33:04.352',-0.120,-,-,-
'55:33:04.360',-0.120,-,-,-
'55:33:04.368',-0.104,-,-,-
'55:33:04.376',-0.080,-,-,-
'55:33:04.384',-0.072,-,-,-
'55:33:04.392',-0.040,-,-,-
'55:33:04.400',-0.008,-,-,-
'55:33:04.408',0.040,-,-,-
'55:33:04.416',0.072,-,-,-
'55:33:04.424',0.088,-,-,-
'55:33:04.432',0.104,-,-,-
'55:33:04.440',0.104,-,-,-
'55:33:04.448',0.072,-,-,-
'55:33:04.456',0.056,-,-,-
'55:33:04.464',0.040,-,-,-
'55:33:04.472',0.016,-,-,-
'55:33:04.480',0.000,-,-,-
'55:33:04.488',-0.008,-,-,-
'55:33:04.496',0.000,-,-,-
'55:33:04.504',0.000,-,-,-
'55:33:04.512',0.000,-,-,-
'55:33:04.520',-0.008,-,-,-
'55:33:04.528',-0.008,-,-,-
'55:33:04.536',0.000,-,-,-
'55:33:04.544',0.008,-,-,-
'55:33:04.552',0.008,-,-,-
'55:33:04.560',0.008,-,-,-
'55:33:04.568',0.016,-,-,-
'55:33:04.576',0.024,-,-,-
'55:33:04.584',0.040,-,-,-
'55:33:04.592',0.040,-,-,-
'55:33:04.600',0.080,-,-,-
'55:33:04.608',0.192,-,-,-
'55:33:04.616',0.440,-,-,-
'55:33:04.624',0.768,-,-,-
'55:33:04.632',1.104,-,-,-
'55:33:04.640',1.320,-,-,-
'55:33:04.648',1.320,-,-,-
'55:33:04.656',1.320,-,-,-
'55:33:04.664',1.320,-,-,-
'55:33:04.672',1.320,-,-,-
'55:33:04.680',1.152,-,-,-
'55:33:04.688',0.384,-,-,-
'55:33:04.696',-0.176,-,-,-
'55:33:04.704',-0.456,-,-,-
'55:33:04.712',-0.528,-,-,-
'55:33:04.720',-0.552,-,-,-
'55:33:04.728',-0.568,-,-,-
'55:33:04.736',-0.576,-,-,-
