'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'19:40.760',0.016,-,4.000,-,-,-,-,-,106.800,-
'19:40.768',-0.040,-,-1.000,-,-,-,-,-,108.000,-
'19:40.776',-0.016,-,0.000,-,-,-,-,-,109.200,-
'19:40.784',-0.056,-,-5.000,-,-,-,-,-,109.200,-
'19:40.792',-0.040,-,-5.000,-,-,-,-,-,110.400,-
'19:40.800',-0.024,-,-1.000,-,-,-,-,-,110.400,-
'19:40.808',0.000,-,1.000,-,-,-,-,-,110.400,-
'19:40.816',-0.016,-,-1.000,-,-,-,-,-,109.200,-
'19:40.824',-0.048,-,-5.000,-,-,-,-,-,109.200,-
'19:40.832',0.008,-,-1.000,-,-,-,-,-,108.000,-
'19:40.840',0.016,-,0.000,-,-,-,-,-,108.000,-
'19:40.848',-0.032,-,-5.000,-,-,-,-,-,106.800,-
'19:40.856',-0.008,-,-9.000,-,-,-,-,-,105.600,-
'19:40.864',-0.056,-,-13.000,-,-,-,-,-,104.400,-
'19:40.872',-0.024,-,-11.000,-,-,-,-,-,103.200,-
'19:40.880',-0.008,-,-10.000,-,-,-,-,-,102.000,-
'19:40.888',-0.032,-,-13.000,-,-,-,-,-,99.600,-
'19:40.896',-0.016,-,-10.000,-,-,-,-,-,97.200,-
'19:40.904',-0.032,-,-8.000,-,-,-,-,-,94.800,-
'19:40.912',0.000,-,-7.000,-,-,-,-,-,91.200,-
'19:40.920',-0.016,-,-9.000,-,-,-,-,-,87.600,-
'19:40.928',-0.024,-,-7.000,-,-,-,-,-,85.200,-
'19:40.936',-0.008,-,-5.000,-,-,-,-,-,84.000,-
'19:40.944',-0.048,-,-7.000,-,-,-,-,-,82.800,-
'19:40.952',-0.008,-,-4.000,-,-,-,-,-,82.800,-
'19:40.960',0.024,-,0.000,-,-,-,-,-,81.600,-
'19:40.968',-0.048,-,-4.000,-,-,-,-,-,81.600,-
'19:40.976',-0.056,-,-5.000,-,-,-,-,-,80.400,-
'19:40.984',0.000,-,0.000,-,-,-,-,-,79.200,-
'19:40.992',0.008,-,1.000,-,-,-,-,-,79.200,-
'19:41.000',-0.032,-,-2.000,-,-,-,-,-,78.000,-
'19:41.008',-0.024,-,-1.000,-,-,-,-,-,78.000,-
'19:41.016',-0.064,-,-4.000,-,-,-,-,-,78.000,-
'19:41.024',0.000,-,0.000,-,-,-,-,-,76.800,-
'19:41.032',0.000,-,-1.000,-,-,-,-,-,76.800,-
'19:41.040',-0.016,-,0.000,-,-,-,-,-,75.600,-
'19:41.048',-0.032,-,-2.000,-,-,-,-,-,75.600,-
'19:41.056',0.016,-,1.000,-,-,-,-,-,74.400,-
'19:41.064',-0.016,-,0.000,-,-,-,-,-,74.400,-
'19:41.072',0.000,-,0.000,-,-,-,-,-,73.200,-
'19:41.080',-0.024,-,-2.000,-,-,-,-,-,73.200,-
'19:41.088',-0.040,-,-3.000,-,-,-,-,-,73.200,-
'19:41.096',-0.008,-,0.000,-,-,-,-,-,72.000,-
'19:41.104',0.000,-,1.000,-,-,-,-,-,72.000,-
