'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'22:37.192',0.009,-,-,-,-,102.400,25.920
'22:37.200',0.017,-,-,-,-,104.000,25.920
'22:37.208',0.035,-,-,-,-,106.400,24.720
'22:37.216',0.043,-,-,-,-,108.800,23.280
'22:37.224',0.052,-,-,-,-,111.200,22.560
'22:37.232',0.052,-,-,-,-,113.600,22.560
'22:37.240',0.070,-,-,-,-,116.800,22.560
'22:37.248',0.052,-,-,-,-,119.200,22.560
'22:37.256',0.035,-,-,-,-,121.600,23.160
'22:37.264',0.009,-,-,-,-,124.800,23.520
'22:37.272',0.000,-,-,-,-,127.200,23.520
'22:37.280',-0.009,-,-,-,-,128.800,22.560
'22:37.288',0.000,-,-,-,-,130.400,21.360
'22:37.296',-0.009,-,-,-,-,130.400,20.760
'22:37.304',-0.017,-,-,-,-,129.600,20.880
'22:37.312',-0.017,-,-,-,-,128.000,21.720
'22:37.320',-0.035,-,-,-,-,125.600,23.160
'22:37.328',-0.035,-,-,-,-,123.200,24.360
'22:37.336',-0.043,-,-,-,-,119.200,25.080
'22:37.344',-0.070,-,-,-,-,115.200,25.080
'22:37.352',-0.113,-,-,-,-,110.400,24.720
'22:37.360',-0.157,-,-,-,-,106.400,24.120
'22:37.368',-0.113,-,-,-,-,101.600,23.880
'22:37.376',-0.017,-,-,-,-,97.600,23.880
'22:37.384',0.035,-,-,-,-,93.600,24.480
'22:37.392',0.043,-,-,-,-,89.600,25.920
'22:37.400',0.017,-,-,-,-,86.400,28.920
'22:37.408',0.009,-,-,-,-,83.200,33.480
'22:37.416',0.009,-,-,-,-,80.800,37.320
'22:37.424',0.000,-,-,-,-,78.400,36.720
'22:37.432',0.000,-,-,-,-,76.800,30.120
'22:37.440',0.009,-,-,-,-,75.200,21.360
'22:37.448',0.009,-,-,-,-,74.400,16.320
'22:37.456',0.009,-,-,-,-,74.400,19.320
'22:37.464',0.009,-,-,-,-,76.000,28.560
'22:37.472',0.009,-,-,-,-,78.400,39.120
'22:37.480',0.017,-,-,-,-,81.600,44.880
'22:37.488',0.017,-,-,-,-,84.800,44.880
'22:37.496',0.009,-,-,-,-,88.000,44.880
'22:37.504',0.009,-,-,-,-,91.200,39.720
'22:37.512',0.000,-,-,-,-,95.200,34.560
'22:37.520',0.000,-,-,-,-,97.600,31.560
'22:37.528',0.000,-,-,-,-,100.800,31.320
'22:37.536',-0.017,-,-,-,-,103.200,32.880
'22:37.544',-0.035,-,-,-,-,104.800,35.280
'22:37.552',-0.035,-,-,-,-,106.400,37.080
'22:37.560',-0.035,-,-,-,-,108.000,37.680
'22:37.568',-0.043,-,-,-,-,108.800,37.080
'22:37.576',-0.052,-,-,-,-,109.600,35.880
'22:37.584',-0.052,-,-,-,-,109.600,34.680
