'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:32:27.576',-,-0.032,-,-,0.072,-,64.320,-
'35:32:27.584',-,-0.064,-,-,0.080,-,66.720,-
'35:32:27.592',-,-0.032,-,-,0.072,-,70.560,-
'35:32:27.600',-,-0.032,-,-,0.088,-,73.920,-
'35:32:27.608',-,-0.032,-,-,0.080,-,77.760,-
'35:32:27.616',-,0.000,-,-,0.088,-,80.160,-
'35:32:27.624',-,0.000,-,-,0.080,-,83.520,-
'35:32:27.632',-,0.000,-,-,0.080,-,85.920,-
'35:32:27.640',-,0.000,-,-,0.072,-,87.360,-
'35:32:27.648',-,0.032,-,-,0.072,-,88.320,-
'35:32:27.656',-,0.064,-,-,0.048,-,89.760,-
'35:32:27.664',-,0.064,-,-,0.032,-,90.720,-
'35:32:27.672',-,0.064,-,-,0.016,-,90.720,-
'35:32:27.680',-,0.096,-,-,0.000,-,90.720,-
'35:32:27.688',-,0.136,-,-,-0.008,-,89.760,-
'35:32:27.696',-,0.096,-,-,-0.016,-,88.320,-
'35:32:27.704',-,0.096,-,-,-0.032,-,87.360,-
'35:32:27.712',-,0.096,-,-,-0.040,-,85.920,-
'35:32:27.720',-,0.064,-,-,-0.040,-,83.520,-
'35:32:27.728',-,0.064,-,-,-0.040,-,81.120,-
'35:32:27.736',-,0.096,-,-,-0.032,-,78.720,-
'35:32:27.744',-,0.136,-,-,-0.040,-,76.320,-
'35:32:27.752',-,0.136,-,-,-0.040,-,73.920,-
'35:32:27.760',-,0.200,-,-,-0.096,-,71.520,-
'35:32:27.768',-,0.200,-,-,-0.128,-,69.120,-
'35:32:27.776',-,0.200,-,-,-0.144,-,68.160,-
'35:32:27.784',-,0.200,-,-,-0.128,-,66.720,-
'35:32:27.792',-,0.168,-,-,-0.112,-,65.760,-
'35:32:27.800',-,0.096,-,-,-0.080,-,65.760,-
'35:32:27.808',-,0.064,-,-,-0.064,-,65.760,-
'35:32:27.816',-,0.000,-,-,-0.032,-,65.760,-
'35:32:27.824',-,-0.032,-,-,-0.016,-,65.760,-
'35:32:27.832',-,-0.032,-,-,-0.008,-,65.760,-
'35:32:27.840',-,-0.032,-,-,-0.016,-,66.720,-
'35:32:27.848',-,-0.064,-,-,-0.008,-,66.720,-
'35:32:27.856',-,-0.032,-,-,-0.016,-,66.720,-
'35:32:27.864',-,-0.064,-,-,-0.008,-,68.160,-
'35:32:27.872',-,-0.032,-,-,-0.008,-,68.160,-
'35:32:27.880',-,-0.064,-,-,-0.008,-,68.160,-
'35:32:27.888',-,-0.032,-,-,-0.008,-,68.160,-
'35:32:27.896',-,-0.064,-,-,0.000,-,68.160,-
'35:32:27.904',-,-0.032,-,-,-0.008,-,66.720,-
'35:32:27.912',-,-0.064,-,-,0.000,-,66.720,-
'35:32:27.920',-,-0.032,-,-,-0.008,-,66.720,-
'35:32:27.928',-,-0.032,-,-,0.000,-,66.720,-
'35:32:27.936',-,-0.032,-,-,-0.008,-,66.720,-
'35:32:27.944',-,0.000,-,-,-0.016,-,65.760,-
'35:32:27.952',-,0.064,-,-,-0.040,-,65.760,-
'35:32:27.960',-,0.168,-,-,-0.080,-,65.760,-
'35:32:27.968',-,0.136,-,-,-0.080,-,64.320,-
'35:32:27.976',-,0.064,-,-,-0.128,-,64.320,-
'35:32:27.984',-,0.064,-,-,-0.176,-,64.320,-
'35:32:27.992',-,0.136,-,-,-0.112,-,63.360,-
'35:32:28.000',-,0.240,-,-,-0.096,-,63.360,-
'35:32:28.008',-,0.344,-,-,-0.096,-,61.920,-
'35:32:28.016',-,0.200,-,-,-0.088,-,61.920,-
'35:32:28.024',-,0.000,-,-,-0.024,-,61.920,-
'35:32:28.032',-,-0.200,-,-,0.064,-,60.960,-
'35:32:28.040',-,-0.240,-,-,0.072,-,60.960,-
'35:32:28.048',-,-0.200,-,-,0.064,-,60.960,-
'35:32:28.056',-,-0.168,-,-,0.072,-,59.520,-
'35:32:28.064',-,-0.168,-,-,0.048,-,59.520,-
'35:32:28.072',-,-0.168,-,-,0.048,-,59.520,-
'35:32:28.080',-,-0.168,-,-,0.048,-,59.520,-
'35:32:28.088',-,-0.136,-,-,0.032,-,59.520,-
'35:32:28.096',-,-0.168,-,-,0.048,-,59.520,-
'35:32:28.104',-,-0.136,-,-,0.032,-,59.520,-
'35:32:28.112',-,-0.136,-,-,0.048,-,59.520,-
'35:32:28.120',-,-0.136,-,-,0.032,-,59.520,-
'35:32:28.128',-,-0.136,-,-,0.048,-,60.960,-
'35:32:28.136',-,-0.136,-,-,0.032,-,63.360,-
'35:32:28.144',-,-0.136,-,-,0.048,-,66.720,-
'35:32:28.152',-,-0.136,-,-,0.048,-,70.560,-
'35:32:28.160',-,-0.136,-,-,0.048,-,73.920,-
'35:32:28.168',-,-0.136,-,-,0.048,-,77.760,-
'35:32:28.176',-,-0.136,-,-,0.048,-,81.120,-
'35:32:28.184',-,-0.136,-,-,0.048,-,84.960,-
'35:32:28.192',-,-0.096,-,-,0.048,-,88.320,-
'35:32:28.200',-,-0.136,-,-,0.032,-,90.720,-
'35:32:28.208',-,-0.096,-,-,0.048,-,92.160,-
'35:32:28.216',-,-0.136,-,-,0.032,-,93.120,-
'35:32:28.224',-,-0.096,-,-,0.024,-,94.560,-
