'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:47:10.240',-0.208,-,-,-,0.000,-,50.400,45.000
'5:47:10.248',-0.192,-,-,-,0.000,-,50.400,45.000
'5:47:10.256',-0.152,-,-,-,0.020,-,51.200,45.000
'5:47:10.264',-0.112,-,-,-,0.000,-,52.000,45.000
'5:47:10.272',-0.088,-,-,-,0.020,-,53.600,45.000
'5:47:10.280',-0.072,-,-,-,0.020,-,53.600,45.000
'5:47:10.288',-0.064,-,-,-,0.020,-,53.600,45.000
'5:47:10.296',-0.064,-,-,-,0.020,-,54.400,45.000
'5:47:10.304',-0.072,-,-,-,0.020,-,56.800,45.000
'5:47:10.312',-0.056,-,-,-,0.020,-,61.600,45.000
'5:47:10.320',-0.064,-,-,-,0.020,-,68.800,45.000
'5:47:10.328',-0.056,-,-,-,0.040,-,76.000,45.000
'5:47:10.336',-0.048,-,-,-,0.020,-,82.400,45.000
'5:47:10.344',-0.056,-,-,-,0.040,-,88.800,45.000
'5:47:10.352',-0.056,-,-,-,0.040,-,94.400,45.000
'5:47:10.360',-0.048,-,-,-,0.040,-,98.400,45.000
'5:47:10.368',-0.056,-,-,-,0.040,-,100.800,45.000
'5:47:10.376',-0.040,-,-,-,0.040,-,102.400,45.000
'5:47:10.384',-0.048,-,-,-,0.040,-,103.200,45.000
'5:47:10.392',-0.040,-,-,-,0.060,-,103.200,45.000
'5:47:10.400',-0.040,-,-,-,0.060,-,103.200,45.000
'5:47:10.408',-0.032,-,-,-,0.060,-,102.400,45.000
'5:47:10.416',-0.040,-,-,-,0.060,-,102.400,45.000
'5:47:10.424',-0.040,-,-,-,0.080,-,102.400,45.000
'5:47:10.432',-0.040,-,-,-,0.080,-,102.400,45.000
'5:47:10.440',-0.032,-,-,-,0.080,-,103.200,45.000
'5:47:10.448',-0.040,-,-,-,0.080,-,103.200,45.000
'5:47:10.456',-0.032,-,-,-,0.080,-,103.200,45.000
'5:47:10.464',-0.032,-,-,-,0.080,-,103.200,45.000
'5:47:10.472',-0.032,-,-,-,0.080,-,102.400,45.000
'5:47:10.480',-0.032,-,-,-,0.100,-,101.600,45.000
'5:47:10.488',-0.032,-,-,-,0.080,-,100.000,45.000
'5:47:10.496',-0.024,-,-,-,0.100,-,96.800,45.000
'5:47:10.504',-0.024,-,-,-,0.080,-,93.600,45.000
'5:47:10.512',-0.016,-,-,-,0.080,-,88.800,45.000
'5:47:10.520',-0.008,-,-,-,0.080,-,84.000,45.000
'5:47:10.528',-0.008,-,-,-,0.080,-,80.000,44.000
'5:47:10.536',0.000,-,-,-,0.060,-,76.000,43.400
'5:47:10.544',0.000,-,-,-,0.080,-,72.800,43.000
'5:47:10.552',0.000,-,-,-,0.040,-,70.400,42.600
'5:47:10.560',0.008,-,-,-,0.060,-,68.800,42.200
'5:47:10.568',0.016,-,-,-,0.040,-,68.800,42.000
'5:47:10.576',0.024,-,-,-,0.040,-,70.400,42.000
'5:47:10.584',0.024,-,-,-,0.020,-,73.600,41.800
'5:47:10.592',0.032,-,-,-,0.020,-,78.400,41.600
'5:47:10.600',0.024,-,-,-,0.000,-,84.000,41.400
'5:47:10.608',0.032,-,-,-,0.000,-,89.600,41.200
'5:47:10.616',0.032,-,-,-,0.000,-,94.400,41.000
'5:47:10.624',0.032,-,-,-,0.000,-,98.400,41.000
'5:47:10.632',0.024,-,-,-,0.000,-,101.600,40.600
'5:47:10.640',0.024,-,-,-,-0.020,-,104.000,40.200
'5:47:10.648',0.024,-,-,-,-0.020,-,104.800,39.600
'5:47:10.656',0.016,-,-,-,-0.020,-,104.000,39.000
'5:47:10.664',0.024,-,-,-,-0.020,-,102.400,38.200
'5:47:10.672',0.008,-,-,-,-0.020,-,100.000,37.200
'5:47:10.680',0.016,-,-,-,-0.040,-,97.600,36.400
'5:47:10.688',0.008,-,-,-,-0.020,-,95.200,35.600
'5:47:10.696',0.008,-,-,-,-0.040,-,90.400,35.200
'5:47:10.704',0.000,-,-,-,-0.020,-,84.800,34.800
'5:47:10.712',0.000,-,-,-,-0.040,-,79.200,34.400
