'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'31:22.192',-0.009,-,-,-,-,98.400,25.680
'31:22.200',-0.035,-,-,-,-,98.400,24.720
'31:22.208',-0.043,-,-,-,-,97.600,24.720
'31:22.216',-0.043,-,-,-,-,96.800,26.760
'31:22.224',-0.070,-,-,-,-,96.800,30.360
'31:22.232',-0.096,-,-,-,-,96.000,32.520
'31:22.240',-0.104,-,-,-,-,96.000,31.560
'31:22.248',-0.096,-,-,-,-,96.000,28.320
'31:22.256',-0.096,-,-,-,-,95.200,24.960
'31:22.264',-0.078,-,-,-,-,95.200,22.680
'31:22.272',-0.078,-,-,-,-,94.400,22.680
'31:22.280',-0.070,-,-,-,-,94.400,24.480
'31:22.288',-0.052,-,-,-,-,93.600,26.880
'31:22.296',-0.078,-,-,-,-,93.600,29.280
'31:22.304',-0.113,-,-,-,-,92.800,30.480
'31:22.312',-0.165,-,-,-,-,92.800,30.360
'31:22.320',-0.174,-,-,-,-,92.000,29.280
'31:22.328',-0.096,-,-,-,-,91.200,28.320
'31:22.336',0.000,-,-,-,-,91.200,27.720
'31:22.344',0.035,-,-,-,-,90.400,27.960
'31:22.352',0.017,-,-,-,-,89.600,29.760
'31:22.360',0.000,-,-,-,-,89.600,32.760
'31:22.368',-0.017,-,-,-,-,88.800,35.520
'31:22.376',-0.035,-,-,-,-,88.800,35.760
'31:22.384',-0.017,-,-,-,-,88.000,32.880
'31:22.392',-0.009,-,-,-,-,88.000,28.920
'31:22.400',-0.009,-,-,-,-,88.000,25.560
'31:22.408',-0.009,-,-,-,-,88.800,24.720
'31:22.416',-0.009,-,-,-,-,89.600,27.360
'31:22.424',-0.017,-,-,-,-,91.200,31.320
'31:22.432',-0.035,-,-,-,-,93.600,35.520
'31:22.440',-0.043,-,-,-,-,96.800,38.520
'31:22.448',-0.043,-,-,-,-,100.000,39.960
'31:22.456',0.009,-,-,-,-,103.200,39.360
'31:22.464',0.035,-,-,-,-,107.200,37.080
'31:22.472',0.017,-,-,-,-,110.400,34.680
'31:22.480',0.000,-,-,-,-,113.600,32.880
'31:22.488',0.000,-,-,-,-,116.000,32.160
'31:22.496',-0.009,-,-,-,-,118.400,32.280
'31:22.504',-0.017,-,-,-,-,120.800,33.360
'31:22.512',-0.017,-,-,-,-,122.400,34.320
'31:22.520',-0.043,-,-,-,-,123.200,34.680
'31:22.528',-0.052,-,-,-,-,124.000,34.680
'31:22.536',-0.070,-,-,-,-,124.800,33.960
'31:22.544',-0.052,-,-,-,-,124.800,32.760
'31:22.552',-0.043,-,-,-,-,124.800,31.680
'31:22.560',-0.035,-,-,-,-,124.000,30.960
'31:22.568',-0.009,-,-,-,-,123.200,30.360
'31:22.576',0.000,-,-,-,-,122.400,29.760
'31:22.584',0.000,-,-,-,-,120.800,28.560
'31:22.592',-0.009,-,-,-,-,119.200,26.880
'31:22.600',-0.009,-,-,-,-,117.600,25.680
'31:22.608',0.000,-,-,-,-,116.000,25.560
'31:22.616',0.009,-,-,-,-,114.400,26.760
'31:22.624',0.009,-,-,-,-,112.800,28.320
'31:22.632',0.017,-,-,-,-,112.800,30.120
'31:22.640',0.009,-,-,-,-,112.800,30.720
'31:22.648',0.000,-,-,-,-,113.600,30.120
'31:22.656',0.000,-,-,-,-,115.200,28.920
'31:22.664',0.000,-,-,-,-,116.800,27.720
'31:22.672',0.000,-,-,-,-,118.400,27.120
'31:22.680',0.000,-,-,-,-,120.800,26.880
'31:22.688',0.000,-,-,-,-,122.400,26.880
'31:22.696',-0.009,-,-,-,-,124.800,26.520
'31:22.704',-0.009,-,-,-,-,127.200,25.560
'31:22.712',-0.009,-,-,-,-,129.600,24.480
'31:22.720',-0.070,-,-,-,-,132.000,24.960
'31:22.728',-0.157,-,-,-,-,134.400,27.960
'31:22.736',-0.191,-,-,-,-,136.800,32.160
'31:22.744',-0.157,-,-,-,-,138.400,33.960
'31:22.752',-0.113,-,-,-,-,139.200,32.280
'31:22.760',-0.096,-,-,-,-,139.200,28.920
'31:22.768',-0.104,-,-,-,-,138.400,26.160
'31:22.776',-0.139,-,-,-,-,136.800,24.960
'31:22.784',-0.139,-,-,-,-,134.400,25.320
'31:22.792',-0.139,-,-,-,-,130.400,26.760
'31:22.800',-0.139,-,-,-,-,126.400,28.560
'31:22.808',-0.113,-,-,-,-,122.400,29.880
'31:22.816',-0.043,-,-,-,-,117.600,30.120
'31:22.824',0.035,-,-,-,-,112.800,28.320
'31:22.832',0.078,-,-,-,-,108.800,26.160
'31:22.840',0.096,-,-,-,-,104.800,25.920
'31:22.848',0.096,-,-,-,-,101.600,29.160
'31:22.856',0.104,-,-,-,-,99.200,32.880
'31:22.864',0.130,-,-,-,-,97.600,34.680
'31:22.872',0.130,-,-,-,-,96.800,33.720
'31:22.880',0.130,-,-,-,-,96.000,30.960
'31:22.888',0.157,-,-,-,-,96.000,28.320
'31:22.896',0.165,-,-,-,-,96.800,27.120
'31:22.904',0.174,-,-,-,-,98.400,27.720
'31:22.912',0.157,-,-,-,-,100.800,29.760
'31:22.920',0.157,-,-,-,-,103.200,31.320
'31:22.928',0.165,-,-,-,-,104.800,31.920
'31:22.936',0.174,-,-,-,-,106.400,31.320
'31:22.944',0.200,-,-,-,-,108.000,29.880
'31:22.952',0.200,-,-,-,-,108.800,27.960
'31:22.960',0.165,-,-,-,-,109.600,25.920
'31:22.968',0.139,-,-,-,-,109.600,24.120
'31:22.976',0.113,-,-,-,-,108.800,22.920
'31:22.984',0.096,-,-,-,-,108.000,22.560
'31:22.992',0.078,-,-,-,-,107.200,22.560
'31:23.000',0.070,-,-,-,-,105.600,22.560
'31:23.008',0.070,-,-,-,-,104.000,21.960
'31:23.016',0.052,-,-,-,-,102.400,21.120
'31:23.024',0.043,-,-,-,-,100.800,20.160
'31:23.032',0.043,-,-,-,-,99.200,18.960
'31:23.040',0.043,-,-,-,-,97.600,17.280
'31:23.048',0.035,-,-,-,-,96.800,15.960
'31:23.056',0.017,-,-,-,-,95.200,14.880
'31:23.064',0.009,-,-,-,-,94.400,14.760
'31:23.072',0.000,-,-,-,-,93.600,14.880
'31:23.080',0.009,-,-,-,-,92.800,15.480
'31:23.088',0.009,-,-,-,-,92.000,16.320
'31:23.096',0.035,-,-,-,-,91.200,16.920
'31:23.104',0.052,-,-,-,-,90.400,17.280
'31:23.112',0.052,-,-,-,-,89.600,17.280
'31:23.120',0.043,-,-,-,-,89.600,17.160
'31:23.128',0.035,-,-,-,-,88.800,16.560
'31:23.136',0.009,-,-,-,-,88.000,15.360
'31:23.144',0.000,-,-,-,-,88.000,14.280
'31:23.152',0.000,-,-,-,-,87.200,13.560
'31:23.160',0.000,-,-,-,-,87.200,13.080
'31:23.168',0.009,-,-,-,-,86.400,13.080
'31:23.176',0.017,-,-,-,-,86.400,13.080
'31:23.184',0.043,-,-,-,-,85.600,13.080
'31:23.192',0.070,-,-,-,-,85.600,12.720
'31:23.200',0.078,-,-,-,-,84.800,12.360
'31:23.208',0.078,-,-,-,-,84.800,11.880
'31:23.216',0.070,-,-,-,-,84.000,10.680
'31:23.224',0.035,-,-,-,-,83.200,9.480
'31:23.232',0.009,-,-,-,-,83.200,9.000
'31:23.240',0.009,-,-,-,-,82.400,9.600
'31:23.248',0.000,-,-,-,-,82.400,10.680
'31:23.256',-0.017,-,-,-,-,81.600,11.400
'31:23.264',-0.052,-,-,-,-,81.600,11.280
'31:23.272',-0.078,-,-,-,-,80.800,10.440
'31:23.280',-0.052,-,-,-,-,80.800,9.240
'31:23.288',-0.009,-,-,-,-,80.000,8.640
'31:23.296',0.017,-,-,-,-,80.000,9.000
'31:23.304',0.017,-,-,-,-,79.200,10.440
'31:23.312',-0.017,-,-,-,-,79.200,12.360
'31:23.320',-0.052,-,-,-,-,78.400,13.920
'31:23.328',-0.070,-,-,-,-,78.400,14.760
'31:23.336',-0.078,-,-,-,-,78.400,14.280
'31:23.344',-0.096,-,-,-,-,77.600,12.960
'31:23.352',-0.043,-,-,-,-,77.600,11.280
'31:23.360',0.017,-,-,-,-,77.600,11.280
'31:23.368',0.070,-,-,-,-,78.400,13.920
'31:23.376',0.078,-,-,-,-,80.000,17.760
'31:23.384',0.096,-,-,-,-,81.600,19.080
'31:23.392',0.096,-,-,-,-,84.000,17.280
'31:23.400',0.096,-,-,-,-,87.200,14.760
'31:23.408',0.096,-,-,-,-,91.200,14.160
'31:23.416',0.096,-,-,-,-,94.400,16.320
