'Elapsed time','II','III','AVF','V','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'13:58:49.432',-0.181,-,-,-0.282,74.400
'13:58:49.440',-0.167,-,-,-0.113,74.400
'13:58:49.448',-0.153,-,-,-0.014,73.600
'13:58:49.456',-0.139,-,-,0.000,72.800
'13:58:49.464',-0.139,-,-,0.000,72.000
'13:58:49.472',-0.125,-,-,0.000,72.000
'13:58:49.480',-0.097,-,-,0.000,71.200
'13:58:49.488',-0.097,-,-,0.000,70.400
'13:58:49.496',-0.083,-,-,0.000,70.400
'13:58:49.504',-0.097,-,-,0.000,69.600
'13:58:49.512',-0.097,-,-,0.000,71.200
'13:58:49.520',-0.125,-,-,-0.028,73.600
'13:58:49.528',-0.139,-,-,-0.028,79.200
'13:58:49.536',-0.153,-,-,-0.056,88.000
'13:58:49.544',-0.167,-,-,-0.070,98.400
'13:58:49.552',-0.181,-,-,-0.113,108.800
'13:58:49.560',-0.194,-,-,-0.113,117.600
'13:58:49.568',-0.208,-,-,-0.141,123.200
'13:58:49.576',-0.208,-,-,-0.141,124.800
'13:58:49.584',-0.208,-,-,-0.169,124.800
'13:58:49.592',-0.208,-,-,-0.183,123.200
'13:58:49.600',-0.208,-,-,-0.197,120.800
'13:58:49.608',-0.194,-,-,-0.197,118.400
'13:58:49.616',-0.194,-,-,-0.197,116.000
'13:58:49.624',-0.167,-,-,-0.197,114.400
'13:58:49.632',-0.153,-,-,-0.183,112.000
'13:58:49.640',-0.125,-,-,-0.169,110.400
'13:58:49.648',-0.083,-,-,-0.141,108.800
'13:58:49.656',-0.056,-,-,-0.127,107.200
'13:58:49.664',-0.042,-,-,-0.070,104.800
'13:58:49.672',-0.028,-,-,-0.056,102.400
'13:58:49.680',-0.014,-,-,-0.014,100.000
'13:58:49.688',0.000,-,-,0.000,97.600
'13:58:49.696',0.014,-,-,0.000,94.400
'13:58:49.704',0.042,-,-,0.042,90.400
'13:58:49.712',0.069,-,-,0.070,87.200
'13:58:49.720',0.083,-,-,0.085,84.800
'13:58:49.728',0.083,-,-,0.113,83.200
'13:58:49.736',0.083,-,-,0.127,81.600
'13:58:49.744',0.083,-,-,0.127,81.600
'13:58:49.752',0.069,-,-,0.127,81.600
'13:58:49.760',0.069,-,-,0.127,82.400
'13:58:49.768',0.069,-,-,0.113,83.200
'13:58:49.776',0.056,-,-,0.085,83.200
'13:58:49.784',0.042,-,-,0.070,83.200
'13:58:49.792',0.042,-,-,0.056,83.200
'13:58:49.800',0.042,-,-,0.056,82.400
'13:58:49.808',0.042,-,-,0.070,82.400
