'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:00:09.576',-,-0.168,-,-,0.072,-,61.920,-
'35:00:09.584',-,-0.064,-,-,0.072,-,61.920,-
'35:00:09.592',-,-0.064,-,-,0.072,-,61.920,-
'35:00:09.600',-,-0.064,-,-,0.064,-,61.920,-
'35:00:09.608',-,-0.064,-,-,0.088,-,61.920,-
'35:00:09.616',-,-0.064,-,-,0.080,-,61.920,-
'35:00:09.624',-,-0.064,-,-,0.088,-,63.360,-
'35:00:09.632',-,-0.032,-,-,0.080,-,65.760,-
'35:00:09.640',-,-0.064,-,-,0.088,-,68.160,-
'35:00:09.648',-,-0.032,-,-,0.080,-,71.520,-
'35:00:09.656',-,-0.064,-,-,0.088,-,75.360,-
'35:00:09.664',-,-0.032,-,-,0.080,-,80.160,-
'35:00:09.672',-,-0.032,-,-,0.088,-,83.520,-
'35:00:09.680',-,0.000,-,-,0.096,-,88.320,-
'35:00:09.688',-,-0.032,-,-,0.096,-,92.160,-
'35:00:09.696',-,0.000,-,-,0.104,-,95.520,-
'35:00:09.704',-,0.000,-,-,0.088,-,99.360,-
'35:00:09.712',-,0.000,-,-,0.096,-,101.760,-
'35:00:09.720',-,0.000,-,-,0.080,-,104.160,-
'35:00:09.728',-,0.032,-,-,0.072,-,106.560,-
'35:00:09.736',-,0.064,-,-,0.048,-,107.520,-
'35:00:09.744',-,0.064,-,-,0.032,-,108.960,-
'35:00:09.752',-,0.096,-,-,0.016,-,108.960,-
'35:00:09.760',-,0.136,-,-,0.016,-,107.520,-
'35:00:09.768',-,0.136,-,-,0.000,-,107.520,-
'35:00:09.776',-,0.136,-,-,-0.016,-,105.120,-
'35:00:09.784',-,0.200,-,-,-0.016,-,104.160,-
'35:00:09.792',-,0.200,-,-,-0.016,-,101.760,-
'35:00:09.800',-,0.200,-,-,-0.040,-,97.920,-
'35:00:09.808',-,0.240,-,-,-0.088,-,95.520,-
'35:00:09.816',-,0.272,-,-,-0.112,-,92.160,-
'35:00:09.824',-,0.240,-,-,-0.136,-,89.760,-
'35:00:09.832',-,0.272,-,-,-0.128,-,85.920,-
'35:00:09.840',-,0.168,-,-,-0.112,-,82.560,-
'35:00:09.848',-,0.136,-,-,-0.088,-,80.160,-
'35:00:09.856',-,0.064,-,-,-0.064,-,78.720,-
'35:00:09.864',-,0.000,-,-,-0.032,-,77.760,-
'35:00:09.872',-,-0.032,-,-,-0.016,-,76.320,-
'35:00:09.880',-,-0.064,-,-,-0.008,-,76.320,-
'35:00:09.888',-,-0.064,-,-,-0.008,-,76.320,-
'35:00:09.896',-,-0.064,-,-,-0.008,-,76.320,-
'35:00:09.904',-,-0.064,-,-,-0.016,-,76.320,-
'35:00:09.912',-,-0.064,-,-,-0.008,-,76.320,-
'35:00:09.920',-,-0.064,-,-,-0.008,-,77.760,-
'35:00:09.928',-,-0.064,-,-,0.000,-,77.760,-
'35:00:09.936',-,-0.064,-,-,-0.008,-,77.760,-
'35:00:09.944',-,-0.064,-,-,0.000,-,77.760,-
'35:00:09.952',-,-0.064,-,-,-0.008,-,76.320,-
'35:00:09.960',-,-0.064,-,-,0.000,-,76.320,-
'35:00:09.968',-,-0.064,-,-,0.000,-,76.320,-
'35:00:09.976',-,-0.064,-,-,0.000,-,76.320,-
'35:00:09.984',-,-0.032,-,-,0.000,-,76.320,-
'35:00:09.992',-,-0.032,-,-,0.000,-,76.320,-
'35:00:10.000',-,0.000,-,-,-0.016,-,75.360,-
'35:00:10.008',-,0.136,-,-,-0.064,-,75.360,-
'35:00:10.016',-,0.168,-,-,-0.080,-,75.360,-
'35:00:10.024',-,0.136,-,-,-0.072,-,73.920,-
'35:00:10.032',-,0.136,-,-,-0.168,-,73.920,-
'35:00:10.040',-,0.136,-,-,-0.176,-,72.960,-
'35:00:10.048',-,0.168,-,-,-0.160,-,72.960,-
'35:00:10.056',-,0.168,-,-,-0.152,-,71.520,-
'35:00:10.064',-,0.032,-,-,-0.144,-,71.520,-
'35:00:10.072',-,-0.064,-,-,-0.112,-,71.520,-
'35:00:10.080',-,-0.272,-,-,-0.064,-,70.560,-
'35:00:10.088',-,-0.512,-,-,0.000,-,70.560,-
'35:00:10.096',-,-0.616,-,-,0.032,-,70.560,-
'35:00:10.104',-,-0.648,-,-,0.088,-,69.120,-
'35:00:10.112',-,-0.448,-,-,0.096,-,69.120,-
'35:00:10.120',-,-0.304,-,-,0.072,-,69.120,-
'35:00:10.128',-,-0.168,-,-,0.048,-,69.120,-
'35:00:10.136',-,-0.096,-,-,0.048,-,68.160,-
'35:00:10.144',-,-0.064,-,-,0.048,-,68.160,-
'35:00:10.152',-,-0.064,-,-,0.048,-,68.160,-
'35:00:10.160',-,-0.064,-,-,0.072,-,68.160,-
'35:00:10.168',-,-0.064,-,-,0.072,-,68.160,-
'35:00:10.176',-,-0.064,-,-,0.064,-,68.160,-
'35:00:10.184',-,-0.064,-,-,0.072,-,68.160,-
'35:00:10.192',-,-0.064,-,-,0.072,-,69.120,-
'35:00:10.200',-,-0.064,-,-,0.072,-,70.560,-
'35:00:10.208',-,-0.064,-,-,0.072,-,72.960,-
'35:00:10.216',-,-0.064,-,-,0.064,-,75.360,-
'35:00:10.224',-,-0.064,-,-,0.072,-,78.720,-
'35:00:10.232',-,-0.064,-,-,0.072,-,81.120,-
'35:00:10.240',-,-0.032,-,-,0.072,-,84.960,-
'35:00:10.248',-,-0.032,-,-,0.072,-,88.320,-
'35:00:10.256',-,0.000,-,-,0.072,-,90.720,-
'35:00:10.264',-,0.000,-,-,0.064,-,93.120,-
'35:00:10.272',-,0.000,-,-,0.064,-,95.520,-
'35:00:10.280',-,0.032,-,-,0.048,-,96.960,-
'35:00:10.288',-,0.064,-,-,0.032,-,97.920,-
'35:00:10.296',-,0.096,-,-,0.016,-,99.360,-
'35:00:10.304',-,0.136,-,-,0.000,-,99.360,-
'35:00:10.312',-,0.096,-,-,-0.008,-,97.920,-
'35:00:10.320',-,0.136,-,-,-0.016,-,97.920,-
'35:00:10.328',-,0.136,-,-,-0.024,-,96.960,-
'35:00:10.336',-,0.200,-,-,-0.032,-,94.560,-
'35:00:10.344',-,0.200,-,-,-0.032,-,93.120,-
'35:00:10.352',-,0.200,-,-,-0.080,-,90.720,-
'35:00:10.360',-,0.200,-,-,-0.112,-,87.360,-
'35:00:10.368',-,0.240,-,-,-0.136,-,84.960,-
'35:00:10.376',-,0.200,-,-,-0.128,-,82.560,-
'35:00:10.384',-,0.200,-,-,-0.112,-,78.720,-
